anciennete_mois,facture_moyenne,nb_reclamations_12m,nb_appels_support_3m,satisfaction,nb_options,freq_portail_mois,variation_facture_3m,delai_resolution_incident_h,score_fidelite,region,mode_paiement,churn
26,81.491488,8,0,7.19,4,3,31.93,31.41,59,Sud,virement,0
56,147.978016,18,10,1.43,10,17,6.06,"50,52",99,Ouest,virement,0
68,189.129619,3,5,4.95,0,0,9.91,82.29,90,Est,virement,0
52,64.793583,18,12,1.11,7,30,71.68,56.85,9,Sud,prelevement,1
76,42.280347,0,17,4.41,0,15,56.0,86.05,26,Nord,virement,0
6,194.766952,7,13,7.57,0,3,71.86,27.0,87,Sud,,0
94,156.422174,11,14,7.16,4,23,16.19,49.97,59,Est,prelevement,0
70,115.829732,10,3,8.41,6,22,46.59,92.91,97,Sud,carte,0
32,132.579005,17,22,5.92,5,6,-29.33,11.57,90,Ouest,prelevement,0
52,121.119731,9,17,9.17,7,34,-4.45,14.31,86,Ouest,carte,0
9,54.265918,6,15,1.9,NA,18,47.27,9.12,92,Nord,carte,0
73,42.479054,11,8,2.61,9,16,70.23,94.79,98,Ouest,prelevement,1
53,86.85494,1,17,2.91,9,19,27.88,29.32,40,Ouest,virement,1
93,150.615374,0,14,5.99,10,31,-12.14,55.88,26,Sud,carte,0
27,192.842544,18,10,6.74,7,5,0.9,70.42,41,Ouest,virement,0
56,36.040271,13,16,2.36,7,,-16.7,3.67,21,Ouest,prelevement,0
67,85.181947,18,18,7.43,4,41,8.62,33.37,33,Est,virement,0
43,206.853548,5,17,5.65,7,43,-13.02,27.55,0,Sud,carte,0
94,119.624296,13,15,5.1,1,31,-28.89,72.68,15,Ouest,carte,0
NA,196.884734,16,1,5.4,0,34,-27.25,67.01,21,Ouest,virement,0
51,145.672382,14,19,4.5,2,9,-15.71,7.44,87,Ouest,virement,0
85,183.395832,11,19,7.68,8,2,34.17,9.22,28,Sud,virement,0
2,99.797137,10,18,8.19,1,29,3.73,20.94,49,Nord,prelevement,0
88,8.618596,8,10,5.29,2,23,-16.5,42.99,3,Nord,prelevement,0
93,166.620753,9,0,9.52,9,33,-5.27,24.72,64,Est,carte,0
79,121.743768,11,12,9.91,9,32,-28.94,36.1,86,Ouest,virement,0
86,231.306908,11,16,7.62,7,20,15.08,17.75,43,Nord,prelevement,0
77,72.891808,15,12,4.95,7,39,51.12,29.18,50,Ouest,virement,0
93,224.207698,17,19,6.78,6,39,62.41,11.21,91,Est,prelevement,0
76,163.78733,3,13,9.07,8,12,-28.4,32.87,17,Est,prelevement,0
17,50.613692,3,20,3.59,1,24,18.49,90.69,81,Ouest,prelevement,0
90,123.112572,1,10,7.68,6,4,56.38,,84,Est,carte,0
35,165.879085,8,0,8.53,7,36,63.86,43.31,37,Nord,carte,0
62,15.939591,0,14,8.22,6,23,-5.47,81.23,4,Ouest,virement,0
56,198.717267,8,5,7.6,4,35,23.4,47.06,84,Nord,prelevement,0
54,168.693608,17,1,9.51,9,37,37.2,85.32,64,Sud,prelevement,0
19,84.714953,18,15,4.07,9,36,42.88,37.18,98,Nord,prelevement,1
91,180.888319,6,13,9.81,3,42,37.91,11.25,6,Sud,carte,0
28,25.555867,8,3,5.71,5,26,47.05,85.02,59,Sud,virement,1
72,114.142737,12,19,2.74,10,12,2.72,69.88,94,Est,carte,0
NA,112.778289,15,0,6.79,6,33,-14.9,10.41,95,Sud,virement,0
22,111.373887,17,15,8.04,0,16,48.05,12.57,30,Ouest,prelevement,0
41,31.508112,16,18,7.29,9,26,-31.21,24.43,22,Est,prelevement,1
13,184.514642,17,15,2.79,2,5,31.76,2.57,66,Est,carte,1
55,22.330555,0,14,6.05,1,29,-1.39,42.35,71,Sud,carte,0
70,141.809156,11,17,3.38,2,31,65.93,86.71,52,Est,prelevement,1
67,38.51617,4,1,8.0,4,13,70.6,82.29,8,Est,prelevement,0
68,179.148446,15,20,2.7,7,9,-14.57,61.61,64,Est,virement,0
51,70.297192,15,4,9.72,8,0,55.06,86.66,31,Ouest,virement,0
52,37.577857,4,17,6.13,4,8,-31.57,7.87,79,Sud,carte,0
67,78.841671,16,3,4.65,7,8,21.23,61.02,11,Est,virement,0
NA,190.414581,11,9,8.0,8,6,12.57,19.34,42,Sud,carte,0
70,81.279896,13,20,6.14,6,9,28.56,42.71,26,Ouest,prelevement,0
2,84.861949,12,14,1.25,8,16,-32.13,82.98,74,Ouest,virement,1
67,85.03539,8,15,6.81,5,7,-18.35,7.43,42,Ouest,carte,0
36,138.314868,17,9,4.08,6,16,-27.07,40.68,66,Est,virement,0
55,36.962621,14,0,7.34,0,24,8.03,93.41,34,Nord,virement,0
9,161.845975,9,20,8.66,0,3,28.4,24.86,29,Nord,virement,0
95,130.924302,13,12,7.98,9,8,50.29,21.76,87,Est,prelevement,0
6,125.657484,13,1,2.58,10,9,50.07,79.44,2,Nord,virement,0
70,0,8,5,3.65,2,18,-16.45,85.67,74,Nord,virement,0
6,197.983946,9,19,8.62,8,13,12.42,76.25,8,Nord,virement,0
51,74.283701,17,20,8.82,4,29,54.44,65.45,97,Ouest,carte,0
96,192.92216,4,12,2.59,5,2,55.95,88.62,77,Nord,prelevement,0
17,140.334705,6,10,7.9,8,24,52.19,33.92,52,Ouest,virement,0
78,199.626564,11,22,3.25,9,39,11.59,74.37,20,Est,prelevement,0
66,151.81754,1,21,1.54,6,39,14.14,25.31,17,Sud,virement,1
44,60.159611,15,3,6.67,3,8,58.12,90.77,94,Sud,virement,0
59,7.243952,18,7,4.6,3,0,39.33,85.4,94,Sud,carte,0
16,164.13575,5,6,3.6,3,38,32.42,65.5,27,Ouest,virement,0
90,57.734943,12,6,7.52,2,20,-24.03,95.24,41,Ouest,carte,0
83,225.379395,18,2,2.28,9,9,-32.17,17.94,29,Nord,virement,1
18,124.637582,2,11,9.34,10,39,-33.22,73.5,72,Ouest,carte,0
59,237.611281,4,18,1.58,3,6,-34.05,28.25,35,Nord,carte,0
80,86.414378,13,20,7.35,8,14,59.67,58.74,15,Est,carte,0
64,184.038083,12,7,7.22,0,7,9.83,56.44,3,Ouest,virement,0
44,0,1,11,2.4,10,44,-6.24,44.54,81,Ouest,prelevement,0
43,27.403717,15,15,4.83,8,35,69.04,10.07,22,Nord,virement,0
73,243.99507,12,17,3.99,1,2,72.79,65.37,20,Est,virement,0
19,100.749874,8,0,5.22,6,,6.05,35.72,88,Est,virement,0
,91.679383,2,18,2.56,4,21,42.64,22.9,25,Sud,carte,0
86,63.100981,3,18,9.6,3,16,48.66,92.19,100,Nord,carte,0
34,12.274318,8,20,8.93,2,27,44.8,68.58,100,Nord,prelevement,0
77,112.540326,6,6,4.76,6,16,69.34,91.25,78,Sud,carte,0
27,33.401867,11,7,9.41,2,19,-3.47,81.95,39,Nord,,0
61,83.194377,17,13,5.38,7,25,69.61,31.11,91,Nord,virement,0
5,53.628861,7,0,7.33,4,32,15.59,53.44,1,Ouest,prelevement,0
51,85.720862,9,16,8.0,3,13,-29.39,61.45,99,Est,carte,0
73,167.733445,6,NA,3.95,6,26,46.41,55.46,58,Ouest,prelevement,0
88,56.118377,12,8,6.5,9,9,6.06,57.83,5,Est,carte,0
4,210.683633,0,8,4.09,1,6,29.23,15.4,8,Est,carte,0
6,164.141863,4,13,4.95,2,22,-32.67,64.0,53,Est,prelevement,0
96,69.36207,6,15,3.74,2,4,65.88,31.2,44,NA,virement,0
5,49.130367,13,5,1.31,3,29,-29.58,80.37,67,Sud,carte,0
85,36.026728,2,18,5.03,1,16,72.29,82.07,81,Nord,carte,0
35,53.765243,9,6,4.17,9,7,-31.2,35.14,76,Nord,virement,0
6,74.060078,15,9,8.12,9,2,-22.68,69.35,72,Sud,carte,0
54,127.87923,7,2,2.01,5,25,45.54,80.43,6,Sud,prelevement,1
73,111.699509,6,11,6.23,6,42,12.74,35.96,56,Sud,virement,0
93,68.913213,6,8,1.91,4,25,169.2,94.97,46,Nord,prelevement,0
94,67.130846,6,18,3.59,3,13,38.36,60.6,13,Est,carte,0
27,203.319175,12,11,7.68,5,30,13.83,40.15,80,Ouest,carte,0
49,119.698107,17,19,1.01,5,29,35.52,9.23,3,Sud,prelevement,0
29,59.89242,8,15,6.12,1,45,70.42,15.2,68,Ouest,virement,0
88,20.486282,10,18,6.69,1,0,-17.5,74.05,16,Nord,carte,0
41,109.508219,13,21,9.08,1,41,-0.26,62.09,99,Nord,virement,0
29,84.67412,10,11,1.48,0,16,326.47,39.4,74,Sud,prelevement,0
35,172.312598,6,16,2.14,10,33,-7.75,74.11,38,Ouest,virement,0
43,80.412764,1,10,7.48,0,18,1.32,26.95,94,Ouest,carte,0
57,159.27338,9,18,3.95,4,28,61.58,59.05,39,Sud,virement,0
71,63.880089,7,13,6.88,3,26,-4.68,34.68,20,Ouest,carte,0
90,160.986535,18,0,3.29,6,1,43.25,60.53,6,Sud,carte,0
81,105.528658,2,4,4.56,3,8,-23.21,93.4,72,Nord,prelevement,0
30,201.356099,1,0,9.4,10,38,64.5,9.47,79,Sud,virement,0
40,65.109827,13,3,8.68,3,35,1.29,43.95,47,Sud,carte,0
2,12.732935,5,1,2.62,8,4,12.3,15.07,26,Ouest,virement,0
20,284.751674,7,21,9.05,4,12,-6.31,41.6,52,Est,virement,0
29,3.816526,10,16,7.57,9,22,67.58,49.26,31,Nord,virement,0
34,185.715572,12,6,8.55,7,35,65.45,67.88,39,Ouest,virement,0
76,147.347147,18,14,8.55,8,4,-0.16,81.79,75,Sud,prelevement,0
65,94.568449,4,13,5.05,9,20,-25.84,10.7,56,Ouest,prelevement,0
86,211.528212,5,11,2.66,10,28,8.55,38.56,93,Nord,carte,0
65,256.160493,4,5,9.63,10,28,17.23,51.66,47,Ouest,virement,0
42,113.068844,9,0,1.62,,36,46.99,49.23,77,Nord,carte,0
31,157.711854,13,7,1.4,2,1,71.39,86.13,79,Est,carte,0
21,68.546271,5,16,8.23,2,26,-31.93,92.87,72,Est,carte,0
52,201.667539,12,12,9.77,2,13,49.2,59.8,83,Sud,prelevement,0
87,113.392972,2,13,5.1,2,32,8.16,46.94,40,Est,carte,0
23,211.490395,7,13,6.6,1,0,13.44,79.83,20,Est,virement,0
64,228.079347,13,5,1.6,4,3,12.51,67.14,13,Nord,prelevement,0
87,64.716805,12,1,4.4,5,11,17.27,87.36,97,Ouest,carte,0
54,8.245491,14,14,8.49,2,44,45.39,77.24,95,Est,prelevement,0
63,142.215799,18,21,5.83,0,27,42.96,12.73,31,Nord,prelevement,0
29,176.361599,5,13,3.47,0,30,48.55,43.87,64,Ouest,virement,1
89,190.275483,16,2,3.29,1,41,-34.4,8.09,33,Est,carte,0
66,147.38908,11,21,8.8,8,0,26.94,10.26,20,Nord,virement,0
2,191.07837,16,16,6.82,3,34,56.08,44.32,42,Nord,virement,0
79,32.407898,4,,9.95,8,37,53.68,82.36,30,Sud,prelevement,0
75,227.210184,16,10,9.05,5,23,40.87,50.99,82,Ouest,prelevement,0
89,165.499251,0,21,7.62,7,0,26.21,61.49,59,Sud,carte,0
43,94.06949,1,4,5.42,7,30,2.48,6.98,49,Ouest,prelevement,0
83,109.012248,3,11,6.84,6,3,13.12,5.4,14,Est,carte,0
22,41.022089,5,3,2.52,4,28,-22.17,65.91,78,Nord,virement,0
197.28,10.190118,13,3,4.88,3,32,35.59,1.06,41,Ouest,virement,0
22,83.396182,2,4,6.03,5,6,-25.85,4.06,73,Sud,carte,0
87,197.257455,15,8,,5,31,-10.33,13.6,62,Ouest,virement,0
44,80.863857,4,3,2.14,2,24,27.92,23.4,70,Nord,virement,0
45,38.918264,18,22,7.58,26.01,30,-5.58,84.58,47,Ouest,virement,0
40,192.825181,2,1,9.57,0,29,-31.45,32.81,54,Nord,prelevement,0
86,108.0785,15,22,7.02,0,32,-5.64,46.78,86,Ouest,carte,0
11,31.977148,0,1,7.88,10,26,25.57,88.43,89,Est,prelevement,1
83,66.608932,8,12,1.28,9,15,17.69,22.95,43,Est,virement,0
65,35.48428,4,20,6.92,6,34,69.52,11.68,66,Nord,prelevement,0
81,191.849692,11,11,1.57,1,1,-27.48,3.79,92,Ouest,prelevement,0
85,180.57501,1,2,3.19,5,11,38.17,14.99,96,Nord,prelevement,0
52,17.918748,0,11,2.63,6,3,68.69,28.21,12,Ouest,prelevement,0
60,164.345,1,8,7.43,0,27,27.19,33.76,62,Nord,virement,0
52,183.141479,13,20,3.54,41.68,4,5.16,30.41,19,Est,,1
76,139.669347,17,21,5.07,34.09,40,-16.69,65.69,69,Ouest,carte,0
59,57.231723,4,40.3,6.93,6,44,-0.54,5.18,31,Est,carte,0
38,62.365263,1,11,4.96,7,32,9.59,66.71,82,Nord,carte,0
96,86.648943,18,21,2.94,1,31,31.87,27.78,100,Sud,prelevement,1
77,194.458494,3,9,5.32,3,45,15.05,4.23,38,Nord,carte,0
26,0,14,22,3.83,1,33,0.68,84.98,67,Sud,carte,1
21,249.862604,18,13,8.93,3,4,73.54,1.39,57,Nord,carte,0
70,115.263742,17,11,4.08,7,38,5.35,37.72,29,Sud,carte,0
9,156.234386,15,16,5.13,8,24,66.14,22.45,91,Sud,virement,0
85,15.989487,7,5,2.76,8,5,28.16,11.67,66,Sud,virement,0
50,140.488879,3,5,9.03,5,8,55.69,84.37,8,Sud,prelevement,0
15,34.139881,8,15,6.92,3,17,-14.38,2.99,76,Sud,carte,0
NA,151.496247,4,5,9.96,3,8,-16.01,31.66,45,Ouest,carte,0
35,34.259511,0,10,3.12,"2,00",37,-32.84,88.24,82,Sud,virement,0
90,12.294374,6,7,7.77,0,21,50.28,94.01,86,Sud,carte,0
40,127.146684,7,11,6.93,6,0,0.89,22.15,10,Nord,virement,0
90,213.760385,8,9,1.72,7,17,34.41,82.55,38,Sud,carte,0
6,87.037848,5,15,3.89,5,5,-15.81,31.09,39,Sud,virement,0
6,125.894357,14,2,9.83,2,21,37.74,5.43,73,Ouest,carte,0
43,100.568277,4,22,4.7,7,19,-14.34,64.08,60,Ouest,prelevement,0
8,79.894765,13,9,8.01,9,10,42.99,3.93,13,Sud,carte,0
94,186.192006,10,22,2.32,6,28,1.19,80.28,81,Est,virement,0
88,46.724557,5,22,6.08,10,31,0.24,22.29,75,Est,virement,0
60,101.534043,6,12,8.21,10,5,0.72,60.95,42,Sud,carte,0
2,188.30304,4,9,5.51,6,33,12.9,37.07,79,Nord,prelevement,0
87,211.295692,8,12,5.3,2,20,-26.32,59.7,78,Nord,virement,0
5,189.618422,6,0,8.34,7,13,72.56,46.1,5,Est,prelevement,0
39,12.539254,8,7,7.91,2,17,67.59,8.86,74,Est,carte,0
54,207.121222,7,13,9.26,10,23,-10.64,18.25,52,Ouest,carte,0
86,106.849352,16,9,5.79,1,34,-9.44,87.73,53,Est,virement,0
2,36.38533,2,5,1.06,1,2,36.4,48.86,79,Nord,prelevement,0
20,22.081911,1,21,2.49,4,38,-14.02,66.37,98,Est,carte,0
37,90.688158,3,12,6.99,1,31,-14.37,27.2,28,Sud,carte,0
3,61.624525,5,4,1.26,2,45,66.22,82.57,88,Sud,prelevement,0
30,104.349438,17,21,6.8,4,33,44.34,48.59,12,Sud,carte,0
27,69.854615,5,7,3.21,6,8,-8.75,45.1,32,Nord,NA,0
69,121.007293,17,14,3.62,3,7,67.47,86.04,66,Nord,virement,0
22,164.451988,5,5,4.33,9,18,-16.64,47.71,83,Sud,prelevement,0
81,106.13711,11,11,5.07,0,27,74.09,51.02,76,Ouest,prelevement,0
89,120.814787,18,3,4.96,4,38,-17.45,42.01,94,Sud,virement,0
23,200.622729,4,0,7.99,1,36,9.05,38.86,50,Nord,prelevement,0
10,15.09626,17,18,7.03,5,25,41.34,75.82,81,Sud,carte,1
62,37.071464,12,15,9.27,7,38,4.95,15.68,49,Est,carte,0
83,225.392088,5,15,1.86,7,44,-28.89,41.68,46,Sud,carte,0
38,161.409418,14,6,9.64,4,45,41.82,95.93,60,Nord,virement,0
85,188.50127,11,3,1.26,0,29,46.48,69.78,56,Est,carte,0
55,32.207246,14,15,4.58,1,5,-32.97,88.86,,Sud,virement,1
31,154.50064,15,15,5.59,8,44,15.87,18.08,85,Sud,carte,0
86,107.020821,9,10,7.39,3,14,2.42,37.26,55,Ouest,carte,0
64,11.530059,10,5,8.69,5,10,2.1,62.2,71,Ouest,virement,0
46,23.256195,6,19,9.01,1,3,22.88,80.85,28,Ouest,prelèvement,0
89,104.256861,5,13,2.15,6,15,47.41,68.3,58,Sud,virement,0
47,101.744483,5,10,5.5,4,34,-4.17,86.37,25,Est,prelevement,0
49,54.598038,18,14,1.73,5,14,-13.16,10.85,36,Sud,prelevement,0
73,154.10769,3,10,6.59,7,16,17.37,NA,100,Nord,virement,0
46,65.555777,0,11,1.65,8,14,0.54,62.36,92,Sud,carte,0
56,17.760855,18,8,3.01,7,39,3.08,84.26,60,Est,carte,0
87,190.940489,5,16,8.45,1,18,23.09,62.66,1,Nord,prelevement,0
79,72.233932,1,10,7.8,0,43,10.3,21.65,64,Ouest,prelevement,0
49,176.708605,5,15,4.57,5,13,-11.3,54.37,35,Est,virement,0
15,22.079547,11,13,7.12,2,27,10.51,88.67,74,Sud,carte,0
74,217.102229,13,7,4.32,5,20,51.5,41.99,42,Est,virement,0
72,99.023945,,18,3.99,8,35,55.19,79.11,47,Nord,virement,0
14,135.143267,16,1,2.51,0,13,-0.51,6.38,19,Ouest,prelevement,0
29,215.716609,11,13,5.08,10,12,-14.22,36.12,56,Nord,carte,0
32,0,5,5,9.42,3,26,-6.33,95.25,100,Sud,carte,0
7,110.027875,17,16,6.77,1,17,58.8,70.02,37,Nord,prelevement,1
19,73.586826,3,17,7.73,1,37,-14.74,46.15,8,Est,prelevement,0
54,190.711434,15,18,6.74,6,35,-28.05,2.78,28,Sud,prelevement,0
7,132.300896,14,17,7.5,4,20,33.09,25.3,94,Ouest,virement,0
32,190.815433,4,4,9.39,5,39,11.05,42.33,3,Nord,carte,0
17,219.390962,14,13,4.38,6,19,61.82,88.39,95,Ouest,carte,1
25,181.242079,15,21,3.95,4,19,-0.77,45.77,17,Est,prelevement,0
51,145.297644,12,1,3.84,4,23,-34.85,85.68,14,Sud,prelevement,0
29,125.911618,18,3,8.54,10,12,-19.36,8.43,82,Ouest,carte,0
31,116.842735,13,14,5.26,5,2,43.44,92.39,47,Ouest,virement,0
68,84.605567,16,11,4.22,1,24,4.63,81.27,27,Est,virement,0
