distance_km,poids_kg,volume_m3,cout_transport,delai_preparation_h,nb_points_passage,score_qualite_route,meteo_risque,promesse_delai_h,jour_semaine,transporteur,priorite,retard
1993.98,26.48,3.39,273.27,63.13,7,20.32,97.11,224.07,7,T2,express,1
1699.23,75.4,0.69,222.47,60.54,14,94.92,86.37,233.27,5,T2,standard,0
1702.78,117.87,1.34,50.24,6.37,11,11.97,31.27,89.67,3,T3,express,1
2946.7,88.74,0.39,273.71,31.77,5,12.64,64.05,131.71,1,T1,standard,1
1747.64,30.47,1.62,32.84,70.67,18,81.74,8.75,180.59,4,T2,express,0
3101.35,5.07,3.23,62.18,42.02,12,37.05,99.87,175.13,4,T1,express,1
3193.99,6.24,2.27,119.45,40.19,13,2.49,17.49,100.5,3,T1,express,1
2615.78,29.48,0.67,253.54,47.52,7,69.24,4.57,212.76,7,T3,express,1
665.09,9.41,0.83,266.46,5.06,4,23.66,95.26,101.19,6,T1,standard,0
671.1,90.97,2.4,65.57,43.77,7,47.63,58.17,38.22,7,T2,standard,0
2303.8,25.8,0.05,203.36,26.16,5,97.52,77.74,206.82,7,T3,express,0
3009.94,50.37,0.7,195.65,40.9,4,6.85,72.93,187.13,2,T3,express,1
3125.77,10.74,1.6,233.68,18.3,11,50.6,26.1,145.26,1,T3,standard,1
3109.02,81.92,0.67,213.66,18.18,10,15.58,26.71,156.2,2,T1,express,1
2171.48,80.35,3.38,172.35,48.05,10,56.38,88.08,109.98,4,T3,standard,1
729.07,75.58,2.13,333.81,47.76,1,86.1,39.08,180.4,1,T2,standard,0
2699.67,71.09,1.18,351.49,40.66,4,42.91,51.89,77.66,2,T3,standard,1
1620.28,96.55,0.83,254.86,70.23,14,25.52,78.39,"132,63",3,T1,express,1
3134.74,70.11,2.84,253.45,21.78,17,15.77,40.56,17.64,3,T2,standard,1
293.66,100.36,1.3,256.36,57.03,12,51.04,61.53,212.32,3,T1,standard,0
1429.15,17.7,1.42,382.39,3.37,4,43.68,88.1,7.74,5,T1,express,0
2814.93,47.13,2.56,345.22,32.93,9,76.16,25.02,22.36,3,T3,express,1
1382.64,92.5,0.69,321.08,64.94,7,84.61,52.58,22.03,4,T3,standard,0
1508.06,42.77,0.3,228.96,11.98,2,96.91,7.54,37.02,7,T1,express,0
3071.93,109.42,NA,207.7,28.72,15,82.19,17.09,213.38,3,T2,standard,1
224.53,84.61,0.88,279.2,7.87,4,91.55,69.1,173.92,5,T2,express,0
2792.35,14.61,1.09,4.67,12.16,5,97.34,51.66,48.44,6,T2,express,1
2186.27,6.08,3.27,129.95,69.48,15,65.26,4.56,26.8,7,T2,standard,1
2733.2,106.98,2.92,186.39,37.95,2,97.55,57.29,149.21,4,T1,standard,1
1657.99,103.52,3.47,111.99,33.84,4,82.58,58.57,220.61,4,T2,express,1
502.45,87.66,0.92,416.1,60.99,10,48.26,3.14,136.59,5,T3,standard,0
958.6,12.14,3.2,311.28,54.04,17,94.52,83.62,116.56,5,T2,express,0
910.33,105.28,2.73,99.74,56.26,11,90.25,1.48,112.76,4,T3,express,1
2996.77,16.5,2.18,201.24,20.06,2,32.9,6.9,234.86,1,T2,standard,1
1886.63,82.35,2.59,21.37,5.16,9,64.87,3.53,53.44,4,T2,standard,1
2832.14,83.74,1.78,265.93,23.09,11,52.23,89.7,237.8,4,T1,express,1
612.87,104.81,3.34,365.09,71.83,18,78.89,34.42,235.14,1,T1,standard,1
2128.55,75.8,2.59,314.73,44.75,17,74.4,82.46,145.28,1,T2,standard,1
3008.34,14.52,0.14,259.09,42.79,1,86.2,76.89,121.88,4,T1,express,1
818.55,68.49,0.17,331.68,33.11,8,47.57,34.17,132.43,5,T1,express,0
987.71,66.79,1.49,280.95,2.44,5,64.52,54.06,54.13,7,T3,express,0
2079.64,19.31,1.19,278.82,41.19,2,12.92,5.17,NA,7,T1,express,0
2074.52,88.43,3.17,319.02,20.98,16,32.46,29.17,40.83,1,T3,express,1
332.08,76.05,3.5,180.56,37.79,14,36.16,63.09,21.56,4,T2,standard,0
11.96,48.26,3.24,36.92,41.79,13,60.09,46.42,214.47,5,T2,express,0
954.46,109.67,1.13,240.6,55.55,14,25.5,75.75,154.08,3,T1,express,0
330.28,36.23,0.65,121.05,20.91,5,44.47,70.04,160.0,1,T2,standard,0
1643.89,101.76,0.43,248.4,22.51,13,8.37,75.89,43.5,4,T2,standard,1
482.29,86.87,0.89,225.32,44.24,15,30.73,89.42,126.06,3,T3,standard,0
2788.97,44.05,2.45,176.37,29.91,14,69.97,261.61,112.62,1,T3,standard,1
354.92,96.51,3.43,116.67,59.67,5,26.09,9.05,216.64,4,T2,standard,0
1698.51,113.08,2.97,402.28,48.77,2,84.15,27.0,129.81,3,T3,standard,1
3156.32,118.85,3.02,201.08,6.81,13,31.27,57.71,34.89,4,T1,express,1
3165.11,119.53,3.19,358.25,7.24,17,9.58,7.32,188.77,2,T2,standard,1
3148.34,0.59,1.64,195.98,67.93,3,10.54,92.48,156.61,2,T3,express,1
1776.02,54.15,1.1,33.05,67.56,6,64.15,11.87,191.63,2,T2,express,0
355.19,19.4,1.29,393.13,22.23,5,81.68,30.88,182.38,3,T3,express,0
531.19,112.02,2.31,378.56,9.52,4,32.45,39.63,234.77,3,T3,standard,0
2377.52,93.74,2.69,331.11,60.13,13,48.15,45.64,162.07,6,T1,standard,1
1802.22,92.49,1.43,442.69,41.85,11,88.5,60.14,224.39,6,T2,express,1
2766.32,25.76,1.63,44.34,61.74,1,77.55,99.35,50.75,5,T3,express,1
319.88,94.72,1.29,235.68,18.78,18,68.99,90.38,84.87,4,T1,express,0
1498.62,31.35,1.64,392.12,44.25,13,9.49,75.05,211.12,1,T3,express,0
316.42,68.16,0.08,285.96,21.24,18,24.35,86.39,28.78,7,T2,standard,0
2787.39,87.93,0.31,206.31,12.22,6,76.25,59.44,150.44,1,T3,standard,1
2446.19,13.18,0.23,298.42,17.32,6,28.67,24.94,179.39,1,T1,standard,0
1992.93,109.18,1.28,416.97,25.97,14,41.55,34.91,123.35,1,T3,standard,1
767.64,67.0,3.17,356.72,57.23,7,35.63,0.07,126.28,2,T2,standard,0
340.35,108.52,0.92,369.65,66.52,16,59.92,70.55,115.55,6,T3,standard,0
1216.09,54.43,2.02,260.72,14.91,15,21.36,48.94,11.62,3,T2,standard,0
2127.93,57.06,1.42,295.84,64.62,14,6.54,20.18,168.58,3,T3,standard,1
325.51,37.54,0.39,263.09,9.58,2,50.52,89.22,27.93,3,T2,standard,0
1769.0,88.05,0.29,192.6,44.2,2,19.44,2.27,128.0,5,T3,standard,1
2108.1,12.0,3.44,180.62,27.75,5,26.66,54.07,6.01,3,T3,standard,1
605.63,40.83,1.29,272.33,4.89,9,1.05,58.83,231.92,2,T1,express,0
1074.75,48.89,0.52,120.15,41.08,9,51.69,68.6,44.15,1,T1,standard,0
1862.61,119.34,1.79,207.58,47.69,13,23.78,69.58,139.31,4,T2,express,1
2944.79,108.41,1.73,289.5,70.17,8,44.64,17.99,92.23,6,T3,standard,1
386.19,87.83,1.81,420.52,19.21,8,82.05,97.93,23.74,7,T1,standard,0
338.51,95.75,2.83,88.49,50.11,13,59.42,64.45,182.19,3,T3,express,0
1115.61,36.07,0.41,268.05,23.42,8,10.48,40.88,17.1,6,T3,express,0
409.58,108.54,3.07,420.78,32.73,4,58.02,43.35,81.6,5,T1,express,0
1851.83,44.88,1.87,406.51,4.01,3,40.0,32.88,235.23,3,T3,standard,1
2955.02,64.03,1.87,235.9,51.14,16,72.31,90.15,161.23,5,T2,express,1
2469.65,23.32,1.02,266.37,31.82,7,27.05,93.72,159.24,7,T2,standard,1
1501.39,40.94,1.13,19.27,44.41,16,80.55,68.02,169.63,1,T2,express,0
1252.03,63.27,2.2,381.69,16.77,8,92.36,84.84,103.79,2,T1,standard,0
29.6,113.11,0.66,292.05,29.33,7,48.4,96.2,46.51,5,T3,standard,0
1773.49,36.28,NA,416.86,18.94,10,20.37,46.76,26.37,5,T1,express,0
2434.71,14.48,0.29,142.96,13.2,9,7.34,4.04,93.36,6,T2,express,0
1348.51,95.83,1.59,250.76,36.37,12,5.02,6.34,116.11,2,T3,standard,1
169.6,19.08,2.97,264.38,31.03,5,94.71,NA,237.02,6,T3,express,0
2987.0,78.28,1.89,320.23,8.27,17,32.99,6.8,15.05,1,T1,standard,1
1166.17,115.1,3.44,113.96,56.22,5,99.57,33.07,224.45,2,T2,standard,1
2824.57,94.34,1.78,170.77,64.2,5,20.62,36.25,184.72,6,T3,standard,1
1232.65,101.72,0.08,266.66,20.41,8,99.83,31.88,74.84,7,T2,express,0
1765.99,35.09,0.13,418.88,30.77,16,26.08,2.98,24.77,7,T2,standard,0
2185.22,108.5,2.37,314.55,27.92,1,52.58,47.17,44.46,5,T2,standard,1
419.53,63.8,3.19,44.96,39.93,3,84.56,25.23,189.11,1,T1,express,0
961.28,99.15,2.04,229.93,22.13,5,89.84,67.81,238.37,6,T2,standard,1
14.55,59.68,1.31,27.6,15.39,4,93.82,90.38,193.67,6,T3,express,0
1402.74,43.95,0.86,291.6,69.12,7,9.82,12.93,150.23,1,T2,standard,0
3036.52,34.84,0.19,329.02,46.29,3,3.28,54.76,224.18,1,T1,express,1
2184.72,37.84,0.88,43.8,24.81,17,57.08,19.45,239.75,3,T3,standard,0
1723.18,43.61,0.22,118.57,56.49,12,59.6,34.01,68.5,6,T3,standard,0
784.34,42.16,0.35,43.26,37.5,15,18.18,29.33,213.34,6,T2,standard,0
487.89,101.12,1.38,250.26,20.1,6,3.75,65.24,82.83,7,T2,express,0
1559.96,3.19,3.35,164.35,57.6,13,51.2,91.35,98.72,4,T3,express,0
2294.68,11.62,1.21,235.35,29.74,6,91.49,69.24,26.63,1,T2,standard,0
913.03,107.45,1.34,108.56,51.22,4,24.67,10.62,188.04,2,T3,express,0
268.57,87.06,0.56,156.52,50.06,10,,0.25,219.68,2,T1,standard,0
,28.63,0.24,248.44,53.12,5,99.37,96.42,122.06,3,T3,standard,0
246.8,117.29,1.46,231.53,69.24,13,1.2,81.51,57.28,7,T1,express,0
2199.36,66.89,0.53,6.03,51.27,5,97.78,26.9,67.5,3,T1,standard,1
1045.17,26.09,0.35,333.7,43.72,15,11.17,82.3,92.99,1,T1,express,0
NA,15.84,1.93,351.59,14.07,10,16.84,13.12,183.62,3,T1,express,0
1390.5,101.81,0.45,258.56,NA,18,72.04,23.32,227.7,4,T2,standard,0
277.75,70.87,0.97,127.48,59.77,13,41.93,69.72,14.89,,T1,standard,0
1591.8,57.92,0.29,269.65,70.64,7,68.81,1.6,102.82,5,T3,standard,0
NA,30.03,0.77,128.04,48.53,13,89.85,8.27,71.83,3,T2,standard,0
2692.37,12.89,1.73,261.35,2.7,4,44.13,37.87,211.82,2,T2,express,1
1242.2,92.44,2.81,175.62,41.27,7,78.57,68.06,60.56,7,T1,express,1
3167.37,57.95,1.21,20.3,34.85,18,49.53,71.07,111.76,5,T2,express,1
1218.91,79.78,1.34,143.58,69.92,16,94.98,84.44,106.43,6,T2,express,0
45.13,54.14,1.53,394.09,67.54,2,65.67,86.4,184.63,2,T2,standard,0
2240.93,21.37,0.15,113.47,40.3,8,17.9,65.05,22.48,1,T2,standard,0
2474.21,33.19,1.32,10.69,56.87,10,69.54,21.44,175.88,6,T3,express,1
2890.86,113.48,0.68,104.74,13.44,16,23.68,59.52,103.99,6,T2,express,1
1193.85,56.31,1.68,38.72,11.81,5,37.25,50.83,190.44,7,T3,standard,0
2693.81,23.81,0.72,11.86,57.39,16,38.61,8.53,139.02,5,T2,standard,1
1919.75,19.95,3.08,89.07,13.48,2,3.23,57.35,103.14,6,T3,standard,1
1119.02,43.54,0.07,383.1,46.32,2,26.21,79.89,214.85,5,T2,standard,0
2535.46,52.97,2.98,49.0,44.79,18,61.06,84.47,219.4,2,T2,standard,1
2802.26,40.2,0.46,350.92,59.65,8,65.8,61.78,54.88,5,T2,express,1
256.68,76.82,2.24,246.05,44.99,10,"28,56",21.88,87.96,2,T3,standard,0
1751.12,91.0,1.68,114.45,60.05,11,11.39,37.85,90.74,5,T3,express,1
2755.09,114.38,1.83,203.17,22.22,13,75.56,45.25,53.1,1,T1,standard,1
1935.97,25.52,3.4,172.11,67.84,11,57.54,63.88,172.72,1,T3,express,1
47.31,50.32,0.16,17.4,21.31,10,96.85,65.36,172.98,3,T3,express,0
2432.36,12.82,0.89,393.0,50.5,5,26.07,13.25,14.02,5,T1,standard,0
2371.29,55.63,1.78,444.29,32.59,12,96.99,61.56,176.84,1,T3,express,1
569.46,83.72,0.86,362.44,2.69,15,40.08,41.05,32.86,7,T3,standard,0
2580.74,,3.12,98.97,43.7,3,10.65,8.29,70.8,3,T2,express,1
3124.63,80.38,2.97,115.06,69.79,12,2.69,18.56,179.67,4,T3,express,1
1728.38,71.71,0.76,134.66,56.28,15,76.54,5.48,226.01,6,T1,express,0
2718.89,35.65,1.92,322.44,17.74,4,53.65,74.5,120.89,4,T2,standard,1
179.12,15.32,1.07,311.35,5.92,5,47.95,70.72,85.56,6,T3,standard,0
946.31,34.12,2.07,88.55,40.37,5,98.73,94.04,57.86,2,T3,express,0
2618.96,79.95,1.63,228.35,24.85,15,89.15,21.39,102.28,7,T3,express,1
1010.99,42.16,3.01,413.38,40.24,3,17.88,24.85,228.8,2,T2,express,0
692.56,107.2,0.06,345.43,61.2,12,21.29,76.54,233.04,3,T2,standard,0
1416.74,3.4,0.37,134.59,41.26,15,28.16,10.72,17.31,1,T1,standard,0
2851.13,57.68,2.5,82.49,22.36,5,17.51,45.76,53.45,7,T3,express,1
2404.18,108.0,0.67,220.64,46.87,17,49.75,64.38,220.32,6,T1,standard,1
2449.87,96.16,3.35,378.47,12.03,18,81.86,8.07,42.71,5,T2,express,1
2164.28,87.94,1.93,183.06,NA,9,16.29,81.27,64.98,7,T2,express,1
3072.26,62.82,2.65,206.67,68.64,17,90.83,68.79,221.45,6,T2,express,1
2794.65,50.27,1.51,379.48,46.16,14,20.0,37.78,154.19,5,T3,express,1
1107.78,89.0,0.62,180.1,63.17,5,47.19,56.38,196.1,1,T1,express,0
1946.82,105.26,0.76,170.34,38.86,17,97.99,51.69,223.77,2,T1,express,1
2520.14,88.87,3.38,148.29,52.24,4,13.57,6.86,126.92,2,T1,express,1
2599.02,14.41,2.09,318.17,9.48,8,20.08,39.68,,4,T1,express,1
772.14,68.33,0.59,129.1,58.21,3,19.45,40.8,144.0,2,T3,standard,0
2593.76,19.37,0.98,83.53,46.0,14,32.67,72.3,186.94,3,T1,standard,1
2828.74,105.75,3.45,253.3,26.15,3,31.41,28.82,48.12,1,T2,express,1
2705.55,34.24,2.93,31.23,13.77,10,7.15,7.35,91.24,3,T1,standard,1
261.53,76.51,2.68,239.83,2.24,6,22.3,4.2,99.2,3,T3,express,0
1930.73,47.64,3.29,215.77,41.72,7,47.32,31.22,28.55,3,T3,express,1
982.26,69.4,3.04,263.72,45.53,15,35.71,17.28,19.15,5,T2,standard,0
463.55,6.25,2.44,343.25,34.25,5,97.28,29.95,18.09,2,T1,standard,0
2000.99,24.34,0.16,327.86,68.75,17,53.48,77.47,172.35,4,T3,express,0
790.67,20.12,3.44,133.94,43.81,7,35.25,31.4,29.95,1,T1,express,0
1085.83,115.8,3.2,28.98,17.88,16,41.67,58.35,79.51,7,T1,standard,1
1578.5,44.6,2.25,332.88,47.33,18,28.03,6.91,191.42,3,T2,standard,0
390.66,68.38,2.4,292.11,9.86,3,19.4,74.58,219.89,4,T3,express,0
279.03,17.42,0.24,255.01,12.91,12,98.08,2.02,182.5,5,T1,express,0
1905.76,44.3,3.26,411.18,42.74,8,90.38,97.25,56.17,7,T3,express,1
1566.0,91.66,1.58,141.34,12.67,10,26.86,42.35,227.27,5,T3,express,1
3026.19,24.75,2.42,4.78,42.86,15,52.11,10.08,65.02,6,T3,standard,1
1390.55,59.92,2.29,95.29,36.95,2,66.46,32.81,238.55,1,T2,express,0
1213.04,28.07,1.94,,14.34,8,51.2,45.19,133.62,5,T1,express,0
2211.79,81.04,1.06,195.2,0.9,11,30.9,31.69,47.98,5,T1,standard,1
805.15,23.73,1.53,347.82,25.12,16,76.14,10.74,73.51,3,T1,standard,0
2375.1,92.44,2.43,24.61,14.98,11,1.56,37.98,177.03,5,T3,express,1
1452.06,118.15,2.79,120.75,39.53,10,21.99,2.02,195.6,2,T2,express,1
2349.27,103.55,0.22,41.35,358.19,2,63.8,16.22,195.67,6,T1,standard,1
2415.91,,0.77,315.79,39.06,9,98.73,11.25,13.76,4,T2,standard,1
2070.56,46.26,3.1,394.43,4.92,7,95.77,47.66,49.69,5,T1,standard,1
2495.43,1.14,0.97,384.67,1.82,2,50.64,98.49,166.81,7,T1,standard,0
813.22,45.4,0.8,366.19,65.84,8,55.57,48.39,193.39,3,T2,standard,0
3089.52,27.96,0.73,448.67,58.69,17,7.03,46.42,146.62,2,T2,express,1
2936.8,85.06,0.44,"79,32",60.41,4,99.42,60.6,152.26,2,T1,express,1
1333.21,71.95,0.28,184.35,65.71,15,15.28,58.82,95.92,7,T2,standard,0
443.43,111.18,1.45,350.18,40.83,4,80.51,24.98,166.92,4,T1,standard,0
2867.2,26.77,1.12,158.71,69.26,2,56.7,49.72,158.36,1,T2,express,1
762.91,57.03,0.78,288.83,3.33,9,10.87,16.77,25.08,7,T3,express,0
121.46,30.88,2.45,170.04,63.39,4,69.5,29.32,162.5,4,T2,express,0
1325.74,11.79,1.57,200.07,42.38,6,46.1,18.64,147.05,7,T3,standard,0
1224.61,27.38,0.88,176.97,51.89,17,41.35,16.79,7.24,5,T1,standard,0
662.94,83.49,0.16,332.76,21.68,7,62.1,20.7,140.17,7,T3,express,0
103.8,45.06,1.58,325.13,20.72,1,49.32,11.61,237.22,1,T3,standard,0
1611.57,80.26,1.27,392.18,5.89,3,88.65,62.66,79.51,1,T1,standard,1
963.35,NA,2.18,333.14,27.31,17,81.12,27.61,149.49,4,T1,express,0
731.97,17.63,2.47,326.53,18.45,5,45.41,11.67,24.87,5,T1,standard,0
2062.93,45.55,0.8,225.46,36.75,14,28.96,6.28,214.38,2,T1,standard,0
1666.85,22.32,3.47,25.85,17.07,8,49.37,34.02,133.26,7,T3,express,1
2601.27,79.83,0.18,383.41,58.43,10,41.13,4.05,17.77,5,T1,standard,1
977.91,76.8,0.09,204.46,44.76,6,19.59,54.72,29.32,3,T2,express,0
2155.98,82.98,1.29,402.53,55.67,13,96.9,22.84,57.06,7,T1,express,1
2646.8,NA,2.34,377.32,69.99,1,21.67,30.61,196.92,5,T2,express,1
1451.83,73.82,0.14,409.32,30.09,8,44.21,77.5,39.88,4,T2,standard,0
414.98,89.78,0.06,1764.33,27.05,18,14.75,38.24,93.53,4,T1,standard,0
241.59,57.6,1.05,370.72,17.17,10,26.22,22.8,111.45,5,T2,standard,0
1456.83,19.98,1.68,146.64,37.25,5,33.36,81.99,186.23,2,T2,express,0
1257.5,52.69,0.62,225.27,40.8,12,1.28,3.45,128.44,7,T3,express,0
961.72,16.7,1.13,308.1,23.52,10,42.56,16.71,95.52,1,T1,standard,0
2048.34,85.23,2.92,442.45,49.16,12,92.14,46.71,53.98,7,T1,standard,1
1066.89,19.74,2.29,267.82,40.57,12,37.77,94.98,236.46,3,T1,express,0
2052.54,105.36,0.58,229.78,1.27,18,25.18,14.38,165.77,,T3,express,1
803.92,33.09,1.08,252.44,24.78,2,62.34,56.55,197.63,6,T1,express,0
2753.4,40.93,0.79,324.33,60.51,1,15.92,13.5,171.93,5,T3,express,1
2336.6,115.73,1.67,220.22,18.25,10,98.97,31.18,166.8,2,T2,express,1
2430.36,89.06,3.04,392.07,14.92,12,25.25,78.77,71.38,2,T3,standard,1
2814.4,12.21,1.54,70.39,26.27,16,3.56,19.54,,2,T3,standard,1
1565.85,82.13,2.27,62.57,39.11,2,60.39,38.39,74.96,5,T1,express,1
1129.65,43.32,2.86,119.34,26.81,14,74.35,5.74,107.07,5,T1,express,0
2290.51,77.04,1.25,331.37,24.03,17,329.09,25.82,228.13,1,T2,standard,1
2462.44,65.92,2.31,100.45,16.68,13,18.82,91.88,101.19,5,T1,express,1
2549.87,74.63,1.67,387.02,17.27,6,52.08,78.21,200.87,1,T2,standard,1
711.24,29.78,2.88,358.8,33.71,14,1.53,2.95,75.57,5,T3,express,0
1457.57,89.33,NA,35.86,42.43,4,19.94,59.33,25.46,3,T2,express,1
2031.0,29.49,2.58,391.83,43.22,7,37.57,18.85,163.94,6,T2,express,1
1336.7,16.51,2.11,298.45,60.23,9,37.15,56.25,23.67,7,T1,standard,0
754.99,13.84,1.29,40.19,32.97,12,62.86,18.11,209.88,5,T1,express,0
1393.94,17.55,2.75,416.06,42.05,4,71.47,69.41,147.14,3,T1,express,0
263.11,54.24,2.62,59.36,15.14,11,44.42,38.74,28.49,4,T3,express,0
724.24,53.89,0.49,411.67,4.62,17,43.46,96.78,223.15,5,T1,standard,0
2992.39,77.56,3.1,92.09,39.92,5,26.42,73.52,38.84,1,T3,express,1
2412.91,77.0,2.39,275.37,16.51,8,50.48,1.27,204.69,4,T2,express,1
856.2,15.73,1.92,312.92,3.48,7,0.28,61.44,112.76,3,T3,standard,0
1778.63,41.79,1.9,308.68,29.11,2,24.45,0.44,64.27,7,T1,standard,0
1740.77,31.56,2.98,10.79,50.86,8,38.85,34.14,7.81,7,T3,express,1
2811.99,25.83,1.66,122.98,48.38,17,25.41,66.48,31.88,5,T3,standard,1
2409.59,107.88,3.28,384.7,56.26,17,81.08,46.46,106.57,4,T2,standard,1
1433.83,97.24,1.17,418.52,23.38,7,12.99,1.99,29.32,7,T1,express,1
664.22,39.36,1.9,150.01,48.67,4,78.43,44.04,128.17,4,T2,express,0
3027.56,84.8,1.29,379.2,2.23,11,21.89,8.51,99.37,7,T3,standard,1
1808.95,111.52,0.37,,24.64,5,74.4,13.09,147.59,7,T3,express,1
1030.13,3.82,2.65,108.43,27.73,5,66.75,56.27,224.89,1,T1,standard,0
910.98,54.19,0.11,231.08,26.78,8,68.51,77.51,205.07,1,T2,standard,0
732.8,90.04,1.23,56.19,3.47,15,28.98,11.32,100.84,4,T2,standard,0
1362.68,33.61,0.41,43.13,50.95,16,29.48,20.59,218.59,1,T3,standard,0
1139.04,17.7,3.42,136.09,71.34,5,68.33,29.99,160.14,3,T3,express,0
1299.19,50.78,0.79,407.9,5.33,14,41.84,82.77,222.86,4,T1,standard,0
809.5,69.79,1.22,175.86,34.47,10,42.98,67.24,182.13,2,T1,express,0
1906.42,97.11,1.3,297.0,44.99,17,24.69,80.94,213.74,5,T3,standard,1
1918.16,372.74,1.02,184.59,4.83,12,95.84,45.02,149.45,3,T3,standard,1
2721.97,105.39,2.07,39.3,3.82,3,73.24,21.98,92.91,3,T1,express,1
338.56,43.89,0.46,143.26,48.12,10,38.23,30.95,154.77,2,T3,express,0
1168.04,10.51,0.74,231.38,29.61,12,53.63,44.18,83.21,5,T1,standard,0
405.67,2.5,1.19,247.72,36.56,4,15.22,52.75,103.98,4,T2,express,0
3197.94,67.9,3.0,149.76,68.96,6,16.01,43.95,139.2,4,T2,express,1
2726.34,96.75,1.96,50.78,26.65,,69.67,14.25,204.83,2,T1,express,1
1277.93,12.64,3.17,11.4,49.84,15,24.17,5.13,231.65,6,T1,standard,0
2432.05,3.91,1.21,96.11,,9,18.29,29.87,172.44,3,T2,standard,0
677.68,27.11,1.1,144.85,38.33,10,22.05,29.84,121.42,6,T3,express,0
121.55,20.41,0.04,178.49,51.14,3,33.67,51.14,88.97,5,T2,express,0
2626.21,90.32,1.88,335.21,2.81,14,0.21,17.79,77.65,6,T3,standard,1
3039.82,78.66,0.46,102.81,15.5,9,41.0,7.17,164.56,3,T2,standard,1
1663.79,117.05,0.85,412.32,23.26,10,54.52,75.34,135.22,4,T3,express,1
559.42,119.56,1.96,105.52,15.49,14,85.16,4.47,154.77,1,T1,standard,0
897.66,78.26,1.83,415.03,50.82,6,34.02,91.03,116.43,2,T1,express,0
557.47,1.09,1.04,107.19,65.8,18,96.04,74.28,6.25,3,T1,express,0
3123.13,112.62,2.2,346.6,44.31,8,90.02,92.54,50.48,7,T1,standard,1
750.25,93.66,0.46,300.81,39.86,10,91.94,36.98,134.94,2,T3,express,0
2506.18,79.51,2.72,276.72,17.01,12,58.1,13.3,96.69,3,T2,standard,1
1204.74,69.27,2.98,21.01,14.59,16,46.73,53.73,44.59,6,T3,standard,1
1794.53,56.48,2.38,113.34,1.81,5,31.49,84.81,215.26,7,T2,express,1
2982.44,1.06,0.47,150.33,45.56,18,49.46,42.86,224.53,2,T2,express,1
785.21,116.99,2.02,432.32,45.09,8,47.13,13.71,96.04,5,T2,express,1
956.9,31.07,3.41,143.96,53.29,7,68.12,32.1,78.26,3,T3,standard,0
2887.92,105.2,0.24,224.9,15.13,13,24.95,23.2,231.66,3,T3,standard,1
355.2,117.23,2.13,449.9,36.86,12,11.5,40.19,208.06,4,T3,standard,0
3155.61,62.26,1.04,41.6,36.72,5,98.12,3.07,48.42,4,T1,express,1
2234.84,11.23,3.06,440.06,59.2,11,6.19,31.95,191.77,7,T3,standard,1
2176.97,46.16,2.49,440.95,33.49,14,8.61,25.46,168.85,7,T1,standard,1
862.89,51.9,3.16,374.16,50.73,12,11.39,14.01,146.64,2,T1,standard,0
1279.49,63.25,0.91,215.02,45.77,14,77.67,54.27,109.34,2,T3,standard,0
629.82,67.98,0.2,90.62,6.27,17,51.73,7.31,117.69,2,T3,express,0
1214.73,9.95,1.51,186.43,3.4,12,59.54,97.75,157.35,1,T3,express,0
225.61,10.39,0.7,449.07,51.87,4,9.09,84.2,17.74,6,T3,standard,0
2163.78,114.43,0.76,357.66,70.56,9,67.78,22.16,218.36,1,T2,standard,1
