anciennete_mois,facture_moyenne,nb_reclamations_12m,nb_appels_support_3m,satisfaction,nb_options,freq_portail_mois,variation_facture_3m,delai_resolution_incident_h,score_fidelite,region,mode_paiement,churn
9,89.130417,7,22,1.74,8,12,-16.62,40.31,90,Ouest,virement,0
2,156.942573,10,12,2.45,10,33,36.03,17.47,31,Sud,carte,1
67,84.363649,16,9,1.17,1,45,52.92,25.21,34,Sud,prelevement,0
91,1.831471,17,19,9.13,9,41,10.71,45.83,86,Est,prelevement,0
44,43.688957,13,3,2.94,8,23,21.26,46.66,1,Est,prelevement,0
58,78.277015,13,12,6.35,10,42,25.47,21.86,21,Ouest,prelevement,0
3,32.578386,2,7,5.53,3,40,64.23,61.85,25,Sud,prelevement,0
28,70.192886,11,20,8.86,1,1,65.11,87.03,96,Nord,carte,0
50,79.576573,10,11,4.98,0,11,-22.98,69.49,72,Ouest,prelevement,0
62,66.678342,15,12,4.4,2,39,52.28,93.73,77,Est,virement,0
30,63.576094,3,14,6.23,4,11,-15.8,6.63,31,Ouest,prelevement,0
12,165.934894,1,14,4.44,9,33,-8.22,10.61,76,Sud,carte,0
17,223.073248,1,19,2.31,3,28,47.6,11.83,33,Ouest,carte,0
34,60.309623,12,6,3.98,4,11,-9.71,7.23,15,Est,virement,0
45,117.247975,0,8,7.99,10,7,-10.83,74.2,5,Sud,carte,0
40,230.705336,4,12,7.81,5,39,51.34,28.55,51,Est,prelèvement,0
70,71.611419,5,14,9.95,3,19,17.91,6.15,9,Sud,prelevement,0
130.98,3.845041,5,17,6.43,0,27,35.82,63.68,24,Sud,carte,0
26,270.971776,6,1,6.87,3,4,-18.93,54.69,29,Nord,prelevement,0
31,137.709363,,4,4.8,3,2,70.88,90.92,31,Nord,virement,0
79,163.617324,5,3,7.7,9,27,57.28,82.86,4,Ouest,prelevement,0
49,93.982634,3,5,6.16,2,45,66.25,67.75,13,Sud,carte,0
7,67.312084,7,3,6.21,1,10,57.56,74.31,29,Sud,virement,0
85,170.342176,10,11,9.9,4,25,-16.89,59.8,77,Nord,prelevement,0
26,107.658378,0,5,3.82,2,42,37.08,8.85,77,Est,virement,0
45,219.411423,17,19,2.98,6,34,13.76,86.33,63,Est,virement,0
87,166.193282,4,17,8.33,2,25,-7.94,50.68,53,Ouest,carte,0
54,121.966987,2,13,5.94,5,25,,73.18,94,Est,virement,0
27,228.153065,17,6,2.25,1,33,72.91,65.05,33,Nord,prelevement,1
52,27.114861,5,17,8.43,0,34,13.8,87.45,25,Est,prelevement,0
23,50.165808,11,16,5.89,1,36,-13.54,15.23,2,Est,virement,0
18,148.144401,2,13,7.48,6,37,-18.06,1.29,2,Nord,carte,0
90,49.825565,11,18,1.19,7,33,46.75,22.85,16,Nord,prelevement,1
88,94.135316,4,21,3.84,4,0,60.5,60.48,32,Est,carte,0
10,59.234717,3,18,5.92,5,6,11.74,95.07,74,Nord,carte,0
91,86.770736,18,11,3.13,0,28,32.63,30.02,5,Ouest,carte,1
55,171.520037,NA,6,5.78,6,42,-34.1,77.14,46,Est,virement,0
5,108.301409,14,21,7.44,8,20,44.6,71.52,56,Est,prelevement,1
59,80.141891,14,22,4.73,5,44,-9.08,66.2,0,Ouest,carte,0
9,18.316322,18,13,5.13,8,35,54.02,15.72,81,Sud,virement,0
59,177.643524,10,20,3.85,4,21,72.16,44.88,30,Sud,carte,0
80,123.21879,3,11,7.65,8,24,-9.1,2.36,22,Est,virement,0
77,63.405201,10,2,3.79,7,36,35.29,2.05,14,Nord,virement,0
69,152.511355,13,7,8.12,1,12,10.79,28.88,,Sud,virement,0
8,142.689631,1,4,5.3,4,18,58.17,54.93,11,Sud,prelevement,0
6,119.249969,5,4,4.84,8,35,-0.53,52.42,7,Sud,prelevement,0
31,61.419542,17,19,1.46,8,10,52.57,79.5,21,Sud,virement,1
22,190.418218,17,5,7.95,8,5,8.59,85.98,37,Est,prelevement,0
30,169.38561,1,2,2.76,7,20,19.83,75.2,76,Nord,carte,0
76,156.46973,10,21,2.74,10,37,73.28,59.51,39,Nord,carte,0
66,210.34641,11,14,4.98,10,42,19.84,85.86,34,Nord,prelevement,1
45,112.45596,14,4,8.11,10,31,29.14,23.8,22,Est,virement,0
35,180.774993,2,4,8.88,9,35,-11.74,NA,78,Ouest,virement,0
13,192.844654,0,4,5.46,1,24,21.12,81.7,98,Est,prelevement,0
2,8.968573,16,0,9.98,0,39,-34.46,81.83,53,Est,prelevement,0
47,225.95578,8,0,3.9,1,0,0.69,53.33,91,Sud,carte,0
79,127.990892,4,7,3.1,8,41,56.99,26.45,57,Nord,virement,0
58,113.285651,14,0,9.56,9,8,-2.74,56.51,40,Nord,prelevement,0
19,159.620543,7,0,5.07,6,36,12.65,35.78,8,Ouest,prelevement,0
80,20.460751,13,2,9.14,4,12,515.95,92.63,43,Ouest,prelevement,0
44,45.196751,6,15,3.04,1,3,-15.61,87.47,70,Nord,virement,0
8,142.592136,12,5,9.67,3,38,19.13,7.89,95,Est,prelevement,0
18,47.066532,17,5,8.84,9,14,46.72,61.03,93,Ouest,virement,0
42,88.952836,16,7,2.57,NA,5,69.45,74.07,35,Est,virement,0
27,139.022618,1,19,1.54,1,37,1.49,38.13,15,Est,prelevement,0
63,162.303884,2,2,6.25,2,18,33.38,11.82,5,Est,prelevement,0
90,216.918288,4,9,5.56,4,4,42.46,56.02,93,Nord,prelevement,0
20,109.951279,1,10,5.54,5,19,16.42,18.01,25,Sud,prelevement,0
59,208.103443,1,20,2.21,3,0,27.75,2.81,29,Est,carte,0
8,138.640722,16,17,6.12,4,9,-33.25,83.65,91,Nord,virement,0
89,85.470673,12,5,8.02,5,17,-34.41,61.4,93,Est,prelevement,0
87,181.475374,12,14,5.7,5,5,-18.56,59.63,89,Ouest,carte,0
43,92.363457,18,3,3.7,9,33,27.67,43.36,79,Ouest,prelevement,0
15,138.055712,7,7,4.25,2,28,-17.92,91.64,29,Ouest,carte,0
43,150.499675,9,5,8.69,10,37,,69.75,91,Ouest,virement,0
13,201.827247,13,21,1.49,0,33,-12.67,21.6,30,Ouest,prelevement,1
45.51,108.266943,7,0,7.22,7,37,-20.1,26.43,5,Sud,virement,0
14,200.204992,0,5,8.77,7,6,-10.3,82.74,78,Est,virement,0
47,151.848957,17,22,5.31,7,1,-26.62,68.16,49,Nord,virement,0
87,17.151676,10,16,8.19,10,34,25.08,76.56,57,NA,virement,0
91,87.360535,7,3,8.42,0,19,-7.84,20.19,38,Nord,virement,0
15,201.571338,7,14,2.16,8,14,38.71,86.39,27,Est,virement,1
27,194.273932,10,0,8.6,5,0,66.64,51.17,7,Est,carte,0
74,114.683688,2,13,3.31,7,2,11.32,16.67,68,Est,virement,0
85,205.569677,5,0,1.34,9,17,67.24,85.06,48,Ouest,prelevement,0
16,55.892682,1,3,1.35,8,4,-21.1,21.5,80,Sud,prelevement,0
67,202.320474,15,14,8.12,2,6,68.7,32.12,75,Nord,carte,0
22,138.747723,0,0,6.48,2,21,35.16,95.29,41,Ouest,prelevement,0
49,138.107005,2,8,8.42,8,20,-27.02,39.97,14,Sud,carte,0
65,141.383819,4,18,7.71,1,35,-10.84,75.29,18,Sud,prelevement,0
93,41.312111,9,11,7.83,5,37,74.62,86.89,17,Ouest,prelevement,0
58,39.141585,14,12,1.42,0,6,73.88,20.98,58,Nord,prelevement,0
29,103.943497,1,21,9.01,3,15,5.83,93.42,80,Ouest,carte,0
11,142.519664,10,7,1.65,9,13,69.2,50.76,63,Est,virement,1
71,106.485731,16,9,4.01,0,10,47.77,89.42,37,Nord,prelevement,0
44,145.711455,15,17,7.29,6,38,30.72,63.55,9,Sud,virement,0
7,47.541181,17,19,4.48,2,26,2.44,36.45,25,Est,virement,0
36,72.88835,0,,3.84,9,35,30.55,35.12,13,Ouest,carte,0
6,178.32457,17,4,4.34,4,9,64.61,65.25,27,Sud,virement,0
62,134.968602,3,21,8.85,4,24,58.89,37.62,9,Est,carte,0
15,70.641738,9,3,6.64,5,31,34.07,43.64,21,Est,virement,0
54,160.317436,3,11,1.12,10,42,51.96,16.8,92,Sud,carte,0
17,87.996953,13,4,2.22,10,4,-26.25,67.81,2,Nord,virement,0
37,55.614325,16,6,5.82,0,13,-22.16,93.44,56,Nord,prelevement,0
64,165.21862,7,19,3.57,7,10,-13.29,36.67,1,Sud,prelevement,0
8,36.141059,9,11,2.03,7,38,16.79,12.88,65,Nord,virement,1
77,206.451211,11,22,2.05,9,32,45.62,90.45,7,Sud,carte,0
88,34.587295,4,5,6.46,3,20,,25.26,51,Nord,prelèvement,0
21,162.568308,16,1,9.54,1,16,45.59,63.66,42,Est,carte,0
11,109.489647,0,0,9.48,6,5,-25.2,40.24,43,Sud,prelevement,0
40,120.203237,9,1,7.71,0,43,31.17,29.34,22,Sud,virement,0
89,31.867464,1,7,6.83,3,27,0.79,52.15,50,Nord,prelevement,0
74,32.41494,15,3,8.95,4,40,37.98,65.71,93,Est,carte,0
27,203.072887,18,3,4.77,7,39,-3.9,48.67,85,Sud,prelevement,0
3,200.168246,11,21,4.71,0,40,-21.65,68.19,8,Ouest,carte,1
82,189.168561,7,19,9.04,0,25,2.02,35.33,50,Est,prelevement,0
47,59.661877,15,1,6.57,0,6,47.31,57.29,93,Est,virement,0
18,186.950894,10,12,2.94,7,38,46.41,62.63,55,Nord,carte,0
90,50.432382,18,10,2.35,0,2,-30.72,43.47,81,Ouest,prelevement,0
76,25.101315,5,7,7.28,10,17,-34.66,17.15,52,Nord,virement,0
29,192.117391,2,8,4.6,2,10,34.32,31.61,59,Nord,prelevement,0
64,50.170281,9,6,2.02,0,14,-10.63,7.8,27,Ouest,virement,0
60,88.521905,7,13,9.46,4,36,73.34,84.74,82,Nord,carte,0
67,50.692914,1,3,5.2,5,35,25.52,74.68,63,Est,prelevement,0
73,163.089581,6,7,4.34,7,36,41.0,26.62,5,Nord,virement,0
93,244.893112,8,15,7.94,6,24,-16.58,9.11,89,Nord,prelevement,0
92,147.177132,12,8,6.21,2,44,34.75,57.33,99,Ouest,virement,0
91,172.320081,15,18,6.75,2,36,29.22,67.64,9,Nord,virement,0
81,84.229412,0,13,3.38,8,3,70.73,65.93,15,Ouest,carte,0
31,149.817998,8,4,6.29,0,33,23.18,17.88,26,Sud,carte,0
17,97.367094,13,10,9.74,5,7,4.17,1.83,94,Ouest,virement,0
55,0,14,20,4.02,0,15,-32.68,9.63,28,Est,prelevement,0
84,94.11317,7,12,2.67,1,2,66.16,94.41,56,Ouest,prelevement,0
83,125.239925,13,21,5.14,7,15,-30.73,94.43,54,Sud,prelevement,0
91,0,11,7,2.7,8,39,29.16,27.88,93,Nord,prelevement,0
55,33.853384,4,11,2.58,4,9,-3.76,63.19,85,Sud,virement,0
89,89.322967,16,16,,2,44,-22.52,36.15,30,Est,virement,0
13,123.37906,9,18,4.96,10,43,-14.63,38.99,36,Ouest,prelevement,0
65,55.182225,2,3,7.43,0,42,58.23,63.75,21,Ouest,carte,0
,128.232278,17,8,8.95,2,4,-14.42,76.13,25,Est,prelevement,0
87,66.535684,2,21,8.36,5,5,24.84,16.87,60,Ouest,carte,0
65,83.614776,12,11,6.28,4,23,-26.57,70.32,3,Sud,prelevement,0
36,74.464847,5,4,5.1,6,17,-9.13,43.12,15,Nord,,0
77,103.39159,18,12,5.18,1,27,62.72,75.71,36,Nord,carte,0
30,56.400031,5,12,5.18,8,23,41.55,60.14,57,Sud,prelevement,1
63,136.823039,16,17,6.41,4,20,22.48,89.76,85,Nord,virement,0
21,44.984118,7,10,8.34,7,41,26.51,72.86,47,Est,prelevement,0
34,46.194154,10,17,8.0,10,1,11.33,80.12,36,Est,prelevement,0
48,57.651552,18,11,8.67,8,9,21.15,71.1,48,Sud,carte,0
40,181.985985,13,8,5.56,1,45,14.71,93.75,91,Ouest,virement,0
18,17.974215,1,2,6.93,10,28,60.45,46.21,48,Est,prelevement,0
69,131.030771,2,22,6.65,7,5,62.36,72.24,79,Sud,virement,0
6,230.937544,14,7,4.54,0,30,-32.81,52.67,68,Ouest,prelevement,0
47,235.266577,18,9,8.11,3,30,6.39,18.11,61,Sud,prelevement,0
40,224.141789,8,18,8.34,0,11,19.06,79.49,41,Est,carte,0
42,41.262961,1,16,7.56,1,8,18.29,30.41,81,Est,virement,0
73,132.985855,13,9,6.86,2,14,40.82,29.51,34,Est,prelevement,0
38,118.853205,17,9,4.58,3,28,29.43,88.5,9,Ouest,prelevement,0
10,133.92904,15,5,2.06,8,40,8.28,81.4,11,Ouest,prelevement,1
33,193.498937,13,20,5.15,6,37,18.79,25.04,3,Ouest,virement,0
43,175.754394,8,13,6.15,1,40,-7.64,17.7,46,Sud,virement,0
16,165.607831,9,14,6.77,4,12,-2.75,66.97,85,Sud,virement,1
48,139.808674,14,2,3.15,0,13,43.95,4.61,26,Est,prelevement,0
62,158.930824,13,2,8.88,2,28,0.67,8.09,60,Sud,carte,0
58,174.796532,35.58,18,2.36,5,36,20.75,74.84,31,Ouest,virement,1
93,71.17465,7,10,9.9,4,14,57.3,18.93,84,Sud,virement,0
9,128.293847,5,13,7.26,3,17,-9.55,81.6,39,Nord,carte,0
12,173.264673,8,21,4.86,10,6,41.56,59.69,25,Ouest,prelevement,0
58,178.349012,"2,00",14,3.76,3,29,-34.32,81.97,94,Ouest,carte,0
75,83.842109,18,6,4.72,7,39,-25.4,59.65,74,Est,carte,0
40,237.500985,1,15,2.36,NA,29,29.09,58.37,46,Sud,prelèvement,0
5,167.821358,17,11,8.0,8,36,24.94,46.01,18,Est,carte,0
34,201.908119,0,12,4.13,4,23,54.87,44.05,26,Est,carte,1
27,49.453626,3,7,1.84,5,42,-14.54,15.72,38,Ouest,carte,0
60,146.872041,5,3,8.77,1,12,45.58,26.29,91,Est,carte,0
63,143.897926,18,16,8.16,1,2,-7.89,53.44,35,Ouest,carte,0
77,51.087121,1,5,4.46,0,14,68.59,43.39,76,Ouest,virement,0
38,261.432683,14,9,1.48,8,8,43.4,93.02,4,Sud,prelevement,0
93,121.70545,4,13,9.46,7,20,72.79,30.43,99,Est,carte,0
21,150.618467,14,0,8.62,10,42,45.69,44.62,55,Ouest,virement,0
33,147.967554,14,17,8.44,1,43,59.06,86.94,65,Nord,carte,0
83,185.64598,3,1,7.4,3,43,72.46,54.9,54,Est,virement,0
43,156.595966,3,16,4.16,2,21,-11.83,73.21,30,Est,prelevement,0
89,38.672036,5,19,9.16,0,29,-31.39,15.14,70,Ouest,prelevement,0
55,223.354621,3,6,6.27,3,0,-23.82,77.6,52,Nord,prelevement,0
39,48.234112,7,13,7.1,2,12,-9.48,76.15,13,Ouest,prelevement,0
31,70.344105,10,13,2.26,1,45,44.27,12.17,20,Nord,prelèvement,0
74,80.243244,17,12,9.66,0,28,74.74,8.03,33,Ouest,virement,0
74,159.461851,2,9,2.38,3,3,7.64,91.89,71,Ouest,carte,0
70,123.955122,5,18,7.3,10,28,10.65,22.1,40,Est,virement,0
15,39.263331,13,8,6.66,0,15,4.03,72.88,5,Sud,carte,0
,93.153965,13,13,6.5,5,3,20.02,46.77,63,Nord,prelèvement,0
10,72.00285,2,9,2.78,9,44,33.03,89.97,45,Sud,prelevement,0
4,81.724031,13,14,7.18,9,35,-29.13,47.36,73,Nord,carte,0
22,117.056765,2,10,7.18,1,11,-2.8,70.43,15,Est,virement,0
23,126.374399,9,22,6.88,0,29,1.22,24.18,93,Est,carte,0
48,107.173127,12,4,4.11,2,10,27.9,80.99,69,Nord,carte,0
53,33.385046,7,13,1.67,6,30,66.82,17.15,201.75,Ouest,carte,1
56,91.162192,2,22,8.05,1,17,-30.39,88.1,78,Ouest,carte,0
95,163.194754,1,6,2.64,1,36,42.5,14.03,62,Nord,carte,0
3,185.502152,7,11,8.64,4,2,13.47,68.3,85,Sud,virement,0
16,37.105547,11,7,3.18,0,40,33.39,48.93,14,Sud,prelevement,0
75,46.032021,6,4,6.98,8,9,-4.85,83.13,81,Nord,carte,0
68,56.271891,9,,"5,30",7,5,63.07,44.79,14,Ouest,prelevement,0
36,197.536684,1,1,6.8,4,39,-18.03,68.05,37,Nord,prelevement,0
48,217.93815,2,9,4.14,6,9,41.05,84.6,39,Est,virement,0
27,69.436031,16,8,1.41,5,11,-16.67,10.53,2,Ouest,prelevement,0
73,31.611132,13,16,5.32,2,14,59.9,76.16,14,Ouest,virement,0
69,69.335043,7,13,1.23,8,22,41.48,20.21,0,Nord,carte,0
79,22.760005,9,20,3.01,6,44,43.97,25.45,24,Ouest,virement,0
82,170.442432,18,8,5.4,2,16,30.66,41.89,43,Sud,carte,0
58,115.576943,11,13,9.28,4,25,-9.91,45.91,54,Nord,carte,0
75,158.398348,17,6,2.82,10,27,14.59,36.9,98,Nord,prelevement,0
90,129.182738,7,0,3.44,2,43,12.38,76.63,21,Est,prelevement,0
95,100.590644,4,11,8.19,2,13,-33.69,60.38,67,Nord,prelevement,0
87,193.837669,13,8,3.35,3,32,70.02,62.4,82,Ouest,carte,0
90,163.242801,5,14,5.49,1,25,47.75,5.16,52,Ouest,prelevement,0
84,33.068488,11,22,5.3,7,41,-30.88,45.98,40,Sud,prelevement,0
59,137.484994,0,2,3.39,1,13,35.29,17.35,,Nord,virement,0
92,0,17,18,2.33,9,17,-4.0,56.44,57,Est,virement,1
89,64.189049,17,14,9.86,1,26,63.17,70.23,47,,carte,0
21,187.322886,6,4,4.18,1,42,34.42,66.53,44,Est,prelevement,0
77,48.574499,15,6,4.97,5,28,12.08,10.02,33,Nord,carte,1
49,43.711083,0,0,2.58,2,4,8.35,41.65,92,Est,prelevement,0
76,27.684065,16,3,7.73,3,0,29.68,69.97,10,Est,carte,0
89,177.098539,5,21,2.88,10,41,-14.7,30.25,0,Est,virement,0
35,191.643049,8,5,9.69,9,28,38.89,71.7,47,Nord,virement,0
5,2.129837,10,12,4.69,4,0,19.19,49.04,75,Nord,prelèvement,0
29,17.324703,15,7,5.06,4,28,10.48,49.01,85,Nord,virement,0
44,153.906933,5,0,4.24,7,37,26.26,68.01,9,Nord,virement,0
66,79.545987,2,1,3.07,1,,25.58,91.52,20,Sud,virement,0
29,141.377613,1,12,9.1,8,26,-23.76,24.26,8,Sud,carte,0
4,104.860544,12,11,1.16,7,28,-11.13,64.51,13,Nord,prelevement,0
18,104.374795,9,22,7.97,6,3,13.45,27.45,54,Sud,carte,0
26,75.09802,14,11,4.6,7,30,-32.86,50.78,49,Ouest,virement,0
67,135.729691,18,6,8.1,9,12,42.65,51.9,87,Nord,prelevement,0
96,212.316121,18,17,2.01,3,13,-15.4,41.7,72,Est,prelevement,1
82,129.361513,10,19,1.11,3,37,-15.12,60.84,10,Est,carte,0
6,51.796153,6,7,8.28,6,21,27.64,90.76,48,Sud,carte,0
82,154.96562,0,7,7.46,6,37,26.51,68.96,43,Ouest,prelevement,0
69,125.455833,12,5,6.16,9,9,48.55,68.3,97,Nord,carte,0
61,231.582643,18,5,6.44,3,15,71.49,67.89,83,Ouest,prelevement,0
17,57.258305,7,9,6.01,7,13,8.75,"44,20",95,Nord,prelevement,0
76,193.816831,7,8,6.29,3,45,18.18,63.72,37,Ouest,prelevement,0
16,136.790711,10,11,3.05,5,19,52.02,31.08,57,Sud,virement,1
30,153.002847,3,17,4.32,4,30,70.48,11.99,7,Ouest,carte,0
58,38.225001,10,8,8.65,1,5,68.45,42.14,45,Est,virement,0
68,147.34794,0,20,5.41,7,23,-13.31,92.24,88,Est,virement,0
20,190.499174,13,1,3.9,6,19,"17,87",73.79,77,Nord,prelevement,0
52,148.455518,3,18,8.02,7,2,-31.91,71.17,32,Ouest,carte,0
85,82.656885,15,11,7.2,9,16,-22.4,23.42,56,Sud,prelevement,0
56,148.013669,3,0,1.86,6,45,53.66,23.96,98,Nord,prelevement,0
12,55.55101,7,9,3.33,0,14,14.47,89.95,5,Ouest,prelevement,0
56,136.730957,6,15,8.9,2,18,19.95,36.01,38,Est,prelevement,0
49,84.572564,8,3,1.47,7,28,13.34,70.44,82,Est,carte,0
56,128.489241,12,4,1.04,9,21,26.46,368.38,100,Nord,carte,1
33,131.445977,18,4,3.77,3,6,-27.95,90.02,6,Nord,prelevement,0
8,163.423733,17,20,1.52,4,24,21.8,55.32,42,Sud,virement,1
69,67.657742,2,14,2.37,1,13,-8.21,1.22,55,Est,virement,0
66,68.806284,4,12,5.44,0,4,59.68,20.1,68,Est,prelevement,0
92,4.420184,2,3,9.31,6,5,14.72,25.94,18,Ouest,carte,0
87,195.973265,4,13,7.64,7,7,47.87,74.16,98,Est,prelevement,0
11,64.145102,3,3,4.05,4,40,53.21,66.99,91,Nord,carte,0
8,6.588221,2,21,3.93,5,3,62.28,50.04,71,Est,carte,0
29,177.580772,11,17,3.71,3,11,-14.36,89.64,87,Nord,carte,0
78,147.362883,17,9,8.82,5,7,50.04,11.26,90,Nord,virement,0
11,41.929487,6,11,6.96,6,21,62.17,25.01,56,Est,prelevement,1
54,180.483255,11,10,3.96,3,28,35.76,46.47,65,Est,prelevement,0
79,147.365444,1,9,5.51,6,33,45.62,79.79,11,Sud,virement,0
15,106.013751,18,2,3.56,7,44,-12.07,56.17,,Sud,carte,1
18,190.179655,18,3,1.11,8,34,25.29,30.72,57,Est,virement,0
8,127.422419,7,6,,6,13,34.59,17.12,64,Nord,carte,0
2,178.579799,1,12,3.92,3,14,-7.65,44.75,95,Ouest,carte,1
14,182.699782,3,18,1.61,7,38,-30.24,85.89,73,Nord,carte,0
14,120.630277,10,18,2.1,9,39,-19.23,46.96,6,Nord,prelevement,0
32,126.480812,5,3,7.33,6,38,21.2,80.22,98,Est,prelevement,0
79,154.890278,10,18,6.97,0,4,21.94,32.16,99,Est,prelevement,0
59,46.25904,6,20,9.09,7,41,-14.55,68.86,22,Est,prelevement,0
123.41,39.319651,12,3,1.18,0,25,25.97,47.57,64,Nord,virement,1
81,108.106256,9,15,8.04,0,13,1.71,18.63,36,Nord,prelèvement,0
80,325.385016,14,11,1.05,9,37,70.53,27.66,68,Ouest,carte,1
83,122.621395,0,21,2.62,7,38,18.57,16.55,70,Est,prelevement,0
70,219.442459,14,7,3.86,5,27,-3.13,93.51,74,Sud,carte,0
36,42.592913,8,8,5.41,1,5,32.9,35.77,46,Sud,prelevement,0
76,154.229066,8,1,5.56,2,10,-2.16,95.73,67,Nord,prelevement,0
7,109.912741,11,10,5.75,0,12,-1.19,23.99,63,Ouest,virement,0
82,197.055923,13,2,8.12,0,5,-14.2,52.84,24,Ouest,carte,0
81,208.144808,9,12,2.5,2,11,26.15,30.07,60,Nord,virement,1
86,40.531367,12,0,1.95,6,30,"-10,83",6.79,77,Sud,carte,1
19,8.165228,1,7,3.2,5,8,-8.74,53.17,59,Sud,carte,0
16,27.33275,3,6,5.06,2,25,3.49,45.61,88,Est,carte,0
46,0,1,19,1.98,5,17,-14.14,26.82,96,Ouest,virement,0
89,186.184409,3,18,6.53,2,19,-24.1,27.12,25,Ouest,carte,0
32,203.755444,5,11,6.18,4,43,20.85,51.93,44,Sud,prelevement,0
83,119.807258,12,15,8.95,9,4,49.57,72.78,81,Est,prelevement,0
29,135.817662,9,5,6.62,9,32,63.18,29.81,74,Ouest,prelevement,0
