age,revenu_annuel,anciennete_emploi_mois,montant_credit,duree_credit_mois,taux_endettement,nb_credits_actifs,historique_impayes_24m,score_bureau,ratio_utilisation_cartes,nb_enfants,logement,defaut
51,24386.54,110,40822.84,28,0.13,2,12,673,0.7,5,locataire,0
47,30805.46,50,2915.83,24,0.34,4,7,814,0.84,0,proprietaire,0
64,48374.05,44,41214.88,17,0.19,6,1,581,0.51,4,proprietaire,1
25,85661.82,954.85,2909.03,57,0.12,4,10,443,0.74,3,locataire,1
28,93014.17,27,30026.82,75,0.59,4,10,805,0.9,1,famille,0
52,64819.82,6,41127.08,22,0.46,3,7,584,0.28,1,famille,1
59,12037.81,8,10290.2,76,0.18,2,1,787,0.18,3,famille,0
67,93912.28,26,43319.04,81,0.46,6,11,762,0.04,1,proprietaire,1
32,51745.96,160,22374.91,39,0.57,4,8,658,0.56,0,locataire,0
28,27694.32,26,25630.42,81,0.5,3,1,798,0.36,5,famille,0
67,66640.78,133,33895.85,20,0.1,6,9,558,0.31,2,locataire,1
66,90823.64,66,9708.32,24,0.28,7,2,476,0.26,0,famille,1
46,62712.95,148,28775.52,74,0.5,4,12,784,0.58,6,proprietaire,1
46,69051.35,36,19610.02,55,0.17,3,6,734,0.5,2,proprietaire,0
27,29326.36,118,18821.74,39,0.42,2,2,693,0.63,0,famille,0
60,79932.75,233,44594.3,34,0.1,3,,534,0.2,3,proprietaire,1
49,53518.14,22,35878.74,68,0.64,7,3,814,0.7,2,famille,0
55,14172.68,145,12211.78,68,0.33,3,3,606,0.23,1,famille,0
67,54126.03,28,18907.08,64,0.56,6,5,722,0.38,6,famille,1
22,77145.15,148,21459.51,77,0.28,6,8,484,0.66,2,famille,0
63,76367.15,192,20005.79,46,0.61,1,5,793,0.33,3,proprietaire,1
68,52685.68,71,32279.23,18,0.1,7,3,782,0.8,2,proprietaire,1
49,85579.44,1088.57,22236.0,54,0.26,7,10,746,0.68,2,famille,1
49,78830.23,86,28489.28,16,0.15,3,2,496,0.53,3,proprietaire,1
52,44468.5,185,23488.14,35,0.47,2,12,422,0.12,1,famille,1
39,82404.21,71,27499.39,55,0.18,0,0,694,0.31,2,famille,0
57,91522.56,196,2024.55,39,0.12,3,7,739,0.46,1,locataire,1
52,13298.51,65,31593.9,73,0.52,6,7,474,0.27,1,famille,0
66,93943.09,197,43504.88,38,0.7,1,7,790,0.23,6,famille,1
56,28646.71,158,12011.21,75,0.69,6,2,700,0.29,0,proprietaire,1
22,21486.25,78,1187.51,38,0.32,5,10,733,0.38,6,famille,0
45,16192.7,2,40921.91,17,0.55,1,1,552,0.62,5,proprietaire,0
39,59936.51,71,3302.05,61,0.48,1,11,414,0.1,2,famille,0
28,91416.15,73,26909.93,61,0.64,4,7,497,0.63,3,locataire,0
47,37268.06,225,11037.88,51,0.29,1,4,791,0.12,4,locataire,1
25,48820.75,46,14077.67,20,0.31,4,12,457,0.64,5,famille,0
59,60328.63,159,34238.02,60,0.56,2,0,650,0.43,5,famille,1
45,54418.85,116,23435.32,78,0.4,6,6,792,0.75,6,famille,0
29,28394.98,42,2734.66,72,0.27,3,6,737,0.45,2,famille,0
60,13279.8,155,22583.31,"34,00",0.67,3,11,409,0.62,6,famille,1
27,55828.38,,11495.54,53,0.23,7,8,523,0.82,5,proprietaire,0
63,66225.2,133,12167.05,75,0.19,6,4,477,0.1,0,proprietaire,1
58,14715.79,22,30425.68,30,0.63,0,7,738,0.25,4,famille,0
56,32826.51,15,27393.53,32,0.62,3,2,552,0.22,6,famille,0
30,80144.36,169,44294.89,50,"0,07",1,5,578,0.34,4,locataire,0
28,91367.35,221,13445.32,49,0.3,5,9,500,0.43,0,proprietaire,1
26,63026.31,180,21326.55,66,0.16,7,0,630,0.03,2,proprietaire,0
27,56774.41,153,15581.96,42,0.64,3,9,608,0.42,6,proprietaire,0
36,59041.75,141,36441.25,69,0.36,7,2,554,0.74,1,proprietaire,0
23,16510.19,209,34083.16,42,0.59,0,5,730,0.57,3,locataire,0
55,92887.2,176,12649.54,29,0.5,7,12,424,0.42,5,famille,1
40,17180.23,184,,39,0.44,1,2,460,0.6,0,famille,0
28,61933.98,168,26648.53,27,0.22,5,11,673,0.65,0,locataire,0
60,17558.88,225,12424.24,64,0.66,0,1,573,0.96,2,locataire,1
35,46992.8,192,16250.1,60,0.17,7,6,574,0.9,3,proprietaire,0
29,60260.36,77,18208.05,34,0.61,7,11,681,0.27,0,proprietaire,0
25,71231.76,185,1057.71,55,0.62,4,0,553,0.56,5,famille,0
62,44358.97,67,2887.66,58,0.64,2,5,473,0.62,4,famille,1
53,71842.65,122,6755.79,82,0.28,1,10,422,0.84,5,proprietaire,1
35,17554.16,141,19747.31,18,0.43,0,8,585,0.07,,locataire,0
28,64989.23,221,35531.68,79,0.57,3,2,441,0.72,1,proprietaire,0
58,35392.74,222,17875.61,79,0.37,0,4,513,0.22,6,locataire,1
34,93666.84,52,3394.45,10,0.61,7,0,660,0.36,5,famille,0
52,27523.67,6,337835.01,32,0.26,5,10,432,0.5,4,locataire,0
22,85290.13,30,11602.3,24,0.27,7,5,481,0.64,2,locataire,0
41,32194.21,57,24076.84,19,0.36,4,0,717,0.52,4,locataire,0
53,68977.49,108,35444.71,18,0.42,6,5,649,0.71,6,famille,1
25,88450.34,39,8055.46,33,0.19,1,NA,415,0.26,3,locataire,0
67,48128.79,34,38036.54,57,0.2,1,,767,0.53,1,famille,1
,74995.86,72,17988.34,57,0.29,3,4,508,0.72,2,famille,1
68,65340.84,18,8575.77,74,0.06,7,2,701,0.86,3,locataire,1
25,91553.39,,8766.35,66,0.13,1,11,449,0.32,0,famille,0
47,88159.87,134,26021.52,22,0.18,4,11,444,0.93,2,locataire,1
54,66272.93,119,22748.83,78,0.42,0,12,541,0.51,1,famille,1
42,14613.04,90,30535.29,51,0.56,1,0,677,0.75,6,proprietaire,0
67,87662.69,231,19266.03,30,0.41,0,12,524,0.59,6,proprietaire,1
41,24100.28,33,15449.98,8,0.43,5,9,608,0.62,3,proprietaire,0
64,83925.34,197,6227.43,70,0.14,6,3,797,0.12,0,famille,1
43,21878.61,73,31424.01,66,0.46,6,3,467,0.96,1,famille,0
65,62761.42,232,25299.81,49,0.3,4,2,512,0.76,0,proprietaire,1
61,43300.22,131,15485.73,6,0.7,5,2,799,NA,6,famille,1
65,92277.75,166,4850.27,84,0.3,3,10,546,0.9,2,famille,1
62,17265.8,235,25532.24,26,0.7,7,11,659,0.18,2,locataire,1
59,14804.6,219,34176.84,64,0.28,4,4,568,0.54,2,proprietaire,1
56,45418.08,154,35769.24,41,0.29,6,2,803,0.98,6,locataire,1
26,69044.13,172,43385.15,32,0.54,0,8,706,0.88,6,famille,0
50,87464.55,157,27836.13,6,0.12,5,12,534,0.39,0,proprietaire,1
42,26757.87,20,2063.87,78,0.14,6,5,569,0.61,1,famille,0
53,59042.5,24,11068.52,48,0.06,7,12,802,0.36,4,proprietaire,1
37,40906.34,212,32266.36,39,0.42,5,1,419,0.86,4,proprietaire,0
52,47965.41,191,19695.41,32,"0,58",7,0,806,0.44,5,famille,1
41,56621.23,69,5754.54,29,0.59,3,3,529,0.3,6,locataire,0
57,51856.18,115,43801.68,9,0.39,4,0,560,0.61,5,locataire,1
31,55936.67,195,32756.75,38,0.25,4,3,406,0.71,5,proprietaire,0
,60033.9,47,23580.03,53,0.58,2,12,606,0.18,3,locataire,0
34,61454.06,191,42799.61,33,0.26,2,7,504,0.74,2,locataire,0
54,59828.99,233,8569.45,40,0.69,4,12,725,0.83,5,locataire,1
22,44659.01,215,5414.69,24,0.63,2,3,570,0.24,0,proprietaire,0
52,60853.01,99,18538.38,20,0.43,6,3,676,0.18,4,proprietaire,1
54,13210.82,145,33034.59,52,0.43,3,8,705,0.12,6,famille,0
52,27654.19,105,37980.75,63,0.06,2,4,581,0.6,6,proprietaire,0
22,20118.31,74,27145.28,52,0.14,5,4,447,0.48,0,proprietaire,0
57,18777.55,204,3932.17,78,0.23,6,6,646,0.35,6,proprietaire,1
35,16464.47,152,29742.96,81,0.51,7,3,782,0.25,5,proprietaire,0
60,14980.52,228,31131.94,69,0.47,3,5,446,0.27,2,locataire,1
49,57972.79,87,NA,56,0.62,6,5,591,0.52,4,locataire,1
31,62763.48,174,12572.45,10,0.58,6,5,717,0.88,5,proprietaire,0
31,60086.78,150,39308.63,31,0.52,0,8,699,0.31,6,locataire,0
29,31952.9,174,14068.41,8,0.63,1,0,671,0.25,3,famille,0
33,38562.39,86,39607.7,45,0.26,0,9,763,0.98,3,locataire,0
29,84596.45,220,41439.65,25,,4,10,690,0.86,2,locataire,1
58,81163.66,3,8521.16,20,0.39,2,4,447,0.66,2,famille,1
31,77564.96,216,3754.06,78,0.59,1,2,482,0.04,1,proprietaire,1
38,70256.87,48,15962.68,58,0.16,1,1,443,0.92,2,locataire,0
30,33339.95,141,10184.8,67,0.58,7,4,492,0.56,0,famille,0
64,79645.94,238,28779.36,26,0.18,7,5,623,0.68,3,locataire,1
67,34930.23,55,10322.19,14,0.3,5,1,620,0.9,4,proprietaire,1
40,25253.28,18,5327.34,54,0.49,0,1,793,0.13,3,locataire,0
31,67912.47,58,19492.14,34,0.14,5,0,466,0.92,2,famille,0
45,32611.42,201,23045.77,7,0.7,2,10,613,0.02,0,proprietaire,0
61,"71049,40",,14074.86,27,0.29,0,11,412,0.36,6,famille,1
31,83559.12,209,16545.45,73,0.57,5,12,652,0.89,3,famille,1
57,82270.35,150,24382.58,71,0.06,1,6,406,0.67,5,locataire,1
30,49796.29,5,25734.88,11,0.06,0,5,596,0.48,6,famille,0
24,63617.3,206,39756.86,55,0.56,7,8,445,0.97,3,locataire,0
50,89002.08,233,16605.8,7,0.5,0,5,658,0.0,4,locataire,1
40,42684.63,235,32393.5,67,0.62,4,10,619,0.91,1,proprietaire,0
34,21664.27,121,24073.2,80,0.16,4,5,568,0.38,6,famille,0
24,92423.03,0,16104.5,40,0.64,3,6,559,0.52,0,famille,0
68,13410.17,235,21376.31,81,0.17,2,12,652,0.55,0,famille,1
24,94835.33,153,27635.12,31,0.16,7,9,560,0.44,1,locataire,0
51,63117.45,201,41871.46,76,0.54,5,11,677,0.18,0,proprietaire,1
47,91639.49,7,37116.54,19,0.6,2,10,589,0.32,3,locataire,1
51,67816.78,217,22976.16,70,0.42,7,4,445,0.42,4,famille,1
47,72675.81,152,22882.6,12,0.06,5,8,576,0.0,5,locataire,1
,37832.9,88,35303.96,21,0.32,7,3,2750.85,0.87,1,proprietaire,0
347.17,65467.99,182,28505.51,78,0.58,2,10,494,0.26,3,famille,1
62,16660.9,212,31850.43,24,0.53,5,11,640,0.2,4,locataire,1
51,26860.45,195,43950.26,13,0.4,2,11,629,0.27,4,locataire,1
34,12853.32,32,19436.31,41,0.55,5,0,805,0.61,4,locataire,0
50,54470.67,77,18680.71,41,0.51,6,3,563,0.34,3,famille,1
34,57324.72,56,10133.02,46,0.43,4,3,615,0.21,1,proprietaire,0
23,70435.35,237,12505.64,14,0.63,4,9,570,0.16,2,locataire,0
22,39203.12,230,13940.04,80,0.4,0,3,413,0.99,0,locataire,0
65,57850.71,93,5239.28,51,0.39,6,2,691,0.9,0,proprietaire,1
"41,00",43950.42,175,40980.24,37,0.45,7,11,420,0.56,5,locataire,0
35,59365.67,87,33091.73,17,0.16,1,9,762,0.25,6,famille,0
61,72862.49,91,32818.03,15,0.65,1,10,664,0.83,1,proprietaire,1
65,55896.62,192,34160.23,65,0.28,3,5,433,0.78,1,proprietaire,1
37,39980.07,232,28472.32,38,0.15,2,7,514,0.27,4,proprietaire,0
48,37494.09,61,40262.02,76,0.41,6,3,483,0.47,6,famille,0
56,83587.95,191,30224.28,30,0.34,2,5,672,0.65,0,proprietaire,1
44,24988.94,174,40423.02,84,0.44,0,1,402,0.24,5,famille,0
25,48535.6,186,40983.23,8,0.18,5,4,532,0.97,2,locataire,0
31,18784.0,218,11224.32,25,0.21,1,2,768,0.52,6,locataire,0
61,16302.98,180,44033.89,31,0.54,2,8,597,0.79,3,famille,1
65,24136.99,97,24702.48,11,0.56,0,8,799,0.18,5,locataire,1
47,20033.87,158,38482.86,28,0.59,7,4,427,0.96,0,famille,0
53,13879.55,186,38050.38,,0.19,1,7,816,0.8,3,locataire,0
36,29679.97,67,14575.53,37,0.68,2,7,810,0.49,6,famille,0
55,74055.96,119,11261.89,6,0.33,7,11,687,0.11,4,famille,1
22,54445.71,37,43555.62,18,0.32,7,0,699,0.13,6,proprietaire,0
47,50751.35,238,38791.93,34,0.3,4,6,692,0.02,0,proprietaire,1
22,47000.24,104,7474.53,50,0.24,5,5,775,0.39,4,famille,0
26,23840.55,103,35330.23,30,0.29,7,2,708,0.12,0,famille,0
42,47824.28,178,20614.42,65,0.09,5,5,586,0.93,2,proprietaire,0
65,77076.24,174,6594.39,52,0.47,4,3,530,0.14,0,famille,1
52,51468.29,61,20645.01,50,0.1,6,12,632,0.25,2,famille,1
57,93917.11,75,23308.18,25,0.64,1,1,477,0.24,5,proprietaire,1
23,22256.23,160,4626.33,25,0.34,4,3,463,0.12,1,locataire,0
52,44049.38,,29674.94,34,0.46,4,12,644,0.2,0,proprietaire,1
28,72841.4,175,22501.11,26,0.55,6,11,764,0.65,5,locataire,0
51,60242.84,107,13076.78,45,0.34,5,11,609,0.12,4,proprietaire,1
59,24712.03,178,12286.92,27,0.19,7,1,796,0.49,1,locataire,1
65,77437.25,64,14866.57,60,0.59,1,1,429,0.53,2,locataire,1
37,79863.16,175,NA,31,0.23,3,7,597,0.55,27.52,proprietaire,1
48,26596.01,15,34542.18,67,0.51,5,5,562,0.33,5,locataire,0
23,49343.82,30,39708.5,64,0.16,3,2,663,0.25,3,famille,0
44,80145.3,230,16025.55,84,0.48,2,5,526,0.42,5,locataire,1
45,57283.41,56,6051.52,11,0.1,1,8,416,0.92,5,locataire,0
40,77042.97,91,7546.97,14,0.51,4,6,661,0.87,4,famille,1
54,83026.43,115,13632.57,67,0.54,6,11,409,0.61,1,famille,1
33,78329.36,228,20082.47,30,0.45,6,8,644,0.23,4,proprietaire,1
54,21318.99,153,39031.39,35,0.32,2,10,774,0.57,4,famille,0
60,40034.66,71,24912.09,62,0.52,6,1,654,0.7,0,famille,1
58,42538.39,177,16386.86,75,0.16,6,0,454,0.45,3,proprietaire,1
57,35158.59,12,39170.7,51,0.08,7,1,579,0.69,4,famille,0
44,26767.38,196,32742.74,41,0.6,4,7,589,0.94,5,locataire,0
34,65704.46,178,22847.71,65,0.36,4,10,648,0.28,5,famille,0
25,40032.16,159,36274.64,24,0.64,7,12,579,0.98,6,proprietaire,0
32,56349.41,38,25650.68,24,0.62,0,4,639,0.8,1,locataire,0
55,82515.12,188,25281.11,64,0.57,7,6,400,0.68,3,proprietaire,1
51,45267.08,91,5625.11,69,0.12,0,8,585,0.5,6,locataire,0
37,93598.6,32,18881.43,76,0.53,2,2,637,0.09,3,famille,0
61,31355.77,13,17098.05,42,0.33,7,4,616,0.07,3,famille,0
53,74565.06,21,6600.28,63,0.46,3,11,455,0.04,3,proprietaire,1
52,71778.55,171,42401.94,66,0.16,7,0,566,0.43,5,locataire,1
22,37864.32,213,8250.3,37,0.44,6,5,715,0.81,5,famille,0
54,19620.52,145,6088.75,31,0.18,1,12,538,0.68,0,proprietaire,0
34,36331.55,230,22180.65,61,0.65,5,1,585,0.74,4,locataire,0
68,38658.56,44,26792.79,50,0.47,7,12,416,0.27,3,locataire,1
44,62320.04,0,2006.94,11,0.41,1,0,541,0.69,3,proprietaire,0
45,61195.94,179,24432.24,73,0.45,6,8,421,0.59,0,famille,1
46,67874.21,205,33185.33,24,0.32,1,9,810,0.7,4,famille,1
68,81729.83,220,16647.14,72,0.13,0,2,621,0.39,5,famille,1
29,90135.2,102,17640.79,45,0.62,5,2,695,0.25,4,famille,0
49,17571.36,42,5047.62,83,0.31,0,3,458,0.84,0,locataire,0
22,59966.98,61,4908.33,7,0.14,3,12,485,0.98,0,locataire,0
35,70119.62,95,33674.82,19,0.54,6,6,673,0.17,0,famille,0
60,58374.04,123,33566.53,78,0.34,2,11,558,0.77,4,proprietaire,1
47,18882.28,100,4495.75,21,0.62,6,10,738,0.2,5,proprietaire,0
58,44489.3,14,32382.01,22,0.54,7,3,659,0.02,4,proprietaire,1
64,54136.73,164,10948.44,59,0.36,3,6,787,0.06,6,famille,1
33,62577.23,36,6833.62,61,,3,0,699,0.35,2,proprietaire,0
36,16408.97,182,8358.55,12,0.29,5,1,694,0.76,0,proprietaire,0
29,78085.23,194,7805.23,34,0.24,4,7,729,0.3,5,locataire,0
26,63712.05,230,39573.16,71,0.39,1,11,739,0.22,1,proprietaire,0
55,89899.69,230,5118.94,11,0.62,2,2,456,0.8,2,proprietaire,1
35,71047.9,47,23476.33,54,0.62,2,0,733,0.58,0,famille,0
61,71011.51,167,1605.68,29,0.54,3,7,593,0.02,6,locataire,1
51,78837.43,189,915.12,38,0.4,1,5,705,0.45,3,proprietaire,1
56,70962.55,228,37574.65,30,0.7,5,2,471,0.07,2,famille,1
50,94228.57,212,8420.16,50,0.38,3,2,508,0.01,6,proprietaire,1
56,30710.75,79,2880.11,13,0.4,0,5,610,0.39,1,famille,0
47,17893.96,137,3540.66,25,0.46,5,9,626,0.81,4,proprietaire,0
41,16059.49,NA,11330.76,23,0.46,1,9,419,0.99,5,famille,0
38,76639.13,72,41604.11,33,0.27,1,8,574,0.79,4,locataire,0
39,23630.14,67,901.05,62,0.13,3,3,532,0.59,2,locataire,0
39,48806.7,194,12061.69,7,0.46,5,10,502,0.52,1,locataire,0
55,49121.76,209,35948.36,73,0.39,4,1,791,0.26,4,proprietaire,1
28,47888.25,237,18809.97,35,0.52,7,4,690,0.8,1,famille,0
49,14622.64,1,36553.88,25,0.67,2,4,442,0.25,3,locataire,0
31,28073.95,74,6095.86,43,0.07,1,9,669,0.06,3,locataire,0
61,83588.06,28,17238.55,81,0.57,3,3,413,0.85,2,locataire,1
44,71048.36,129,20728.42,8,0.59,6,12,529,0.57,5,proprietaire,1
66,60774.8,22,12012.63,35,0.16,7,7,743,0.25,3,proprietaire,1
31,92858.78,83,11250.53,36,0.14,3,8,508,0.72,2,famille,0
31,56301.3,31,19028.33,75,0.65,6,NA,407,0.52,6,famille,0
58,24663.13,196,9855.7,48,0.21,0,2,589,0.17,6,proprietaire,1
33,73794.84,92,9004.0,8,0.34,4,10,738,0.5,0,locataire,0
40,64503.53,221,21456.18,42,0.15,3,5,740,0.61,3,locataire,1
67,72603.77,25,23682.84,7,0.11,0,5,632,0.34,3,famille,1
25,22938.54,99,9223.05,76,0.19,6,4,609,0.25,NA,locataire,0
68,42641.01,111,38851.01,80,0.42,5,2,431,0.26,2,proprietaire,1
53,46686.5,238,14032.1,8,0.58,5,6,418,0.69,2,famille,1
35,52849.53,24,3264.44,71,0.56,0,9,567,0.38,4,locataire,0
58,76920.73,172,38850.73,55,0.52,7,1,770,0.63,3,proprietaire,1
26,44044.9,94,,25,0.54,5,1,567,0.21,6,famille,0
53,61244.82,72,36827.42,80,0.66,6,"11,00",478,0.09,5,locataire,1
45,13484.73,128,9079.18,75,0.67,2,7,697,0.15,3,proprietaire,0
53,25870.01,205,6922.12,13,0.65,7,0,421,0.06,4,famille,1
28,49889.21,44,26815.32,72,0.63,7,4,402,0.57,1,famille,0
68,15048.78,73,27947.69,9,0.53,7,8,432,0.07,3,proprietaire,1
42,83086.77,14,15748.48,16,0.5,5,8,716,0.06,1,famille,0
57,50632.83,36,33717.78,28,0.17,3,12,719,0.06,2,locataire,1
32,82182.39,218,26164.6,57,0.05,5,2,645,0.52,0,proprietaire,1
27,22904.08,24,20812.85,29,0.33,4,6,683,0.63,4,famille,0
66,20853.09,192,42629.89,34,0.08,5,4,687,0.39,1,locataire,1
24,59730.02,82,33372.38,46,0.16,2,4,684,0.28,0,proprietaire,0
58,16532.95,99,29073.91,7,0.28,2,9,747,0.24,6,proprietaire,0
31,70661.33,196,20648.63,64,0.15,0,2,553,0.98,2,proprietaire,0
65,84944.72,113,15753.72,71,0.6,4,12,513,0.57,4,famille,1
64,55928.47,12,3255.06,15,0.36,5,2,578,0.54,3,proprietaire,1
59,68310.92,201,35448.73,21,0.09,1,4,776,0.44,0,proprietaire,1
22,27047.86,18,4601.44,62,0.55,3,2,514,0.62,5,locataire,0
42,25797.91,17,43757.69,65,0.44,4,1,453,0.66,1,locataire,0
63,62480.16,125,6017.09,,0.54,4,0,422,0.1,6,famille,1
47,,126,29338.8,50,0.11,4,9,472,0.08,4,famille,1
32,72433.83,74,35953.53,16,0.47,7,1,650,0.14,4,famille,0
30,29483.7,133,21460.21,80,0.48,3,0,682,0.37,0,proprietaire,0
52,63911.2,127,33749.55,83,0.4,7,6,814,0.62,4,proprietaire,1
44,76482.03,82,33306.29,81,0.63,5,10,476,0.41,0,famille,1
62,65559.28,194,10557.34,28,0.19,1,7,723,0.59,0,famille,1
55,69822.48,172,18032.42,37,0.7,7,4,428,0.53,5,proprietaire,1
34,84694.47,191,35269.39,39,0.27,5,8,715,0.21,4,locataire,1
68,73927.48,83,18850.4,10,1.22,0,1,541,0.82,4,famille,1
59,89966.42,41,8155.55,20,0.27,1,2,575,0.08,3,locataire,1
58,93811.22,217,24917.54,36,0.42,3,,653,0.19,4,proprietaire,1
23,93213.62,11,40176.32,43,0.63,0,11,685,0.25,3,locataire,0
46,51834.93,63,31739.58,9,0.56,1,11,719,0.75,6,famille,0
42,72765.41,42,43846.43,77,0.62,4,6,547,0.44,6,proprietaire,0
67,25879.35,185,18404.03,6,0.28,7,1,523,0.21,4,famille,1
51,88054.84,176,15608.74,17,0.27,1,8,403,0.26,2,proprietaire,1
55,30390.95,33,17555.46,84,0.38,3,6,413,0.95,3,locataire,0
44,"93998,12",93,42280.42,40,0.69,0,3,551,0.85,4,proprietaire,1
,89352.92,89,4540.98,15,0.45,6,1,747,0.88,3,proprietaire,1
45,62129.36,85,8002.21,39,0.63,3,8,496,0.37,3,proprietaire,0
36,50334.01,133,32202.55,20,0.4,5,9,418,0.62,6,famille,0
54,57113.05,199,17689.02,17,0.5,2,2,489,0.41,6,famille,1
28,90501.02,96,20085.74,31,0.33,4,4,654,0.9,0,proprietaire,0
57,16897.06,193,20555.95,33,0.36,1,9,651,0.51,0,famille,1
39,32927.9,NA,42204.97,57,0.22,2,11,589,0.29,2,locataire,0
54,60482.34,230,16692.8,33,0.56,3,8,802,0.41,6,famille,1
52,94348.82,229,4452.36,25,0.5,5,2,754,0.84,5,proprietaire,1
22,50681.78,104,35365.98,82,0.39,7,8,699,0.69,5,locataire,0
41,84723.98,89,43477.21,48,0.6,6,7,467,0.32,2,locataire,1
48,49601.19,71,43093.07,42,0.18,0,5,524,0.23,6,proprietaire,0
62,80515.24,230,30221.63,22,0.22,1,4,420,0.42,5,locataire,1
43,87255.61,236,37606.87,6,0.47,5,6,684,0.16,5,locataire,1
56,61171.77,91,23871.98,18,0.61,6,0,611,0.78,0,proprietaire,1
45,33514.32,217,15561.16,71,0.24,4,11,594,0.63,5,locataire,0
58,24604.8,144,6538.1,51,0.7,4,5,470,0.17,0,proprietaire,1
38,81307.16,218,23602.41,43,0.62,2,8,529,0.93,5,famille,1
55,26229.25,131,15340.36,41,0.62,0,0,692,0.61,3,famille,0
48,70244.17,162,1983.7,69,0.53,2,,431,0.71,6,NA,1
44,38768.04,135,15055.39,54,0.1,3,1,704,0.62,3,locataire,0
43,16644.65,199,26915.93,23,0.31,7,1,631,0.38,1,locataire,0
54,72016.89,30,13766.68,43,0.57,4,6,694,0.3,0,locataire,1
NA,88114.46,38,13120.13,46,0.35,2,12,465,0.52,3,famille,1
63,65730.04,22,1483.75,39,0.63,4,9,526,0.33,0,famille,1
34,49901.94,101,9213.31,18,0.46,3,7,807,0.99,6,locataire,0
61,46122.0,131,18845.75,55,0.43,1,7,596,0.61,6,proprietaire,1
60,82463.93,217,2156.79,55,0.35,2,12,578,0.31,4,locataire,1
61,48040.68,44,17160.61,32,0.37,4,12,544,0.19,6,famille,1
43,58849.72,42,24398.25,6,0.65,0,8,430,0.68,1,proprietaire,0
32,43984.92,116,41718.33,70,0.2,0,2,569,0.07,3,famille,0
39,60728.03,189,17789.79,53,0.24,1,9,542,0.83,5,locataire,1
25,37748.62,140,5586.39,72,0.17,3,7,741,0.8,4,locataire,0
39,80050.93,187,32197.08,28,0.35,3,11,447,0.62,0,famille,1
52,63252.44,86,39282.0,65,0.4,1,5,815,0.76,4,locataire,1
36,72775.0,7,31344.58,48,0.33,1,4,,0.75,6,famille,0
42,46553.06,119,22534.53,47,0.05,4,2,499,0.28,5,locataire,0
67,59604.77,114,15555.39,81,0.62,6,6,490,0.86,3,proprietaire,1
