age,revenu_annuel,anciennete_emploi_mois,montant_credit,duree_credit_mois,taux_endettement,nb_credits_actifs,historique_impayes_24m,score_bureau,ratio_utilisation_cartes,nb_enfants,logement,defaut
41,52623.62,223,11296.74,24,0.364979,6,11,530,0.46,1,locataire,0
49,16161.16,49,41177.84,73,0.066185,4,0,585,0.66,3,famille,0
39,60170.72,54,17742.97,69,0.64845,7,2,493,0.39,5,locataire,1
40,51379.38,28,22980.28,20,0.248606,4,2,505,0.72,4,locataire,0
49,21247.01,1,32843.66,8,0.549647,4,1,791,NA,6,locataire,1
23,39647.13,89,9537.62,60,0.517075,1,7,508,0.65,5,proprietaire,0
30,75993.69,197,17819.28,48,0.113698,6,4,751,0.96,5,,0
24,25691.41,81,32000.64,78,0.591969,5,1,518,0.21,1,famille,0
24,80203.2,152,44803.94,39,0.483881,6,7,417,0.28,5,famille,1
36,28212.19,194,19466.61,42,0.614582,2,1,810,0.82,6,locataire,0
67,49314.49,186,37419.51,49,0.762509,3,10,715,0.23,3,locataire,0
52,76612.54,223,26231.4,35,0.553213,4,10,452,0.92,5,famille,1
28,58492.28,85,39149.28,20,0.233085,1,6,511,0.73,0,locataire,1
54,66427.56,128,39490.46,83,0.583817,2,8,652,0.04,4,locataire,0
36,56251.71,233,19215.19,33,0.163742,4,4,532,0.09,6,locataire,0
62,69898.02,7,25499.81,74,0.286236,4,5,435,0.0,5,famille,0
41,45581.08,6,19956.05,59,0.311172,4,10,536,0.65,0,proprietaire,0
30,68400.57,145,11695.6,12,0.36227,4,6,611,0.76,5,proprietaire,1
65,70146.08,6,30221.0,6,0.596411,7,5,537,0.45,6,proprietaire,0
35,90050.89,90,19590.33,44,0.447402,2,7,704,0.07,3,famille,0
27,52015.58,86,6282.63,38,0.418694,7,79.18,475,0.3,4,famille,0
44,34253.65,139,11639.64,64,0.296102,4,12,813,0.88,2,famille,0
54,66745.42,169,26008.11,27,0.394634,1,10,798,0.36,3,proprietaire,0
66,59862.09,15,28912.84,8,0.50774,5,12,439,0.84,3,proprietaire,1
41,44706.8,68,27821.01,18,0.145666,6,4,548,,0,locataire,0
61,91082.58,74,6541.91,26,0.426527,1,7,765,0.64,5,locataire,0
28,71296.91,170,35576.9,10,0.100579,4,12,599,0.32,5,locataire,0
24,54070.7,157,20524.38,20,0.487934,3,6,605,0.51,4,proprietaire,0
60,91197.67,175,6549.84,46,0.600181,4,7,637,0.18,5,locataire,0
49,18408.41,199,42966.49,9,0.317833,4,7,462,0.33,4,locataire,1
51,52422.59,72,22288.16,78,0.084959,3,8,711,0.84,6,locataire,0
38,88156.78,74,3051.59,83,0.484232,1,2,433,0.19,6,famille,0
67,44050.6,144,32640.86,65,0.117206,2,10,416,0.56,2,locataire,1
50,38030.09,95,11984.06,60,0.848027,2,7,642,0.83,1,proprietaire,0
46,62853.98,45,23824.59,32,0,2,11,643,0.23,6,locataire,0
57,73290.56,94,35296.23,42,0.160301,4,2,805,0.98,2,proprietaire,0
37,45974.91,191,27549.75,79,0.813779,1,8,601,0.62,3,famille,0
22,49538.17,25,4407.91,31,0.063233,3,9,441,0.19,3,famille,0
24,73567.3,209,15952.15,19,0.465573,5,10,552,0.89,2,proprietaire,0
60,51537.48,167,36452.37,78,0.627681,7,8,563,0.47,1,proprietaire,0
64,81233.12,15,43257.66,59,0.163315,0,5,725,0.53,5,proprietaire,0
35,45321.02,126,2129.49,51,0.700185,2,6,681,0.19,4,locataire,0
44,86081.25,231,2505.49,21,0.35634,5,11,421,0.19,1,locataire,0
46,60959.57,14,24079.36,10,0.315794,2,1,636,0.94,3,proprietaire,1
27,43581.94,97,2829.07,25,0.520333,1,12,813,0.25,3,locataire,0
41,82878.28,51,40641.13,76,0,0,8,632,0.1,5,locataire,0
45,45799.86,71,18195.73,59,0.208817,3,2,790,0.77,0,proprietaire,0
67,67488.36,191,8138.37,68,0.556114,2,11,765,0.12,4,famille,0
53,89622.6,167,2320.91,6,0.541294,5,9,735,0.13,3,famille,0
29,78257.58,239,3329.27,38,0.067113,1,10,467,0.75,6,famille,1
35,67374.49,94,4802.18,71,0.642022,6,6,582,0.09,3,famille,1
30,42843.31,234,39060.04,48,0.571325,2,8,561,0.11,4,locataire,0
65,17531.48,220,24574.26,39,0.406088,3,7,663,0.2,5,famille,0
22,54755.0,79,24809.93,12,0.161064,3,8,579,0.87,3,proprietaire,0
34,15580.26,197,7460.7,61,0.706967,4,3,715,0.6,4,proprietaire,0
68,74885.33,22,11500.43,71,0.588622,5,0,454,0.06,3,famille,0
60,40430.52,137,33402.37,28,0,7,3,643,0.04,2,proprietaire,0
59,30359.89,1,16909.32,80,0.17108,6,8,725,0.98,2,proprietaire,0
63,49293.75,43,32624.86,62,0.653373,7,12,757,0.3,2,proprietaire,0
38,38290.81,55,43312.25,24,0.861495,1,1,497,0.09,1,proprietaire,1
43,23493.64,227,22086.73,15,0.139532,2,10,806,0.08,4,locataire,0
23,36440.44,53,25122.55,36,0.603422,7,1,637,0.11,3,locataire,0
28,72921.91,111,38743.59,51,0.200107,5,12,774,0.89,5,locataire,1
52,66404.98,195,37102.65,24,0.585815,6,0,685,0.31,2,locataire,0
44,91947.87,237,44550.02,74,0.631232,16.19,3,778,0.33,1,locataire,0
32,18124.29,90,34245.26,74,0.355895,2,3,513,0.57,2,proprietaire,0
43,49933.19,55,25788.98,74,0.504786,3,3,446,0.25,6,NA,0
43,48593.64,31,26080.01,22,0.950724,0,4,707,0.11,2,famille,0
37,84603.35,207,33245.78,15,0.769036,4,1,779,0.11,2,famille,0
64,18116.68,128,14604.65,26,0.278672,7,11,496,0.19,5,locataire,0
39,53393.02,"236,00",9098.1,74,0.430495,2,1,797,0.71,3,proprietaire,1
36,42831.8,58,4689.89,78,0.393731,7,11,575,0.97,6,proprietaire,0
48,68533.42,74,7411.77,31,0.631654,0,1,631,0.39,1,locataire,1
54,79103.11,124,26916.53,11,0.477701,2,7,575,0.27,3,locataire,1
40,86125.97,175,27309.18,65,0.775667,5,6,554,0.43,5,locataire,1
34,91299.33,74,31893.5,74,0.688298,4,8,745,0.31,5,proprietaire,0
31,41554.58,116,25935.32,42,0.352432,5,2,560,0.13,5,famille,0
30,32745.71,158,16923.7,23,0.022293,1,11,657,0.34,4,famille,0
60,19451.38,6,38331.85,81,0.676797,6,2,678,0.77,3,famille,0
28,94167.69,211,11701.73,18,0.625277,7,12,641,0.16,3,proprietaire,1
58,13656.8,175,39104.0,26,0.400946,4,5,628,0.84,2,proprietaire,0
54,25868.74,179,9867.35,36,0.374673,2,8,706,0.06,1,locataire,0
49,94595.7,116,40768.27,6,0.390833,2,2,786,0.4,3,proprietaire,0
25,29812.94,189,5536.74,70,0.33355,6,5,484,0.15,3,famille,0
24,82931.21,57,24503.92,59,0.431171,2,3,451,0.89,5,locataire,0
36,89252.48,121,7090.44,79,0.65475,4,10,571,0.54,4,famille,0
22,50430.1,105,39144.28,57,0.293724,5,NA,419,0.68,1,locataire,0
39,12232.65,121,20426.48,37,0.293185,6,6,705,0.99,6,proprietaire,0
27,12096.01,93,20823.8,36,0.687658,0,5,742,0.29,4,famille,1
48,21706.99,89,40320.93,30,0.246955,0,1,706,0.3,3,proprietaire,0
26,43911.33,176,17087.42,47,0.305589,1,1,452,0.04,6,famille,0
39,59479.55,43,37032.09,26,0.372766,1,8,565,0.12,6,famille,0
52,85450.05,115,37074.73,26,0.400088,5,8,538,0.27,6,proprietaire,0
48,92427.13,221,7416.65,36,0.179262,3,4,598,0.34,4,famille,0
57,36425.45,35,14804.82,64,0.216293,4,8,567,0.48,5,famille,0
44,38027.97,76,23964.06,66,0.526704,2,6,749,0.58,6,locataire,0
25,79160.14,16,28343.09,25,0.384778,5,4,592,0.69,6,famille,0
56,78440.98,178,31162.42,35,0.266567,1,4,592,0.56,5,proprietaire,0
26,42365.0,205,25944.37,21,0.097688,4,7,568,0.38,2,proprietaire,1
36,71808.79,76,29355.97,80,0.467097,6,4,490,0.66,2,proprietaire,1
62,27694.93,117,25129.2,28,0.320099,6,7,541,0.28,4,proprietaire,1
48,57821.42,225,16405.6,56,0.139207,2,10,521,0.17,6,locataire,1
59,74919.72,48,6066.12,82,0.562682,0,10,606,0.23,2,proprietaire,0
36,51282.42,37,41800.81,25,1.883879,1,0,596,0.99,0,proprietaire,0
50,26597.09,93,22809.37,16,0.442013,3,12,774,0.65,2,famille,1
29,29678.61,69,42398.49,12,0.462316,1,12,434,0.2,4,locataire,0
39,78569.19,80,42976.03,35,0.590503,3,10,615,0.92,1,proprietaire,0
45,37346.96,132,39554.17,69,0.368018,5,1,405,0.05,0,proprietaire,0
33,50304.1,39,17578.92,,0.213506,1,6,617,0.82,0,proprietaire,1
45,44172.37,146,36222.12,75,0.369721,7,8,808,0.08,2,famille,0
36,92167.18,12,26841.86,29,0.143887,4,10,480,0.98,2,locataire,0
49,15662.56,201,25365.81,8,0.237336,6,8,461,0.27,5,famille,0
61,21766.13,109,37160.32,24,0.622674,2,0,564,0.99,6,famille,0
32,81709.78,2,39557.32,60,0.517821,0,12,530,0.02,1,famille,0
26,74326.57,216,27414.7,42,0.469592,5,11,816,0.4,3,famille,0
33,34708.64,188,19435.57,41,0.495593,7,11,513,0.18,1,famille,0
42,71571.04,217,8930.36,81,0.158929,3,8,448,0.71,1,proprietaire,1
66,20357.7,131,19383.9,17,0.527361,1,5,561,0.11,3,famille,0
48,89279.12,168,22852.48,27,0.28239,4,1,578,0.11,3,proprietaire,0
35,28432.38,124,38524.79,21,0.568927,4,9,732,NA,3,proprietaire,0
42,80790.89,113,877.18,62,0.171266,2,0,753,0.15,5,locataire,0
46,85252.06,201,24309.07,6,0.455341,1,8,464,0.69,0,proprietaire,0
28,62317.44,26,38016.74,40,0.528971,1,9,687,0.13,1,famille,0
24,91402.71,59,5312.24,55,0.125379,0,11,453,0.35,0,famille,0
37,24264.76,5,7297.99,65,0.218306,2,8,802,0.26,1,locataire,0
64,79797.42,143,14863.26,82,0.303891,7,0,551,0.0,5,locataire,0
26,57319.82,215,16700.65,33,0.116178,2,8,555,0.15,6,famille,0
23,87192.71,28,41159.61,20,0.382846,1,7,628,0.44,5,famille,0
23,20913.5,63,27211.44,14,0.670318,0,6,404,0.78,4,famille,1
65,62301.95,155,20256.64,74,0.484804,4,12,739,0.84,1,locataire,0
49,54193.65,113,17298.12,25,0.361944,1,1,573,0.29,3,famille,0
39,14748.53,50,6522.17,67,0.375443,6,8,536,0.66,5,locataire,1
64,94934.23,11,41696.59,18,0.482148,1,72.94,437,0.62,3,locataire,1
53,90735.35,69,38161.34,13,0.21672,3,10,478,0.28,2,locataire,0
23,58741.07,23,36444.98,46,0.31237,4,8,529,0.27,6,famille,0
31,87334.73,118,33886.76,54,0.494928,5,0,613,0.65,2,locataire,0
46,48929.06,28,9582.13,40,0.502161,0,8,754,0.21,5,locataire,0
48,86972.15,140,1136.38,20,0.507304,6,2,766,0.79,2,proprietaire,0
23,22651.4,193,805.98,19,0.371664,5,10,621,0.23,6,locataire,0
59,46180.51,199,39150.28,29,0.035213,4,12,457,0.42,4,locataire,1
65,82156.63,153,11463.83,17,0.468122,6,5,520,0.71,1,locataire,0
41,62913.68,65,9204.52,60,1.242286,1,1,490,0.22,3,locataire,0
50,NA,145,17173.71,8,0.576261,22.43,11,819,0.33,5,famille,0
51,58893.0,75,27420.42,37,1.168666,1,5,543,0.65,3,locataire,0
47,34127.89,174,24871.55,33,0.120713,2,9,748,0.96,5,famille,1
45,67407.38,134,24120.13,64,0.134445,6,11,443,0.05,0,locataire,1
44,90971.41,53,44166.89,6,0.376991,5,4,443,0.37,6,locataire,1
29,12517.79,140,14755.99,70,0.682347,4,0,472,0.2,4,locataire,0
51,35996.29,200,14279.02,47,0.291063,4,2,403,0.47,3,proprietaire,0
63,89877.34,232,39744.84,78,0.532738,2,9,757,0.93,6,famille,0
34,35094.55,118,38176.55,38,0.45094,6,2,795,0.71,4,famille,0
29,67620.42,79,33452.1,56,0.738431,6,6,722,0.68,6,proprietaire,1
56,13235.25,,35748.95,77,0.454353,4,7,754,0.26,3,locataire,0
27,55640.12,217,3594.16,79,0.553412,4,6,670,0.83,3,famille,0
64,35219.28,77,8594.56,81,0.202767,2,2,482,0.06,5,famille,0
65,39117.49,27,33458.43,39,0.009486,0,2,423,0.94,0,locataire,1
53,25135.37,184,43329.72,37,0.407456,7,4,711,0.45,4,famille,1
23,18729.64,106,34845.84,63,0.089225,1,12,503,0.33,3,famille,0
58,74538.97,125,8534.34,57,0.292707,4,3,712,0.02,2,famille,0
28,29051.3,195,35879.6,57,0.75523,1,8,406,0.47,4,locataire,1
23,76899.61,98,43807.76,66,0.371486,7,5,584,0.52,3,locataire,1
52,59408.92,194,31612.38,NA,0.357532,3,,747,0.04,6,proprietaire,0
56,NA,34,33268.63,31,0.869624,7,3,508,0.11,1,locataire,1
65,79821.3,83,12959.79,84,0.520355,3,9,437,0.65,5,proprietaire,0
49,82562.19,151,27299.05,51,0.514106,1,5,763,0.88,3,proprietaire,0
48,73752.4,157,23971.22,70,0.301509,7,9,514,0.62,4,locataire,1
26,86849.89,44,41151.56,10,0.539235,7,9,815,0.56,1,locataire,0
26,63021.48,56,30489.89,75,0.353565,2,12,723,0.34,6,locataire,0
61,50077.13,150,23113.63,61,0.49634,7,7,541,0.67,2,famille,1
40,34785.37,58,12526.11,74,0.329376,3,2,779,0.14,6,proprietaire,0
32,44794.09,217,22597.56,54,0.156157,1,0,635,0.82,6,famille,0
64,30927.75,231,19149.09,32,0.341904,5,9,588,0.08,0,locataire,1
27,21105.8,112,26807.73,45,0.578853,0,5,563,0.91,0,famille,0
64,30921.21,96,23003.06,"81,00",0.194112,5,3,767,0.8,2,locataire,0
67,61922.37,163,25367.58,30,0.231895,1,5,438,0.76,2,locataire,0
29,20533.15,210,23038.12,60,0.599922,4,5,652,0.09,5,famille,0
39,14076.01,149,3734.89,53,0.194765,2,3,790,0.63,2,locataire,0
41,74448.5,121,23382.13,42,0.174203,1,4,469,0.25,1,famille,1
52,77593.97,80,14030.85,62,0.431339,3,4,510,0.67,4,famille,1
68,22320.25,59,22344.67,50,0.178894,2,11,573,1.0,2,famille,1
67,72105.28,68,31437.81,31,0.56095,2,11,747,0.07,4,famille,0
46,85291.75,64,1957.62,66,0.312383,6,7,423,0.8,2,famille,1
44,74053.59,230,12945.42,17,0.111142,4,3,406,0.02,6,,0
64,85621.19,160,39638.69,84,0.25119,2,2,646,0.46,1,famille,0
67,19167.07,228,13223.36,33,0.091402,6,3,418,0.89,1,locataire,0
56,41164.17,208,5595.62,43,0,1,12,808,0.21,0,famille,0
63,46466.2,1,10867.93,81,0.686005,3,10,676,0.62,0,famille,0
68,39664.57,,41829.43,31,0.325255,5,6,812,0.9,5,locataire,0
51,"86274,48",40,44405.4,51,0.874002,2,12,502,0.48,5,locataire,0
46,69930.04,15,31215.11,26,0.140408,0,0,488,NA,3,proprietaire,0
41,86055.97,126,24418.41,33,0.557525,7,1,710,0.13,3,famille,0
63,83432.57,23,29853.08,77,0.459826,3,8,402,0.03,6,famille,0
56,88898.71,184,27237.36,19,0.173465,0,8,694,0.62,6,locataire,0
42,30917.65,80,18672.38,47,0.370822,0,4,435,0.97,2,proprietaire,0
48,92701.52,192,1466.64,40,0.642953,0,9,731,0.59,1,locataire,0
53,82548.13,52,5921.08,11,0.182707,6,4,743,0.96,1,locataire,0
63,69065.92,221,37731.95,36,0.386421,0,5,583,0.96,3,famille,1
52,62220.81,2,26369.52,59,0.160385,5,10,571,0.64,6,,0
59,79434.26,186,19827.34,53,0.292099,3,8,712,0.32,2,proprietaire,0
39,61343.97,222,44542.96,70,0.183254,1,11,795,0.02,0,famille,0
38,82181.85,226,14289.93,30,0.576037,5,8,761,0.5,5,proprietaire,0
45,44976.26,113,11316.26,30,1.531824,2,10,428,0.59,2,locataire,1
59,32719.95,201,3468.14,8,0.200002,6,10,499,0.21,3,locataire,1
58,71415.32,51,21843.5,64,0.259592,6,9,636,0.05,3,proprietaire,0
22,27023.25,129,25294.05,7,0.050051,0,3,569,0.54,2,famille,0
59,54155.73,31,34426.74,54,0.494778,4,1,605,0.27,0,famille,0
32,50925.2,"142,00",17157.14,29,0.536679,2,7,449,0.02,6,famille,1
50,85483.49,84,154729.73,63,0.763645,6,0,409,0.26,6,proprietaire,1
61,51017.2,67,41194.45,77,0.398455,5,11,535,0.2,2,famille,1
29,70632.85,50,27084.95,24,0.189617,3,6,432,0.75,0,locataire,1
48,19202.92,90,28871.59,25,0.290696,7,5,583,0.14,6,proprietaire,0
68,44955.85,213,27992.46,35,0.371339,4,1,784,0.07,3,locataire,0
37,81115.27,36,23055.42,59,0.360196,5,6,556,0.17,6,famille,1
60,77905.11,228,30736.55,39,0.621677,1,4,650,0.53,4,famille,0
65,63903.26,56,34684.91,80,0.256301,1,5,811,0.97,5,proprietaire,0
22,24118.97,67,32316.85,65,0.734581,1,2,728,0.79,6,locataire,0
65,68650.03,179,41889.77,29,0.759348,3,12,712,0.03,3,locataire,1
68,26249.22,150,26980.61,36,0.176055,1,7,777,0.49,1,famille,0
68,92628.15,44,8441.89,67,0.461057,5,2,794,0.44,1,locataire,0
58,25615.35,210,26944.47,43,0.039088,6,5,593,0.75,3,proprietaire,0
39,71678.25,56,25362.13,69,0.179627,4,12,585,0.64,0,locataire,0
66,14181.01,2,37936.17,70,0.47638,3,10,464,0.74,4,famille,1
,71746.83,137,5023.62,82,0.189053,0,11,599,0.38,5,famille,0
61,72416.72,156,7535.42,38,0.020884,5,7,672,0.33,4,locataire,0
27,39647.14,102,20992.66,72,0.299283,0,8,676,0.1,4,famille,0
61,80581.45,159,30006.44,19,0.674562,6,7,659,0.16,4,locataire,0
55,56439.01,110,29355.85,65,0.57234,7,9,577,1.0,3,locataire,1
63,78051.83,164,8757.29,45,0.658545,5,8,665,0.88,6,locataire,0
43,51697.31,4,4647.55,14,0.696521,7,0,687,0.17,0,proprietaire,0
49,89711.77,26,25771.48,78,0.338525,6,7,819,0.2,4,locataire,0
55,88733.03,51,34506.38,73,0.313641,7,6,483,0.07,17.71,locataire,0
68,54339.31,53,8360.83,13,0.28452,0,11,784,0.04,6,proprietaire,0
68,91053.48,152,29740.56,45,0.509303,3,5,724,0.83,5,famille,0
31,28992.45,157,33326.3,18,1.310769,7,11,684,0.11,1,famille,0
55,90136.38,238,38688.13,70,0.597463,7,5,400,0.79,4,proprietaire,1
50,87782.12,24,44990.37,21,0.574383,5,7,473,0.88,6,locataire,1
51,25731.74,177,6993.31,28,0.264036,6,8,623,0.1,2,locataire,0
30,73798.3,156,42474.0,82,0.507135,3,10,811,0.22,1,locataire,0
48,15806.65,204,15400.7,77,0.667829,1,6,409,0.19,4,proprietaire,0
43,29726.57,67,1808.84,79,0.573604,0,2,703,0.51,0,locataire,0
57,41034.63,223,23427.64,,0.460735,3,9,788,0.7,2,proprietaire,0
43,47354.6,40,26510.46,25,0.887293,6,10,729,0.7,5,proprietaire,0
35,18668.1,220,5585.32,56,0.377726,0,9,640,0.99,2,proprietaire,1
43,44062.75,233,32756.58,36,0.58501,6,6,523,0.45,5,proprietaire,1
42,48868.07,154,9972.89,66,0.614929,3,10,400,0.59,2,proprietaire,1
38,22583.79,0,20112.94,51,0.242792,2,5,472,0.7,NA,proprietaire,0
