temperature_c,vibration,humidite_pct,pression_bar,heures_utilisation_jour,nb_alertes_7j,derniere_maintenance_jours,nb_interventions_12m,consommation_kwh_j,indice_usure,site,equipement_type,panne_30j
82.24,0.32,64.38,8.14,10.33,14,571,6,25.59,7.04,A,pompe,1
36.4,8.9,50.63,1.06,"2,14",7,332,13,472.62,98.04,B,pompe,0
54.5,5.81,11.62,8.1,18.87,24,506,16,387.5,83.1,B,convoyeur,0
45.48,10.09,72.84,2.11,0.73,25,502,11,551.72,96.6,A,convoyeur,0
91.0,6.06,50.42,5.31,10.71,0,99,17,426.4,62.79,A,compresseur,1
64.39,14.97,75.55,6.14,9.82,19,79,7,331.86,7.81,A,pompe,1
70.79,8.96,67.17,1.4,10.66,13,107,10,448.32,86.02,B,compresseur,1
60.27,13.26,40.84,4.96,21.2,0,3145.04,5,62.38,68.93,C,convoyeur,0
82.85,11.31,87.65,6.28,8.84,6,334,10,193.18,9.38,A,convoyeur,1
77.31,1.93,75.08,5.34,3.48,13,716,5,180.45,40.88,C,compresseur,1
71.82,13.7,19.38,6.11,14.58,6,640,15,399.86,33.82,C,convoyeur,1
40.31,5.7,79.23,5.16,6.11,23,238,15,150.59,67.48,A,convoyeur,0
54.2,11.21,47.79,6.48,6.98,3,339,1,365.49,81.42,B,pompe,0
82.29,17.12,65.94,9.2,14.7,12,242,13,205.68,2.84,A,convoyeur,1
71.82,12.86,13.9,5.35,21.09,1,164,17,476.33,1.24,C,pompe,1
69.82,3.13,90.78,1.34,2.73,22,111,12,71.98,96.05,B,pompe,0
48.94,2.18,22.95,6.7,9.96,23,57,0,161.29,15.49,A,pompe,0
81.46,16.73,41.24,9.39,4.71,9,267,2,821.98,33.66,A,pompe,1
45.58,13.39,87.47,8.05,16.95,8,511,16,822.17,96.63,A,convoyeur,0
67.32,4.31,68.7,2.31,6.86,8,506,13,574.42,23.16,C,pompe,0
74.58,8.53,,3.91,21.23,5,708,3,275.04,92.81,C,convoyeur,1
56.11,6.72,62.1,1.74,10.83,2,387,7,838.0,37.2,C,convoyeur,0
93.23,7.6,76.82,6.83,14.27,11,474,17,421.63,80.76,C,convoyeur,1
46.37,3.97,61.5,1.91,18.93,4,693,18,612.59,1.62,C,convoyeur,0
43.77,4.29,55.0,2.13,20.67,2,522,15,450.85,93.69,B,pompe,0
53.5,3.08,52.37,2.4,4.82,21,641,11,556.87,43.01,B,pompe,0
87.27,2.66,45.81,5.3,7.24,3,336,16,616.64,89.47,C,compresseur,1
81.38,3.85,57.23,5.24,1.9,25,461,2,335.14,39.25,C,pompe,1
76.56,4.77,68.66,6.71,8.02,19,239,10,288.98,65.39,C,compresseur,1
52.36,16.07,83.66,2.15,18.81,18,658,18,676.02,34.77,B,compresseur,1
45.12,17.69,89.37,8.42,17.6,13,267,9,577.1,2.89,A,convoyeur,0
53.05,12.43,19.29,2.71,10.57,25,188,1,536.32,42.54,C,pompe,0
76.31,14.1,33.66,6.43,3.42,12,658,11,750.9,8.19,A,compresseur,1
50.81,14.13,23.36,1.46,6.74,5,448,13,653.91,71.95,C,pompe,0
35.51,16.3,24.25,7.43,13.97,20,472,11,121.3,10.32,A,pompe,0
64.7,12.96,20.7,1.13,5.43,16,365,6,711.84,80.13,C,convoyeur,1
79.48,9.25,13.98,5.01,11.82,10,59,16,381.38,18.65,B,compresseur,1
38.99,2.99,59.14,6.93,6.0,1,649,14,501.74,52.02,A,pompe,0
85.86,12.19,22.51,8.21,6.13,14,46,7,424.34,4.72,A,compresseur,1
40.61,9.96,81.67,9.23,4.02,19,302,3,694.71,40.11,A,convoyeur,0
52.74,9.71,60.8,2.93,3.24,24,40,2,58.61,33.98,C,pompe,0
43.55,15.7,17.35,7.37,6.33,18,517,15,485.64,81.13,B,convoyeur,0
91.92,0.12,89.6,1.89,17.61,23,550,10,739.61,35.58,B,convoyeur,1
73.64,2.28,30.97,1.37,2.1,15,612,10,157.51,90.51,A,compresseur,0
68.67,8.56,36.38,8.7,16.64,18,609,4,687.28,94.92,B,pompe,0
38.3,7.41,44.43,7.69,3.68,1,468,1,832.49,1.83,A,compresseur,0
68.14,18.38,,8.1,8.05,0,264,15,637.69,62.06,B,pompe,1
81.86,13.67,13.9,2.35,12.11,8,535,12,811.3,79.88,A,pompe,1
81.9,15.04,50.11,5.38,18.89,11,347,14,690.43,11.91,C,compresseur,1
80.21,14.49,81.05,2.78,4.72,1,639,11,639.52,69.79,A,compresseur,1
74.6,11.88,24.87,9.2,6.0,3,490,15,616.87,10.43,C,compresseur,1
87.56,0.74,58.41,6.41,5.35,16,260,0,552.0,15.88,A,convoyeur,1
87.33,18.29,54.46,4.5,8.42,11,54,7,103.94,56.74,C,compresseur,1
92.88,13.98,24.63,6.55,7.86,11,684,15,277.76,50.56,B,convoyeur,1
47.99,12.59,83.68,4.51,16.16,7,325,6,427.43,72.73,C,convoyeur,0
68.23,7.95,14.79,9.09,21.57,4,160,2,788.47,71.4,C,convoyeur,0
50.16,3.42,67.85,1.89,21.34,23,602,13,549.87,97.26,A,pompe,0
67.9,13.38,51.55,9.1,19.47,4,71,16,606.31,61.45,A,compresseur,1
42.99,17.29,36.2,4.26,19.46,11,506,13,575.77,39.19,A,convoyeur,0
93.08,1.7,11.4,2.73,17.94,16,122,5,54.2,84.86,B,compresseur,1
82.42,2.86,14.46,9.35,3.54,10,212,4,498.74,94.67,B,convoyeur,1
63.75,4.15,17.36,6.76,20.21,25,59,81.94,379.71,6.02,C,compresseur,0
50.77,12.96,61.66,9.12,,16,305,12,413.19,37.97,C,convoyeur,0
43.61,6.7,17.01,5.95,12.72,14,38,1,267.08,7.6,B,convoyeur,0
77.43,10.43,10.6,2.74,5.02,5,196,18,169.31,43.48,A,convoyeur,1
61.55,12.45,14.39,2.24,11.87,11,182,14,212.9,71.63,C,convoyeur,0
52.89,5.9,72.68,5.29,9.72,6,439,,166.37,76.11,B,compresseur,0
45.91,10.37,23.75,3.93,9.35,20,181,11,468.3,76.85,A,convoyeur,0
88.85,16.87,25.48,8.31,2.83,17,250,16,151.38,37.61,C,convoyeur,1
73.37,5.3,79.86,4.13,16.02,1,150,8,599.2,47.03,B,compresseur,1
65.02,4.61,83.92,3.55,2.55,2,126,13,414.22,93.82,C,pompe,0
81.89,8.18,41.97,8.07,11.19,20,35,16,168.87,54.62,B,pompe,1
93.81,12.41,81.06,4.92,10.34,22,97,16,182.64,0.66,B,compresseur,1
43.31,8.5,47.13,3.28,21.03,18,248,9,530.86,99.57,A,pompe,0
60.36,17.01,72.47,4.44,9.84,6,517,16,86.42,61.46,C,compresseur,1
35.84,13.92,38.76,5.33,9.21,22,241,0,642.8,31.85,A,pompe,0
73.82,9.84,39.01,5.15,10.13,4,523,11,643.25,5.36,C,compresseur,1
56.37,3.06,21.79,9.46,9.2,12,520,8,752.42,39.58,B,compresseur,0
89.03,12.35,32.45,9.0,5.47,9,649,9,14.95,93.38,B,convoyeur,1
60.14,18.14,46.37,8.01,0.75,25,145,18,473.9,1.38,B,compresseur,1
84.5,0.94,64.5,1.72,17.42,24,516,2,705.48,74.47,A,pompe,1
79.42,3.9,42.93,8.98,17.03,22,575,1,523.27,81.48,A,convoyeur,1
40.57,8.98,23.34,8.76,7.7,11,431,2,759.38,1.24,C,compresseur,0
60.59,13.99,27.8,8.39,16.09,9,681,10,778.24,20.3,NA,compresseur,0
60.34,16.42,12.82,2.88,3.11,5,533,18,479.81,96.73,A,pompe,1
74.38,11.75,85.65,7.36,16.94,6,312,4,106.97,91.3,A,convoyeur,1
35.34,4.74,61.44,6.62,17.23,25,571,12,812.97,48.58,B,compresseur,0
46.46,3.16,38.14,8.82,19.74,19,467,12,414.32,15.78,B,compresseur,0
60.25,14.0,78.08,3.95,8.3,11,157,2,304.79,77.03,B,compresseur,1
54.83,9.81,22.92,3.42,13.05,3,525,14,482.74,29.2,,convoyeur,0
47.09,13.19,31.14,4.23,17.22,7,14,16,573.79,16.46,A,convoyeur,0
41.67,12.63,28.21,2.32,15.86,12,345,4,123.87,56.91,A,convoyeur,0
53.61,1.6,55.03,5.94,12.66,24,458,14,241.44,58.42,C,compresseur,0
78.26,14.59,69.88,1.46,"4,50",18,587,18,188.8,44.28,A,compresseur,1
61.94,17.78,71.81,8.02,8.91,4,103,5,257.43,38.16,C,compresseur,1
89.11,17.21,87.52,5.74,21.79,3,505,17,564.15,85.75,B,pompe,1
77.66,8.1,13.69,5.19,9.72,21,330,3,574.98,67.25,C,pompe,1
54.2,3.31,44.93,3.01,19.94,5,48,9,224.52,4.43,C,convoyeur,0
38.26,16.81,80.57,7.93,8.65,2,435,14,154.2,45.31,C,pompe,0
89.55,15.36,10.55,1.34,11.14,6,416,1,629.99,0.87,A,convoyeur,1
73.16,14.82,77.53,1.02,20.57,13,111,6,824.33,35.08,A,NA,1
81.34,5.0,29.49,3.36,18.9,5,319,17,301.95,63.07,A,compresseur,1
73.38,6.94,54.94,5.92,16.86,17,198,3,516.21,NA,B,pompe,1
55.56,12.52,13.66,6.47,15.39,6,242,2,277.15,40.52,B,pompe,0
73.65,18.45,89.56,2.08,4.76,2,331,16,43.85,40.28,A,compresseur,1
74.3,15.37,59.05,7.57,1.09,6,566,17,569.67,20.85,B,convoyeur,1
74.71,11.72,25.4,5.25,0.74,13,319,2,806.34,54.56,C,convoyeur,1
94.23,1.98,75.43,1.31,5.34,19,71,8,765.51,37.62,A,convoyeur,1
48.89,11.0,59.73,2.21,2.41,15,672,13,844.56,76.46,A,convoyeur,0
48.48,12.28,78.87,4.56,11.74,21,15,2,556.04,33.56,B,convoyeur,0
64.91,18.36,64.49,5.1,10.96,6,414,14,590.89,45.6,A,convoyeur,1
65.71,13.64,,4.08,8.05,6,343,8,147.86,82.84,A,compresseur,1
71.48,14.12,31.31,3.15,20.15,4,95,9,298.66,48.31,B,compresseur,1
65.07,15.75,35.92,9.43,17.13,22,236,9,31.07,43.1,A,convoyeur,1
44.42,3.64,58.36,5.82,1.47,6,90,3,152.3,29.83,A,compresseur,0
76.3,5.17,37.36,7.97,9.52,14,391,8,147.79,15.76,C,pompe,1
66.41,8.71,57.3,6.56,17.11,8,720,11,118.42,75.07,C,convoyeur,1
65.33,10.76,57.41,4.61,8.27,11,20,18,566.67,36.44,A,pompe,1
61.57,11.12,25.7,5.12,5.34,4,324,6,18.17,72.73,A,convoyeur,0
81.54,2.84,44.65,6.33,14.51,16,28,11,150.85,62.42,B,convoyeur,1
72.07,9.0,12.98,5.53,19.88,6,628,17,698.08,86.85,A,,1
79.63,4.26,42.35,7.34,11.82,6,613,17,92.55,58.15,C,pompe,1
38.11,13.07,33.66,1.44,14.52,9,233,2,497.2,66.02,B,pompe,0
69.95,17.61,23.37,7.25,4.81,6,575,11,747.96,58.47,B,convoyeur,1
78.35,1.64,72.58,8.63,7.55,9,390,13,216.23,37.58,C,pompe,1
71.34,10.84,82.44,3.99,3.83,12,624,18,120.81,66.9,B,compresseur,1
46.27,7.08,23.63,8.64,16.05,11,469,0,567.06,47.5,C,convoyeur,0
91.7,9.23,21.85,5.54,3.39,15,487,15,440.72,41.91,B,pompe,1
55.15,3.77,85.65,3.51,2.2,10,203,13,301.77,NA,A,pompe,0
90.1,1.34,20.92,2.15,16.96,5,588,13,734.16,58.18,B,compresseur,1
51.35,11.93,63.38,2.2,9.34,20,430,11,699.29,12.31,C,pompe,0
57.52,11.24,55.28,6.52,16.71,14,671,8,307.03,48.11,B,pompe,0
63.63,2.59,50.13,9.31,3.38,13,105,11,109.43,90.82,B,convoyeur,0
48.31,10.91,33.85,7.74,17.03,1,,2,341.45,86.12,A,pompe,0
59.8,17.36,55.28,7.64,9.28,19,617,8,413.68,44.43,A,convoyeur,1
65.12,4.29,62.97,2.02,17.61,16,16,15,765.23,98.7,C,convoyeur,0
77.92,9.46,23.04,8.77,21.17,2,515,11,693.97,10.05,B,compresseur,1
70.33,11.67,73.02,NA,9.88,13,559,11,419.23,39.31,B,convoyeur,1
49.47,18.41,35.67,3.23,21.99,16,496,2,446.46,72.44,B,convoyeur,0
37.4,1.98,62.19,0.9,16.03,14,3048.15,8,690.06,28.09,B,compresseur,0
65.24,0.19,72.66,8.09,6.53,17,679,1,592.07,32.39,B,pompe,0
72.91,11.58,81.02,1.41,10.31,14,431,9,491.26,21.6,A,convoyeur,1
90.9,0.71,49.94,1.06,13.32,15,23,1,580.25,34.78,B,convoyeur,1
55.4,1.03,31.84,4.51,17.52,20,329,10,470.87,43.89,A,convoyeur,0
59.62,14.08,15.03,4.49,10.98,10,13,18,749.88,31.13,B,convoyeur,0
86.99,7.86,89.77,2.07,1.91,12,80,12,415.92,81.61,C,compresseur,1
47.29,3.32,71.74,3.08,0.55,1,334,0,26.24,84.7,C,pompe,0
68.14,7.58,43.86,4.42,9.08,5,190,18,175.75,67.68,A,convoyeur,0
94.59,1.41,91.46,7.68,9.73,23,674,6,171.95,65.15,C,convoyeur,1
60.88,15.13,42.45,1.27,16.91,10,460,14,154.94,86.96,C,pompe,1
72.04,8.89,47.4,4.39,8.99,17,401,,451.87,72.34,A,convoyeur,1
94.85,16.88,76.68,1.13,18.22,19,707,15,490.94,14.03,C,pompe,1
81.34,16.84,65.59,7.27,1.82,16,274,9,10.17,4.35,C,compresseur,1
42.41,17.41,91.0,8.67,17.43,13,219,3,660.24,44.42,B,convoyeur,0
77.66,16.58,67.16,4.09,19.52,25,94,15,182.24,37.85,B,convoyeur,1
86.99,16.63,77.88,1.52,9.65,6,279,2,395.38,4.4,A,pompe,1
57.56,1.63,24.75,4.64,5.15,9,570,7,123.94,19.12,B,pompe,0
53.62,5.17,54.88,1.3,15.0,0,407,10,481.03,69.95,C,compresseur,0
55.66,8.47,48.38,1.87,5.21,9,213,6,275.58,37.29,A,compresseur,0
46.42,1.35,38.21,2.14,21.85,4,452,5,612.62,9.52,C,compresseur,0
53.25,14.55,50.27,2.37,17.82,14,685,4,447.23,67.41,B,pompe,0
87.81,8.57,19.68,7.58,15.72,10,589,2,402.67,61.54,A,pompe,1
55.41,15.69,28.13,5.15,17.21,9,463,12,711.38,17.94,B,compresseur,0
67.69,9.51,40.3,3.71,5.63,0,608,10,672.62,3.36,C,pompe,1
40.16,12.18,79.24,5.76,16.42,0,538,13,229.16,38.67,A,pompe,0
35.53,16.36,20.27,3.1,11.78,15,446,16,126.6,33.56,C,pompe,0
88.37,0.44,29.64,3.7,11.72,16,421,17,279.63,85.0,A,compresseur,1
55.31,18.02,75.79,1.58,11.93,5,449,0,85.72,10.61,B,pompe,1
50.03,1.33,87.01,4.74,3.27,18,233,10,424.06,53.14,C,convoyeur,0
47.67,14.54,18.75,4.01,13.26,17,510,12,648.31,62.42,B,convoyeur,0
40.39,12.17,18.77,3.35,15.52,16,617,8,26.18,18.86,C,pompe,0
75.5,14.01,15.55,7.37,1.89,5,547,18,556.65,13.48,C,compresseur,1
45.37,0.62,76.4,3.45,10.38,0,697,9,177.99,54.77,A,compresseur,0
77.34,4.25,65.31,7.54,19.47,0,463,17,597.64,22.45,A,pompe,1
85.22,6.35,79.65,7.37,14.0,16,4,3,385.57,93.6,C,compresseur,1
82.4,0.71,41.66,1.99,14.59,20,374,17,321.81,75.73,B,convoyeur,1
45.88,2.13,13.38,8.55,11.62,3,194,6,60.49,28.07,B,convoyeur,0
65.13,0.13,34.57,6.57,21.49,1,619,4,488.91,62.61,B,pompe,0
48.45,8.43,56.37,1.59,11.29,21,417,8,813.28,66.72,C,pompe,0
66.17,8.91,60.72,7.48,8.94,2,118,6,837.63,545.1,C,compresseur,1
67.98,3.4,72.21,3.11,11.18,24,68,6,465.03,71.63,C,compresseur,0
76.65,13.09,66.44,5.17,19.91,10,184,16,815.11,66.86,A,pompe,1
71.95,1.9,14.21,6.84,3.81,2,640,2,46.6,62.11,A,pompe,0
66.5,9.79,18.09,5.25,18.01,4,703,0.0,542.85,98.08,B,convoyeur,0
50.13,4.79,54.82,3.62,9.63,22,692,13,703.78,44.86,C,pompe,0
58.6,15.71,28.59,3.87,3.32,0,534,14,482.84,17.0,B,convoyeur,1
91.92,8.69,59.63,6.1,15.03,24,722,6,831.39,25.05,B,convoyeur,1
88.89,13.75,71.67,8.41,20.27,20,81,0,245.98,3.79,B,pompe,1
74.7,5.27,41.25,5.92,15.48,8,406,15,810.5,71.75,A,compresseur,1
86.21,2.95,51.4,3.51,14.75,21,60,3,340.53,20.22,B,compresseur,1
49.42,8.4,63.68,,13.48,5,440,8,145.54,53.34,C,pompe,0
87.04,18.01,15.11,0.92,7.86,20,383,1,136.72,89.94,A,pompe,1
37.21,4.75,28.91,3.79,3.18,8,508,12,186.03,27.7,B,convoyeur,0
90.09,5.72,40.6,2.16,18.34,25,12,10,,90.91,A,convoyeur,1
38.41,12.46,91.1,3.34,7.99,13,471,8,189.67,48.88,C,pompe,0
82.46,2.96,15.03,5.31,19.99,14,639,18,746.18,56.06,A,pompe,1
41.98,13.79,69.84,2.91,4.47,16,563,16,686.89,4.16,C,pompe,0
50.96,16.47,61.34,2.64,11.76,18,257,16,728.7,63.03,A,pompe,0
88.67,4.66,64.33,5.96,11.58,19,600,8,718.89,99.85,C,pompe,1
81.12,14.36,25.1,6.89,18.3,10,455,4,53.02,85.26,,pompe,1
43.44,5.46,73.54,2.35,13.85,14,219,0,485.46,65.91,C,compresseur,0
83.52,5.71,70.02,4.21,0.54,22,91,12,156.18,91.0,C,compresseur,1
44.87,4.53,89.68,6.38,8.25,25,640,1,835.64,99.88,B,convoyeur,0
68.14,9.14,55.51,6.9,21.0,1,201,"4,00",157.05,71.44,C,convoyeur,1
81.66,11.85,31.33,7.57,18.18,17,600,14,720.87,10.23,,convoyeur,1
48.07,11.76,54.56,6.27,20.51,23,511,5,761.03,41.6,C,compresseur,0
67.54,15.97,780.29,4.56,9.42,25,28,18,125.87,72.81,C,compresseur,1
88.66,3.98,67.34,4.44,13.93,20,355,9,334.54,4.74,B,convoyeur,1
78.1,7.19,25.26,7.78,2.95,1,130,13,287.79,29.65,A,pompe,1
69.11,1.76,30.91,9.08,21.0,11,180,2,839.45,88.19,B,convoyeur,0
43.1,15.18,84.97,4.1,6.8,17,264,14,589.72,47.92,C,pompe,0
63.15,4.48,30.81,3.07,19.31,15,587,4,287.75,99.25,B,compresseur,0
55.01,7.62,19.92,2.08,19.13,2,547,4,204.35,50.13,B,pompe,0
49.79,14.0,53.3,5.82,16.15,10,136,8,327.58,50.54,B,pompe,0
57.86,8.43,73.59,3.9,0.85,2,304,10,807.54,40.07,C,pompe,0
65.38,12.44,48.82,8.72,12.47,0,255,11,108.01,84.19,C,pompe,1
50.29,17.76,84.18,2.8,4.62,19,323,11,191.9,47.9,A,convoyeur,1
50.84,4.72,36.21,4.45,11.04,14,425,11,326.17,57.85,C,pompe,0
90.23,3.32,19.88,8.89,19.53,3,715,16,688.13,2.3,C,convoyeur,1
43.58,1.01,43.46,6.42,14.16,11,279,2,172.38,29.56,C,convoyeur,0
82.89,4.04,23.95,2.03,12.64,25,382,3,319.88,32.63,C,convoyeur,1
41.65,2.35,75.72,2.53,5.85,8,380,18,226.62,4.24,A,pompe,0
45.74,9.87,54.34,3.19,8.98,15,170,1,57.25,97.8,B,pompe,0
41.6,1.79,54.28,6.16,9.56,2,375,0,158.34,17.08,B,compresseur,0
71.86,2.43,47.18,8.84,12.27,13,402,11,289.21,19.96,B,compresseur,0
78.72,12.14,50.46,4.79,12.35,5,356,11,534.7,66.14,C,pompe,1
42.68,17.9,34.16,8.33,0.89,3,590,5,379.32,9.59,B,compresseur,0
87.19,0.7,30.32,2.31,6.1,2,710,3,715.65,73.8,A,pompe,1
44.48,7.1,57.98,9.2,16.46,0,86,13,245.84,46.83,A,compresseur,0
81.45,15.18,75.32,4.59,13.63,2,639,7,370.95,26.71,A,compresseur,1
60.71,5.46,85.32,0.83,1.04,7,720,9,300.09,92.79,C,convoyeur,0
81.98,2.9,44.34,7.26,13.02,7,541,6,39.39,87.62,B,convoyeur,1
85.85,8.8,57.42,6.75,8.65,9,35,13,114.83,,A,compresseur,1
91.34,13.03,82.9,6.09,17.69,4,190,13,670.03,95.14,A,pompe,1
40.95,,38.97,6.43,19.38,11,272,18,131.04,23.17,C,compresseur,0
41.86,15.01,61.52,6.46,20.23,6,463,10,652.21,16.67,A,compresseur,0
67.2,17.56,27.7,3.7,5.42,6,100,12,NA,81.96,C,compresseur,1
62.81,5.05,55.58,3.9,1.92,6,324,9,97.06,14.59,C,pompe,0
47.4,14.75,81.03,4.94,5.57,8,NA,0,561.34,64.2,C,compresseur,0
38.74,12.62,73.81,1.25,17.35,8,333,2,88.81,2.32,C,pompe,0
51.52,12.7,19.85,8.6,6.97,13,436,18,365.02,98.17,C,pompe,0
85.07,1.41,43.34,4.33,15.19,22,159,14,348.23,78.0,B,pompe,1
90.64,3.42,62.97,6.28,3.0,16,199,14,96.15,84.21,B,pompe,1
65.67,7.35,48.85,7.64,7.46,19,291,15,39.06,85.99,B,compresseur,0
81.45,18.19,68.31,5.58,7.63,1,103,17,738.66,93.75,A,convoyeur,1
82.26,16.43,77.52,5.3,11.49,18,249,14,257.71,29.95,C,compresseur,1
64.32,7.56,71.76,9.41,21.67,20,298,14,127.78,61.99,B,pompe,0
89.87,12.49,64.45,7.6,6.0,6,245,3,74.09,19.39,C,convoyeur,1
91.53,16.25,43.13,8.52,5.0,8,554,2,"360,85",51.91,A,compresseur,1
69.33,13.35,27.96,3.83,11.14,12,364,1,490.34,8.09,A,pompe,1
87.01,17.45,45.34,5.34,13.49,9,224,13,99.43,47.92,B,convoyeur,1
53.55,4.2,59.58,4.81,20.7,23,187,17,527.2,59.19,B,convoyeur,0
72.88,6.04,76.97,3.74,16.31,4,362,3,153.68,84.32,C,compresseur,1
38.39,16.35,66.22,5.8,21.91,22,278,16,487.98,55.68,C,pompe,0
88.63,11.5,75.98,1.4,6.68,7,19,1,251.95,99.69,B,pompe,1
57.99,13.14,19.7,2.15,5.62,2,113.87,8,822.02,27.17,C,convoyeur,0
82.33,11.46,39.05,8.36,10.65,1,132,1,497.47,81.14,C,pompe,1
45.13,7.38,28.58,8.22,7.06,11,5,5,743.97,34.23,C,compresseur,0
85.69,10.07,46.73,6.84,1.94,20,228,9,43.51,60.34,C,compresseur,1
39.98,11.19,43.55,7.18,0.87,9,484,6,76.98,78.96,A,compresseur,0
38.46,2.95,18.35,2.37,18.72,25,190,3,329.11,38.96,A,convoyeur,0
80.17,11.37,30.17,4.38,8.24,10,174,11,833.04,7.62,C,compresseur,1
48.47,17.77,85.32,5.31,1.72,0,542,0,326.68,35.54,C,pompe,1
41.66,0.97,16.02,5.36,6.44,14,385,13,620.67,7.74,C,,0
73.45,0.39,17.91,8.45,15.55,21,151,5,173.34,41.87,C,pompe,0
78.15,8.71,69.34,2.48,5.89,24,223,6,615.42,2.39,C,compresseur,1
84.1,16.7,17.7,6.09,16.65,19,638,4,505.96,24.13,B,pompe,1
39.71,2.29,88.79,5.76,17.66,11,516,3,466.48,29.67,B,convoyeur,0
39.88,8.41,91.84,6.74,8.12,6,87,16,39.38,55.4,C,compresseur,0
37.24,1.03,43.07,1.03,1.37,1,472,10,300.63,79.37,B,compresseur,0
89.69,7.01,15.72,1.63,9.63,8,643,9,809.38,79.14,B,convoyeur,1
81.56,1.74,26.51,7.6,8.26,4,602,13,301.22,71.47,B,pompe,1
36.65,3.45,84.38,7.21,4.02,18,566,1,758.13,36.76,B,compresseur,0
47.62,6.54,10.46,6.71,9.47,8,269,17,240.57,90.05,A,convoyeur,0
70.25,1.9,43.84,4.54,17.19,20,396,5,339.06,22.5,B,compresseur,0
40.57,17.28,24.93,3.41,0.75,12,367,7,657.71,94.58,A,pompe,0
71.21,16.07,61.04,0.99,17.49,22,381,7,357.94,36.58,A,compresseur,1
87.26,10.93,91.37,4.78,0.89,9,341,0,123.54,57.25,B,convoyeur,1
