distance_km,poids_kg,volume_m3,cout_transport,delai_preparation_h,nb_points_passage,score_qualite_route,meteo_risque,promesse_delai_h,jour_semaine,transporteur,priorite,retard
1189.49,42.88,1.69,393.09,64.07,3,22.06,85.62,188.03,2,T3,standard,0
1479.04,55.52,3.48,160.02,26.23,12,16.92,99.57,138.68,3,T1,express,1
1063.79,63.14,1.02,193.83,29.88,16,1.84,15.38,92.65,3,T1,standard,0
652.34,48.05,1.04,17.71,48.13,1,82.12,72.72,130.85,7,T2,standard,0
2095.19,97.7,2.66,231.23,8.77,6,31.46,20.61,135.78,5,T3,express,1
249.18,58.85,2.4,98.22,36.09,9,59.56,98.65,13.1,7,T2,express,0
3043.27,110.86,2.4,305.7,53.09,13,17.14,17.3,193.83,2,T1,express,1
2284.05,13.08,2.73,438.79,,4,64.75,23.7,98.81,4,T1,express,1
1834.11,89.95,0.25,413.61,64.58,18,58.94,32.25,42.89,7,T2,express,1
276.07,60.95,2.66,110.2,52.95,12,88.85,46.43,51.96,6,T3,express,0
905.6,12.72,1.55,31.99,18.45,18,7.01,94.56,179.12,5,T3,standard,0
370.38,90.25,2.82,86.74,5.59,8,73.84,46.01,83.52,5,T1,standard,0
1529.28,99.08,0.81,42.88,45.1,3,32.97,47.87,38.29,6,T3,express,1
3138.24,112.43,1.25,83.6,17.83,4,90.68,37.64,186.08,7,T2,standard,1
880.0,36.63,1.08,220.16,28.88,14,58.92,72.31,126.41,7,T3,express,0
1787.8,43.83,1.91,190.71,24.82,5,66.88,2.31,94.79,5,T3,express,0
1204.61,65.8,2.63,361.77,40.03,18,32.33,74.7,229.13,7,T2,standard,1
437.66,82.2,0.16,212.56,31.15,14,36.06,59.25,130.16,6,T2,express,0
3188.57,103.73,1.73,389.91,24.38,1,87.42,7.4,96.9,6,T3,standard,1
618.65,42.97,0.84,418.83,18.35,15,90.34,95.42,12.03,3,T3,standard,0
77.9,56.98,1.02,220.92,70.62,11,58.59,54.12,181.14,6,T2,express,0
2461.17,19.02,0.59,328.03,5.63,16,18.51,96.02,9.67,2,T1,express,0
1900.64,6.56,2.68,94.4,11.27,14,82.65,97.3,228.68,3,T3,standard,0
2066.7,84.89,3.09,264.42,10.36,4,38.46,95.99,166.82,,T3,express,1
472.99,88.59,2.42,250.08,57.5,18,56.27,72.01,11.17,7,T2,standard,0
1271.73,17.39,1.29,304.48,61.78,18,98.75,62.73,216.26,3,T3,express,0
827.62,119.48,0.09,306.79,70.65,9,66.71,50.29,39.25,1,T2,express,0
1945.99,36.16,0.58,59.29,23.84,8,95.13,82.48,107.87,6,T2,express,0
1938.9,105.97,1.39,131.72,28.51,6,99.93,90.69,141.86,7,T2,standard,1
1702.47,29.77,3.37,96.25,19.19,7,65.3,17.42,92.08,6,T3,standard,1
1413.98,110.97,0.6,447.57,25.44,14,21.33,69.8,51.23,4,T1,standard,1
2735.5,81.39,0.07,343.21,58.57,16,67.82,"7,51",19.5,4,T1,standard,1
504.98,99.18,0.85,252.35,25.27,5,14.77,18.25,147.3,5,T3,express,0
657.48,59.2,1.83,163.14,6.78,17,23.57,19.25,153.72,6,T2,express,0
248.76,3.2,0.69,315.43,61.95,6,28.69,55.29,79.79,5,T3,express,0
1697.66,62.06,1.32,287.31,56.88,1,49.19,77.36,162.95,6,T2,express,0
312.21,74.46,2.2,87.98,8.47,5,73.13,62.79,207.06,3,T1,standard,0
1156.28,20.17,3.28,445.96,6.19,4,48.87,51.35,192.07,2,T1,standard,0
1857.92,30.52,1.15,106.63,22.97,15,65.33,2.85,165.02,6,T3,standard,0
2219.28,7.72,1.9,172.94,49.99,15,50.39,63.74,192.62,7,T2,express,0
565.84,96.73,0.16,427.78,59.79,14,56.29,8.53,49.03,7,T3,standard,0
2621.69,91.16,2.46,26.46,44.15,13,17.63,9.02,16.59,2,T2,express,1
865.59,10.6,3.34,399.12,43.14,5,6.22,90.49,208.43,1,T1,express,0
2714.76,6.02,1.01,441.61,61.01,14,5.05,12.87,186.1,3,T1,standard,0
191.64,84.15,0.69,414.03,55.96,1,82.75,11.21,16.25,2,T3,express,0
2574.87,95.39,2.46,281.6,11.68,10,68.02,13.21,179.12,3,T1,express,1
1109.65,25.27,0.86,313.99,3.35,13,43.37,28.53,106.83,3,T1,standard,0
2060.38,48.31,0.85,233.61,62.11,9,16.62,71.29,78.85,6,T2,express,0
1455.0,81.05,1.13,183.95,10.0,1,4.94,67.2,200.42,7,T1,standard,0
3189.64,106.82,3.3,362.02,69.83,6,3.96,5.97,44.19,3,T1,express,1
2373.92,84.12,2.66,389.93,69.66,17,81.77,92.32,192.49,6,T1,express,1
694.31,83.5,1.97,245.67,64.03,10,45.47,35.68,9.34,2,T1,standard,0
618.55,102.4,0.04,247.98,40.0,3,76.71,2.09,13.73,4,T2,standard,0
1388.37,22.56,3.21,384.68,32.69,10,26.43,21.56,152.09,5,T3,standard,0
2577.94,66.77,0.68,268.35,41.96,6,69.12,16.93,58.33,1,T1,express,1
3154.06,70.0,0.86,440.17,36.31,8,21.17,55.11,24.16,7,T2,standard,1
2854.6,62.77,0.51,402.31,28.41,14,78.53,31.22,55.16,2,T3,standard,1
3050.1,27.1,2.0,397.58,6.78,11,58.67,73.26,133.2,6,T2,standard,1
2107.33,1.05,2.79,303.99,19.73,8,2.33,23.63,185.47,4,T3,standard,0
262.54,23.85,0.61,139.82,33.51,5,24.52,76.91,205.21,3,T1,standard,0
6.09,119.29,2.33,160.77,52.9,17,57.11,62.89,96.3,5,T3,express,0
2384.11,100.91,0.09,429.47,39.82,10,55.73,30.79,17.98,6,,standard,1
1065.44,71.46,2.44,26.9,61.2,6,87.62,82.33,223.75,7,T3,express,0
1041.23,1.7,0.4,159.31,49.4,15,62.96,97.72,177.83,4,T3,express,0
2848.76,110.6,2.68,17.24,37.31,12,0.35,34.09,220.17,4,T2,express,1
2158.18,35.52,2.5,301.37,47.54,3,41.67,79.83,152.25,1,T2,standard,1
1154.7,105.17,0.62,80.62,70.72,16,71.62,70.06,105.49,1,T1,standard,0
3006.11,11.03,0.92,82.78,14.94,17,22.58,49.97,25.76,6,T3,express,1
557.9,56.58,2.51,190.61,27.4,14,43.68,89.73,238.33,4,T1,standard,0
2776.61,119.57,2.21,132.15,56.21,9,74.23,88.59,94.67,4,T2,standard,1
1743.49,34.45,1.21,307.57,66.58,11,32.86,42.5,15.26,4,T3,standard,0
14879.88,16.31,0.55,305.26,15.42,5,36.03,91.09,111.98,7,T3,standard,1
1011.01,112.39,"2,09",332.71,59.64,7,56.04,52.65,83.33,4,T1,standard,1
175.47,28.58,1.57,373.77,11.44,2,39.19,38.29,53.39,7,T2,express,0
475.78,76.59,0.85,68.39,53.79,3,97.95,29.11,233.33,4,T1,standard,0
260.0,78.87,1.65,435.75,7.78,11,79.35,19.72,124.76,6,T2,standard,0
3196.61,9.06,0.79,211.57,66.63,10,40.47,77.51,93.09,2,T1,standard,1
826.73,44.85,2.19,68.98,49.74,14,14.59,91.57,85.59,2,T3,express,0
1577.29,47.51,3.04,188.56,39.05,1,18.84,87.36,25.39,1,T1,express,1
2825.03,8.77,0.64,48.15,62.73,15,22.75,52.0,,2,T1,express,0
511.0,26.2,2.31,220.53,13.45,8,16.49,24.85,192.22,5,T3,standard,0
459.36,108.64,2.07,416.8,65.02,5,58.39,69.92,172.73,4,T1,express,0
3194.43,16.96,1.54,324.33,41.14,17,97.93,90.74,43.28,7,T2,standard,1
353.81,101.49,1.35,360.47,4.21,7,58.54,9.76,21.67,1,T1,express,0
1058.24,25.92,2.36,18.51,539.03,16,86.68,86.81,170.97,1,T1,express,0
2490.23,85.22,3.02,101.36,10.02,6,33.34,21.84,106.19,3,T3,express,1
681.79,83.3,3.01,267.16,30.81,5,26.49,33.65,62.16,7,T1,standard,0
2217.75,62.26,0.66,235.21,47.92,4,48.97,61.75,145.38,2,T3,standard,1
3136.04,74.67,3.22,321.34,64.65,12,88.06,10.75,18.85,5,T2,standard,1
840.65,119.79,1.43,132.13,69.8,3,60.15,76.24,79.39,1,T1,standard,1
517.16,44.08,3.18,443.25,22.33,16,64.37,46.81,40.98,5,T3,standard,0
2623.42,70.01,3.09,68.1,2.71,1,97.86,95.64,72.77,5,T2,express,1
2019.89,41.22,2.39,418.22,42.96,13,97.11,30.24,120.37,1,T1,express,1
3130.83,56.17,2.61,386.68,46.7,14,98.63,20.83,34.26,6,T2,standard,1
2262.23,93.94,1.95,79.48,,6,96.6,99.31,103.12,2,T1,express,1
670.34,113.84,0.52,85.19,14.37,1,19.72,83.69,122.82,3,T1,standard,0
422.35,37.84,3.15,130.11,44.19,12,45.53,58.9,18.81,1,T1,express,0
2660.74,93.09,3.03,281.53,39.64,14,88.59,21.05,212.4,"5,00",T2,express,1
1171.18,48.47,3.13,316.08,50.57,8,20.0,50.99,59.14,4,T1,express,0
2472.78,73.06,3.34,292.49,21.68,15,44.7,96.34,213.76,3,T2,standard,1
527.78,104.85,2.28,324.52,3.64,13,9.21,48.06,21.23,6,T1,standard,0
1530.83,23.22,1.42,273.75,6.16,10,52.2,32.32,53.25,7,T1,standard,0
1164.05,57.54,1.69,362.26,62.02,18,55.27,74.93,111.88,4,T2,express,0
833.53,118.03,0.21,370.79,36.94,12,28.63,8.35,51.5,3,T2,standard,0
1945.25,114.3,2.22,40.92,66.47,7,60.73,46.58,22.87,4,T3,express,1
1168.54,11.07,3.29,256.67,57.12,11,35.4,50.99,208.29,7,T3,express,0
1589.05,67.81,0.88,241.89,5.44,9,34.62,90.35,199.41,5,T1,express,0
1223.13,72.62,0.71,202.78,15.07,9,62.46,49.91,230.39,7,T3,express,0
2226.35,24.41,1.32,225.74,26.51,12,73.04,6.94,184.71,4,T3,standard,0
195.99,89.46,1.74,199.12,32.49,2,21.6,55.89,118.98,7,T3,standard,0
2870.6,8.06,3.07,360.48,31.22,4,79.24,2.82,122.88,1,T2,express,1
1585.2,29.9,1.44,172.27,26.65,7,21.18,99.69,147.08,,T1,express,0
2557.75,40.54,2.01,139.84,35.52,16,91.02,15.22,131.82,3,T1,standard,1
1408.83,55.92,0.37,275.83,1.57,13,95.54,24.33,17.52,4,T1,standard,0
1603.07,39.31,1.55,180.37,35.12,18,30.92,36.61,68.96,NA,T1,express,0
219.96,101.0,1.46,413.27,41.44,5,37.31,98.03,164.39,6,T2,standard,0
1019.57,68.16,0.2,387.95,38.16,11,8.77,31.05,143.74,6,T2,standard,0
873.86,80.4,2.24,338.28,22.76,11,71.65,93.49,230.38,7,T2,standard,0
1499.09,118.57,0.37,233.06,29.84,13,98.75,88.46,169.25,3,T1,standard,1
1511.25,1.54,3.18,363.95,14.13,4,93.77,50.66,155.39,6,T3,express,0
2741.87,54.22,0.08,277.23,24.36,6,17.68,33.88,181.43,5,T3,express,1
3093.46,90.2,0.16,360.82,59.31,17,54.21,50.96,100.1,6,T3,standard,1
625.88,117.51,0.37,107.17,6.47,18,56.77,17.37,143.84,5,T1,express,0
2932.5,11.02,1.91,193.94,63.31,14,16.67,81.17,52.42,3,T1,express,1
3061.61,29.26,1.11,62.51,5.49,15,74.07,72.01,99.6,NA,T2,express,1
2681.23,61.09,3.22,206.31,65.05,6,16.18,70.77,191.78,3,T3,express,1
1393.0,44.8,2.06,405.79,12.69,15,18.89,40.68,40.69,7,T3,standard,0
2403.36,63.74,3.45,349.05,26.34,9,51.22,43.39,76.24,6,T2,standard,1
340.13,66.59,0.47,152.05,28.36,6,88.71,27.1,123.58,5,T1,express,0
1499.44,1.07,1.38,301.6,10.55,2,57.09,74.68,94.45,6,T2,standard,0
1426.23,26.17,0.88,192.9,54.02,11,88.35,55.78,147.73,5,T2,standard,0
2766.12,53.28,2.7,206.16,12.07,5,30.12,69.41,126.13,5,T2,express,1
2548.53,108.8,0.01,66.81,12.55,18,91.14,11.31,81.73,2,T3,standard,1
428.9,67.83,2.16,209.55,50.86,8,97.86,81.77,157.95,7,T2,standard,0
2514.8,64.72,2.03,128.47,10.23,18,0.56,59.55,55.68,6,T2,express,1
1517.73,83.05,0.74,406.68,14.75,8,52.19,9.81,6.51,1,T1,express,0
2404.66,3.26,1.31,276.68,69.0,3,97.31,95.27,86.0,3,T1,express,0
2002.09,28.72,1.48,"185,94",43.15,15,1.28,43.81,239.79,4,T1,express,0
734.46,28.09,0.96,318.16,16.74,10,44.28,15.77,120.28,1,T2,express,0
1287.13,95.0,2.53,217.79,33.88,16,19.49,47.03,183.79,1,T1,standard,1
2833.38,25.7,2.73,343.08,22.0,2,67.91,49.89,61.56,3,T1,standard,1
1127.81,26.86,3.5,169.51,48.38,2,32.78,29.77,110.34,3,T2,express,0
31.22,102.25,1.23,65.62,52.53,9,32.11,77.99,85.67,5,T3,express,0
2499.81,61.45,3.47,22.64,44.21,3,74.71,74.83,133.1,7,T3,standard,1
1994.22,72.26,1.89,182.15,29.83,18,28.29,24.17,183.6,2,T2,standard,1
539.05,43.27,1.24,112.36,17.28,2,24.6,67.85,134.07,7,T1,express,0
2585.97,109.74,0.46,66.39,25.14,6,6.82,36.85,230.67,4,T1,standard,1
906.25,25.04,0.72,443.25,2.03,,17.27,17.97,7.25,5,T1,standard,0
2388.63,87.51,1.25,145.19,23.45,1,61.34,75.47,86.93,6,T2,express,1
1035.35,40.19,2.74,271.36,40.24,15,21.34,67.76,158.25,1,T1,express,0
541.78,7.26,0.58,71.96,61.47,13,59.25,80.33,86.31,3,T2,express,0
408.16,82.63,2.29,34.89,64.55,14,77.04,67.82,8.94,6,T1,express,0
658.5,68.32,2.03,33.91,39.51,8,14.62,9.67,148.49,3,T1,express,0
2720.16,73.31,1.35,235.3,23.05,16,91.57,2.46,43.59,5,T2,standard,1
292.62,70.58,2.37,81.61,50.71,14,45.52,6.51,133.15,6,T3,standard,0
563.75,31.48,2.59,107.86,35.28,6,45.54,37.27,231.52,6,T1,standard,0
2449.87,13.33,1.64,288.49,44.02,6,45.82,85.91,206.15,5,T2,standard,1
3056.89,112.73,1.77,423.3,61.54,16,81.71,NA,170.29,7,T1,standard,1
1582.95,20.63,0.52,51.03,15.51,11,66.71,5.89,,7,T2,standard,0
1112.5,109.63,1.38,373.99,70.28,12,99.24,84.92,146.06,4,T3,express,1
2648.52,29.77,0.33,247.38,8.39,18,87.05,8.89,80.41,1,T1,express,1
1487.29,36.93,0.81,153.11,10.71,3,38.22,92.2,24.12,7,T1,express,0
3059.61,63.09,2.64,313.1,55.16,17,76.0,75.24,174.08,3,T3,standard,1
1938.94,17.12,1.05,208.28,28.96,17,4.92,53.73,151.74,5,T1,standard,0
409.08,40.68,1.9,81.22,19.33,6,62.98,30.06,63.74,6,T3,standard,0
2357.17,39.29,1.23,33.14,69.16,6,32.96,55.86,122.73,7,T2,standard,1
1223.44,87.52,0.57,170.88,57.02,12,44.07,0.43,47.04,3,T2,express,0
2630.27,110.37,3.11,26.93,28.81,3,50.17,90.0,102.24,6,T2,express,1
218.02,64.78,0.86,333.1,67.7,10,69.86,78.02,69.3,3,T1,express,0
2386.69,22.31,1.47,136.89,8.49,8,63.12,77.7,19.24,1,T3,express,1
56.92,98.69,1.94,399.75,13.42,5,89.64,87.62,121.55,7,T2,express,0
238.43,83.89,2.72,437.64,59.98,18,56.48,4.62,194.75,4,T2,express,0
1206.57,10.32,0.41,361.61,60.15,6,61.77,81.68,218.57,1,T1,standard,0
2610.66,96.13,2.73,203.09,57.07,13,8.6,76.11,213.69,5,T2,standard,1
1296.57,36.37,1.1,349.77,42.06,7,14.35,24.75,6.41,6,T1,express,0
1308.61,95.01,3.37,354.35,63.06,12,96.22,89.04,114.11,7,T1,standard,1
1072.62,93.09,0.97,390.0,11.21,3,76.69,76.58,200.65,7,T2,standard,0
466.45,108.89,2.18,108.73,69.4,1,78.76,56.56,181.56,4,T2,express,0
1909.75,13.19,3.15,143.17,29.4,3,68.44,95.12,103.02,7,T3,express,1
3000.94,58.24,1.89,289.63,20.8,9,78.31,29.47,196.3,2,T2,express,1
1221.99,5.95,1.16,309.63,26.39,1,48.64,76.87,54.6,5,T1,express,0
2268.5,96.28,0.55,93.44,40.11,16,NA,64.38,44.5,4,T1,express,1
169.29,11.29,0.58,140.88,70.97,3,68.28,5.6,43.76,5,T2,standard,0
707.35,97.71,NA,33.5,5.89,15,83.42,1.83,188.76,2,T2,express,0
2925.06,20.54,1.03,357.69,48.47,6,34.49,92.93,12.67,7,,standard,1
516.15,54.87,0.34,220.86,11.73,2,51.92,47.26,80.81,6,T1,standard,0
2736.79,108.04,2.45,85.24,25.53,3,54.46,66.06,38.04,1,T2,standard,1
2728.62,8.96,2.57,102.9,60.99,2,14.6,26.7,229.37,NA,T1,express,1
2294.88,117.67,2.97,67.06,23.92,5,89.66,88.54,115.6,2,T2,express,1
2314.96,118.27,3.25,371.98,51.2,8,99.95,9.59,203.87,4,T1,standard,1
566.99,12.88,3.03,136.26,11.08,6,19.68,97.99,203.5,6,T2,standard,0
1084.42,,0.91,188.31,69.41,16,98.2,60.14,99.28,5,T1,standard,0
79.81,13.79,2.59,18.04,26.38,14,29.22,11.7,51.75,3,T3,express,0
1860.84,96.34,2.33,226.02,2.63,4,40.42,12.54,81.56,1,T3,express,1
3077.31,89.74,2.44,339.57,40.51,2,40.13,12.0,80.69,7,T2,standard,1
1092.54,107.21,2.22,423.02,25.2,12,44.26,88.97,8.26,4,T1,express,1
2285.02,21.09,2.06,437.06,43.72,17,92.92,71.65,54.08,4,T2,express,1
3123.51,2.83,2.21,13.63,18.18,12,73.95,55.94,73.24,6,T1,standard,1
208.42,98.35,2.9,373.63,57.02,6,90.75,12.49,31.59,5,T3,express,0
1183.26,97.67,0.07,203.1,25.4,6,49.97,4.34,20.25,2,T2,express,0
1344.0,12.12,0.77,55.27,25.84,2,41.74,43.22,99.72,4,T1,express,0
2179.55,4.26,2.37,63.09,49.46,15,50.09,87.76,218.73,5,T2,express,0
3028.02,105.03,1.74,57.32,22.48,12,14.37,63.19,232.25,2,T2,express,1
336.59,87.09,3.3,204.92,46.89,10,49.21,78.04,149.78,5,T3,express,0
2362.39,67.44,2.72,16.62,3.71,8,93.14,84.71,120.24,1,T3,express,1
2958.44,8.03,1.85,172.89,58.95,8,24.27,67.99,15.54,4,T3,standard,1
2470.77,47.78,2.73,115.46,3.78,6,21.0,28.02,136.91,3,T1,express,1
2423.17,90.63,0.51,133.99,26.26,13,12.38,18.4,9.22,4,T1,express,1
2977.93,394.31,0.82,222.09,69.11,14,23.53,1.66,90.41,7,T2,express,1
685.92,16.69,2.16,223.01,54.78,12,23.55,87.74,81.46,2,T3,express,0
3009.26,13.89,0.36,104.75,66.01,6,32.89,10.66,45.07,5,T2,standard,1
771.41,49.84,0.82,116.67,29.15,5,41.98,37.43,133.44,6,T2,standard,0
2666.36,86.44,1.0,215.14,6.57,14,2.75,7.32,212.01,6,T1,standard,1
419.52,63.94,1.1,82.2,26.68,18,45.1,90.05,78.07,4,T2,express,0
98.5,12.03,0.46,68.86,4.79,10,,10.92,132.28,4,T2,express,0
163.45,116.88,2.88,324.9,5.14,14,31.58,30.3,191.72,5,T1,standard,0
353.03,118.69,1.06,164.53,52.96,1,78.64,72.34,158.9,1,T2,standard,0
1713.09,67.05,0.8,287.23,36.86,5,18.37,67.25,42.62,1,T1,express,0
604.78,30.45,2.85,289.86,2.55,16,20.57,27.99,208.75,7,T3,express,0
671.52,100.24,0.13,98.63,67.71,16,54.91,97.79,141.31,5,T2,standard,0
2242.64,34.73,3.38,303.12,37.39,9,49.69,75.38,218.3,7,T2,standard,1
3136.33,58.58,,270.04,7.44,8,4.52,31.52,120.58,1,T2,standard,1
3037.4,9.91,3.0,53.16,24.34,"8,00",70.07,9.96,89.77,3,T2,express,1
2112.92,104.41,1.4,311.04,2.68,3,46.49,78.62,196.09,1,T2,standard,1
1582.72,80.32,2.47,226.25,60.83,3,30.07,20.89,143.69,1,T1,express,1
3022.79,5.14,2.36,60.25,34.34,8,87.3,20.86,116.77,6,T2,express,1
1235.94,90.02,2.83,226.65,47.93,6,23.41,81.05,158.22,6,T2,express,1
386.58,42.78,3.23,299.58,64.6,,74.45,89.9,130.85,6,T1,standard,0
2863.91,53.43,0.98,191.33,61.15,12,17.88,97.38,180.24,6,T1,express,1
8.18,117.21,2.81,183.6,45.21,1,6.43,77.96,201.07,3,T3,express,0
2196.93,39.68,0.54,302.34,10.27,7,86.78,6.91,44.13,5,T3,standard,0
2672.83,114.9,1.83,264.44,14.08,6,47.28,24.05,19.36,2,T1,express,1
2877.38,15.8,3.21,86.44,35.62,18,49.92,73.22,154.83,1,T3,express,1
1087.59,9.65,3.03,310.13,40.71,1,64.48,44.58,66.84,5,T3,standard,0
599.76,89.85,1.99,443.57,65.29,10,75.21,8.91,90.18,5,T3,express,0
391.6,31.33,0.14,57.43,56.01,2,65.13,33.71,12.73,7,T1,standard,0
821.21,51.88,2.0,239.84,65.57,7,44.95,16.54,119.75,3,T3,express,0
953.24,111.67,2.01,242.1,32.29,8,20.51,49.51,102.26,3,T1,standard,1
2493.9,,1.34,447.46,27.8,15,7.67,67.06,155.58,4,T1,express,1
2828.39,64.51,0.95,88.75,37.18,2,NA,45.02,136.04,1,T3,standard,1
1900.69,72.48,2.11,360.38,27.36,13,35.1,77.32,116.65,5,T2,standard,1
682.15,118.33,3.19,64.75,10.77,9,85.31,5.1,76.58,5,T2,express,1
2870.5,39.91,2.69,384.9,5.61,14,16.24,13.5,165.67,4,T2,standard,1
1069.13,4.67,2.29,376.87,9.55,9,13.81,28.62,9.58,2,T2,express,0
2867.49,94.99,0.16,292.08,20.67,11,42.9,87.84,23.55,1,T2,standard,1
2453.13,30.13,0.11,89.15,16.88,11,85.29,69.13,162.24,5,T3,standard,0
820.51,85.9,1.44,357.43,50.58,14,19.08,27.08,220.66,5,T2,standard,0
2163.17,74.6,2.29,141.64,51.99,11,75.58,46.56,100.54,2,T1,express,1
438.31,100.56,1.39,251.26,58.8,2,74.01,15.53,160.55,1,T3,standard,0
1216.11,74.0,1.68,251.16,42.18,17,41.51,91.97,46.38,7,T2,standard,0
,50.24,1.01,146.15,40.69,14,56.81,96.57,68.99,7,T3,standard,0
500.77,96.5,0.76,129.07,65.65,5,8.32,44.45,225.32,7,T2,express,0
2787.69,44.44,0.59,262.02,23.57,16,53.07,19.2,51.14,4,T2,standard,1
2888.15,60.68,0.83,258.4,44.93,13,73.78,4.33,178.58,6,T1,express,1
