age,revenu_annuel,anciennete_emploi_mois,montant_credit,duree_credit_mois,taux_endettement,nb_credits_actifs,historique_impayes_24m,score_bureau,ratio_utilisation_cartes,nb_enfants,logement,defaut
24,28208.35,235,,32,0.541298,3,8,482,0.62,2,famille,1
49,14143.79,115,39874.18,15,0.455094,4,1,565,0.85,2,locataire,1
38,78448.31,64,9809.55,6,0.309549,0,12,732,0.8,4,famille,0
26,19310.53,136,1290.9,26,0.189715,5,1,417,0.25,5,locataire,0
63,80360.43,88,30508.76,39,0.615246,6,2,599,0.84,5,locataire,0
46,43860.97,197,41045.59,30,0.326731,3,7,553,0.4,5,locataire,0
37,34730.26,67,22425.35,48,0.563197,2,6,565,0.68,4,proprietaire,0
24,90644.81,33,44954.55,23,0.182167,5,11,725,0.88,4,locataire,0
45,94446.95,44,8845.38,64,0.47813,7,9,807,0.42,5,locataire,0
57,73883.93,29,33419.8,,0.486051,4,8,778,0.69,1,famille,0
47,28830.99,139,40979.27,16,0.167986,3,3,784,0.76,4,famille,0
59,25277.79,32,44385.71,,0.638375,3,7,627,0.35,4,proprietaire,0
43,20999.44,149,41334.93,56,0.14255,3,10,608,0.94,1,locataire,0
43,89979.45,155,10529.77,18,0.449529,5,1,656,0.21,4,proprietaire,1
48,82300.94,40,23919.13,43,0.072169,1,0,481,0.46,1,proprietaire,0
39,32284.72,138,33113.73,25,0.60095,0,4,711,0.59,4,famille,0
45,53470.52,104,35944.81,83,0.435062,3,6,616,0.66,5,proprietaire,1
37,79330.79,20,36190.79,7,0.670687,6,9,706,0.69,4,proprietaire,0
58,30626.44,199,2910.05,8,0.487585,2,6,782,0.71,1,proprietaire,0
43,69018.77,124,21182.85,23,0.364575,0,5,700,0.37,2,locataire,0
43,33150.56,227,22612.15,79,0.670259,4,11,599,0.63,6,proprietaire,0
53,27001.85,124,35729.59,83,0.050509,,0,696,0.23,4,locataire,0
50,73415.24,69,18833.93,53,0.426223,0,6,677,0.98,5,famille,0
36,65775.19,120,23016.31,51,0.492318,5,2,618,0.25,0,proprietaire,1
30,70928.49,200,14371.48,45,0.2443,1,11,463,0.27,4,proprietaire,0
49,66337.48,186,41747.11,66,0.411582,0,6,449,0.91,3,famille,0
67,75740.19,194,1403.5,66,0.198461,1,0,508,0.05,3,proprietaire,0
62,54937.19,72,9933.9,69,0.414723,6,4,618,0.62,0,proprietaire,0
26,59441.53,78,26013.39,61,0.549296,7,7,504,0.19,4,locataire,0
39,73747.96,6,15019.12,41,0.640514,2,1,4757.33,0.3,4,locataire,0
41,52783.27,80,24344.31,72,0.059843,0,0,451,0.15,6,proprietaire,0
58,66563.58,207,44654.73,74,0.714101,3,10,679,0.19,5,locataire,0
28,78926.35,42,5424.42,73,0.04296,3,8,569,0.28,6,,0
49,94562.46,165,27484.92,73,0.255926,7,7,598,0.72,1,proprietaire,0
36,25623.13,NA,13470.66,43,0.345218,7,1,643,0.78,2,locataire,0
39,71998.64,186,7327.89,58,0.151187,2,3,424,0.48,1,locataire,1
423.55,60321.92,20,28835.55,58,0,6,4,514,0.15,3,locataire,1
38,51523.7,219,34596.21,23,0.519097,1,9,781,0.56,3,proprietaire,0
34,60314.38,1,39888.1,7,0.718816,6,8,704,0.99,6,famille,0
51,58467.33,105,28279.49,19,0.119978,2,7,637,0.28,5,proprietaire,0
22,48680.13,122,32892.93,13,0.585144,5,11,684,0.94,6,proprietaire,0
22,78968.06,31,17651.17,36,0.430896,2,8,439,0.18,1,famille,0
50,31190.45,69,19478.95,59,0.349129,6,9,449,1.0,3,famille,0
37,91361.0,41,15224.37,79,0.701828,0,10,565,0.64,2,locataire,0
65,90206.32,212,17485.37,65,0.16633,2,0,598,0.99,6,locataire,0
42,45803.14,212,13517.89,44,0.375243,3,6,762,0.25,1,proprietaire,0
52,87603.46,134,37501.51,18,0.504813,7,11,804,0.14,3,locataire,0
60,39373.17,77,28667.67,51,0.471183,0,8,505,0.83,2,proprietaire,0
48,94160.62,213,2407.07,20,0.155255,0,8,733,0.82,3,locataire,0
63,68097.49,68,37839.97,60,0.473315,7,8,812,0.48,3,locataire,0
50,90118.03,58,26673.58,41,0.542834,5,6,623,0.62,23.96,proprietaire,1
24,37217.01,93,13560.64,68,0.066059,0,11,800,0.03,6,proprietaire,0
43,41745.18,235,28250.56,53,0.639008,6,2,611,0.33,1,proprietaire,0
38,25522.22,225,15844.9,28,1.367627,6,6,722,0.36,6,locataire,0
42,87422.2,237,31679.17,13,0.033068,6,2,795,0.63,5,locataire,0
35,69820.78,90,15015.98,59,0.305516,5,8,772,0.29,6,famille,0
39,71305.73,12,32166.71,65,0.354772,1,6,713,0.39,6,proprietaire,0
49,48273.63,48,37807.51,52,0.325497,3,6,564,0.65,0,famille,1
44,61463.45,173,30330.06,33,0,2,4,625,0.4,1,famille,1
55,73146.88,59,5763.03,62,0.271339,0,12,808,0.78,4,famille,0
33,25216.45,206,31669.62,30,0.022733,6,8,402,0.16,4,proprietaire,0
24,60768.82,65,7548.95,59,0.196967,6,3,441,0.25,2,locataire,0
58,83233.01,96,41842.96,45,0.480053,1,10,535,0.72,1,proprietaire,0
32,57559.05,72,12495.77,49,0.417196,4,5,490,0.48,3,famille,0
68,40729.24,131,35893.26,12,0.575558,6,10,645,0.23,0,famille,0
44,39549.84,458.76,35042.67,71,0.622911,3,12,592,0.16,3,locataire,0
52,69082.67,221,29908.35,28,0.17145,1,4,503,0.51,2,famille,0
56,78052.96,56,17900.89,82,0.505341,1,8,481,0.06,0,locataire,0
24,40063.19,2,26533.03,50,0.420557,2,1,684,0.72,5,locataire,0
24,75086.9,186,39193.51,15,0.662018,3,7,797,0.34,3,proprietaire,0
25,82354.62,119,10803.45,36,0.559542,2,5,584,0.22,5,locataire,0
58,94657.11,163,19388.39,81,0.244736,2,2,686,0.13,6,proprietaire,0
61,34525.91,171,15214.37,17,0.392031,7,6,813,0.64,6,famille,0
23,44955.32,201,16025.41,19,0.538955,4,12,,0.29,1,proprietaire,0
54,62942.01,,43433.68,13,0.332041,4,4,645,0.46,5,proprietaire,0
27,38726.21,72,42070.97,75,0.326689,7,4,513,0.5,0,proprietaire,0
49,51478.86,118,23139.33,52,0.113339,6,7,633,0.82,6,locataire,1
45,74383.82,95,42577.41,55,0.427604,2,3,637,0.4,0,famille,0
57,76722.31,164,32261.74,18,0.253779,2,1,521,0.41,0,proprietaire,1
40,52049.93,83,12501.26,66,0.697626,2,1,529,0.91,3,famille,1
27,88336.27,18,42528.44,67,0.348713,0,0,697,0.66,2,locataire,0
57,75243.18,238,18971.36,70,0.226247,1,12,733,0.49,4,famille,0
44,21796.2,212,32942.65,10,0.0926,7,11,634,0.21,1,famille,0
67,88751.49,103,39285.22,58,0.112437,6,7,596,0.41,6,famille,0
48,64049.7,90,16059.58,62,0.50378,4,1,598,0.68,4,locataire,0
46,25813.59,8,28952.23,31,0.634706,4,6,807,0.22,2,famille,0
42,78504.15,165,28074.28,81,0.641762,5,4,755,0.2,1,locataire,0
25,72938.01,58,2344.72,17,0.321309,6,11,609,0.8,1,locataire,0
22,68239.24,247.81,25748.24,63,0.26694,0,7,810,0.86,5,,0
25,39146.83,121,39626.33,55,0.148339,6,3,795,0.5,1,famille,1
43,69746.63,173,26037.97,75,0.417973,7,4,401,0.69,2,locataire,0
37,24351.4,150,39217.99,75,0.330614,0,,697,0.26,5,proprietaire,0
39,63345.39,164,14037.72,40,0.210479,0,5,731,0.29,1,proprietaire,0
40,71126.02,198,23401.72,14,0.083221,2,3,691,0.94,4,famille,1
48,16611.74,189,33038.16,37,0.409486,4,6,1896.6,0.63,4,famille,1
48,71338.57,101,39491.57,32,0.119873,4,3,418,0.88,2,locataire,1
45,38488.16,153,28033.1,7,0.487296,0,2,724,0.31,0,proprietaire,0
53,79978.84,17,44862.45,23,0.267335,2,5,670,0.7,6,proprietaire,0
53,23861.81,230,15662.89,22,0.238636,5,1,715,0.58,6,proprietaire,0
33,32164.0,46,31139.33,41,0.564634,4,9,801,0.74,5,famille,0
59,72204.44,123,20061.51,23,0.311276,3,6,753,0.37,0,proprietaire,0
49,51623.33,0,40845.54,83,0.388167,1,1,467,0.65,1,locataire,1
41,29411.7,211,28477.03,78,0,6,9,589,0.22,4,proprietaire,0
56,54392.92,74,28305.98,9,0.348783,5,12,690,0.27,6,proprietaire,0
24,62118.42,4,12327.24,20,0.431477,1,3,504,0.49,0,locataire,0
38,13115.02,16,25482.83,33,0.508609,4,6,485,0.61,3,locataire,1
22,36982.84,202,5926.08,27,0.503698,4,7,770,0.39,6,proprietaire,0
42,50741.85,89,30140.08,46,0.491285,7,1,471,0.16,3,locataire,1
29,93965.4,62,24064.18,55,0.115574,0,8,589,0.21,1,famille,0
62,24272.07,76,17178.02,17,0.407825,1,4,406,0.38,0,locataire,1
68,32565.76,100,34948.71,54,0.31403,5,12,419,0.58,4,locataire,0
51,37375.31,125,41622.61,21,0.563486,4,7,467,0.34,4,proprietaire,0
65,61508.67,176,3101.1,46,0.501147,7,11,700,0.27,5,famille,0
65,88504.54,42,10631.32,35,0.392528,5,9,478,0.43,0,famille,1
31,84889.98,92,9596.71,47,0.164742,0,2,659,0.03,5,famille,0
38,68501.9,51,17282.65,17,0.542931,1,10,487,0.44,3,famille,0
25,76056.44,23,5177.88,27,0.16712,6,10,690,0.58,0,locataire,0
36,65403.31,70,37886.62,56,0.142561,2,6,447,0.71,1,famille,1
53,51406.16,40,14417.83,84,0.653223,"5,00",11,786,0.36,2,locataire,0
45,57385.84,135,19499.34,70,0.551692,1,10,765,0.39,4,famille,0
51,62665.02,58,10237.77,61,0.312859,0.0,2,579,0.63,1,locataire,0
32,63391.94,101,1553.79,55,0.353225,7,1,801,0.61,1,proprietaire,0
40,39908.91,11,27946.53,34,0.467792,6,7,789,0.16,5,famille,0
28,89134.13,102,1159.29,40,0,3,0,451,0.51,5,proprietaire,0
30,93042.55,3,11000.41,19,0.335993,3,7,694,0.46,6,famille,0
51,89314.91,102,35877.11,62,0.477348,3,11,818,0.46,4,famille,0
44,68546.24,222,19290.66,78,0.637526,0,7,796,0.94,3,proprietaire,0
35,12289.67,5,10370.02,67,0.548168,0,6,502,0.68,4,locataire,0
25,66479.05,55,31591.98,77,0.708655,4,5,585,0.51,0,locataire,1
44,17231.72,232,26297.36,7,0.677094,2,6,611,0.53,2,proprietaire,1
44,55448.14,52,6055.05,23,0.266325,5,4,490,0.27,3,locataire,0
30,58871.95,46,24910.58,46,0.226224,7,11,593,0.14,0,proprietaire,0
52,71918.67,215,40304.64,67,0.436686,0,8,767,0.74,2,proprietaire,0
31,77042.08,151,42010.8,54,0.480025,0,8,530,0.75,4,famille,1
28,49265.68,46,37662.02,35,0.812355,4,3,433,0.84,4,proprietaire,1
26,54894.99,110,33142.28,30,0.036362,0,5,601,0.98,6,famille,0
56,67100.2,10,21336.32,37,0.596388,2,5,807,0.95,4,proprietaire,0
23,89963.22,208,20181.09,29,0.759916,4,6,521,0.3,2,famille,0
41,69011.55,171,10856.67,30,0.251919,6,9,695,0.5,4,locataire,0
41,88330.2,45,25377.81,60,0.385607,3,12,818,0.89,2,locataire,0
37,70361.31,,10607.0,82,0.47769,2,9,587,0.77,4,famille,0
65,27317.33,56,4698.31,17,0.594365,3,7,657,0.79,4,proprietaire,0
51,69826.94,12,17336.03,17,0.271284,2,5,797,0.86,0,locataire,0
48,52335.91,191,41540.33,41,0.588608,2,4,543,0.56,4,famille,1
58,46131.89,174,38722.1,66,0.248791,0,0,540,3.75,2,famille,0
30,59012.74,80,32029.14,23,1.151262,2,5,761,0.09,4,famille,0
23,70053.93,86,35577.76,67,0.179657,4,3,782,0.97,2,proprietaire,1
31,48520.85,37,3489.79,48,0.684665,5,3,495,0.31,3,famille,0
23,15063.24,40,39411.64,72,0.577023,7,3,452,0.89,5,proprietaire,1
57,39416.83,160,43215.31,39,0.053339,3,11,574,0.46,0,famille,0
38,63814.59,174,38213.94,36,0.122609,2,8,565,0.75,2,famille,0
62,54496.81,181,2164.62,26,0.194323,7,3,668,0.11,1,famille,0
36,31287.06,35,17159.8,44,0.107074,2,4,676,0.28,6,locataire,0
53,68204.61,98,33136.01,59,0.349031,4,10,579,0.63,5,famille,0
37,65117.49,5,29668.16,75,0.417475,3,9,790,0.49,2,famille,0
60,24333.91,38,8114.23,27,0.294311,0,1,586,0.59,6,famille,0
25,59587.78,225,8054.04,27,0.390391,5,5,804,0.96,3,locataire,0
36,24313.98,102,42659.55,20,0.634767,3,11,707,0.47,6,famille,0
35,83952.58,223,6008.75,84,0.318085,2,7,597,0.23,0,famille,0
67,75518.69,36,11447.56,64,0.254199,5,3,484,0.99,3,locataire,0
46,91196.52,63,24271.26,69,0.103435,2,7,734,0.69,2,proprietaire,0
56,15413.17,229,44177.29,29,0.641538,1,1,569,0.69,4,famille,0
65,51479.73,85,14086.1,74,0.0808,5,10,585,0.51,5,proprietaire,0
36,77007.16,78,30218.91,8,0.178731,4,10,675,0.32,4,proprietaire,0
36,69038.69,10,35672.53,50,0.398455,5,,713,0.44,1,locataire,0
52,50118.24,219,4600.98,63,0.473753,2,12,625,0.48,2,locataire,0
38,76804.46,37,24231.27,21,0.187418,5,9,607,0.78,4,famille,0
39,90156.58,175,,7,0.076147,7,2,416,0.02,3,locataire,0
64,60663.11,125,12162.26,11,0.480942,6,7,708,0.93,3,proprietaire,0
36,61982.28,185,2974.88,75,0.06385,1,2,665,0.6,2,proprietaire,0
28,83774.49,166,27592.63,7,0.791925,4,3,672,0.77,2,locataire,0
48,24081.44,184,39641.16,32,0.379598,4,6,623,0.11,4,proprietaire,1
38,79642.79,229,15383.96,23,0.219282,2,12,441,0.93,5,locataire,0
33,81454.3,136,22261.09,65,0.667403,3,1,706,0.14,0,famille,0
42,76663.88,102,35349.97,20,0.497749,NA,2,562,0.5,4,locataire,0
56,57325.94,235,39725.28,35,0.417684,6,12,620,0.08,1,proprietaire,0
62,33003.01,0,34632.03,76,0.767376,0,4,459,0.4,5,locataire,0
52,74299.93,137,9469.51,66,0.052342,5,0,444,0.64,2,proprietaire,1
45,85255.6,78,31710.48,53,0.584408,4,5,480,0.25,3,locataire,1
60,48999.35,49,20863.7,82,0.346429,1,9,563,0.58,2,famille,0
55,51049.13,39,34884.5,71,0.112258,2,4,525,0.59,3,proprietaire,0
37,32187.28,232,25292.19,84,0.719758,4,1,620,0.33,6,proprietaire,0
47,18614.54,239,27953.42,80,0.66201,3,4,755,0.34,4,famille,0
39,33787.24,153,37538.26,7,0.40489,1,0,589,0.81,1,famille,1
38,49341.92,70,9443.94,12,0.217211,3,4,455,0.7,5,famille,0
54,53085.52,86,1091.38,16,0.108576,7,12,675,0.57,4,famille,0
33,15645.29,26,36897.94,27,0.677175,6,5,539,0.66,2,proprietaire,1
62,30601.7,141,23190.2,73,0.563864,2,10,804,0.75,5,famille,1
34,19299.4,117,9071.56,66,0.161836,3,10,506,0.74,3,proprietaire,1
24,75930.4,218,13053.79,55,0.41227,6,12,732,0.81,1,proprietaire,0
49,44806.39,55,38389.94,67,0.105886,4,1,408,0.62,5,proprietaire,0
47,66746.29,96,23793.81,40,0.276163,3,6,402,0.97,5,locataire,0
51,19336.91,96,29360.19,55,0.535781,7,10,443,0.58,4,locataire,1
27,22923.75,239,44000.84,13,0.319585,0,12,606,0.13,1,proprietaire,1
31,41671.94,76,37589.74,40,0.62552,5,1,683,0.05,4,locataire,0
53,57673.75,204,44528.02,72,0.240458,0,0,657,0.4,1,famille,0
23,90741.76,86,13554.17,15,0.32445,3,10,664,0.59,4,proprietaire,0
28,20350.51,43,28183.98,24,0.430603,5,10,624,0.31,5,proprietaire,0
27,86700.09,198,6181.19,13,0.432216,1,2,631,0.8,2,proprietaire,0
38,64657.86,60,21748.67,28,0.338471,6,12,519,0.91,1,locataire,1
45,18966.82,134,43908.77,74,0.361136,4,9,455,0.9,3,proprietaire,0
33,65171.21,124,10462.01,61,0.568048,2,5,635,0.53,6,proprietaire,0
27,81709.63,155,1908.73,55,0.437848,4,8,795,0.22,4,locataire,0
52,84910.12,182,30774.95,80,0.395899,0,4,628,0.32,4,famille,1
35,75218.61,110,32953.07,83,0.483953,0,10,410,0.72,5,proprietaire,1
62,45724.57,37,39405.5,55,0.507349,7,0,708,0.66,6,locataire,0
30,86287.64,104,34864.65,20,0.338741,5,10,768,0.43,3,proprietaire,0
30,25925.53,78,37614.18,80,0.578181,7,11,499,0.89,5,locataire,1
66,77728.89,183,43829.37,74,0.39349,4,2,581,0.66,6,famille,1
32,35798.19,14,19759.96,57,0.486517,0,3,797,0.01,6,proprietaire,0
65,14058.29,86,8347.78,38,0.022627,0,11,659,0.96,5,proprietaire,0
62,30486.5,195,2501.43,21,0.018645,7,3,626,0.96,2,proprietaire,0
28,69252.83,34,27052.55,30,0.615831,7,0,631,0.42,3,locataire,0
50,34607.56,60,800.81,7,0.083849,4,3,590,0.29,3,famille,0
30,73395.32,109,26318.79,8,0.671272,7,6,439,0.59,4,proprietaire,0
22,83747.55,10,44332.74,14,0.106105,2,3,748,0.03,4,locataire,0
29,75707.05,74,44330.85,8,0.46112,0,10,415,0.63,5,locataire,0
46,51516.6,NA,2295.13,55,0.52748,5,4,437,0.41,3,locataire,1
54,53703.42,197,44519.67,39,0.186235,4,7,466,0.76,5,locataire,0
60,64171.0,100,32543.93,9,0.633019,7,1,695,0.39,5,locataire,0
65,130987.31,36,40215.88,30,0.793441,4,9,570,0.62,4,proprietaire,0
62,55010.25,130,30106.0,25,0.032762,7,7,622,0.85,5,locataire,0
34,85978.69,189,5338.79,58,0.217931,4,11,597,0.95,1,famille,0
26,34893.27,42,11767.38,51,0.456906,6,9,732,0.21,5,famille,0
22,84616.71,99,20280.68,44,0.229325,7,4,614,0.86,6,locataire,1
59,63119.53,171,NA,75,0.600095,0,0,423,0.92,6,famille,1
64,71097.59,153,27820.36,80,0.152638,5,2,617,0.24,6,famille,0
28,55031.78,21,13057.34,25,0.721243,7,2,577,0.51,0,locataire,1
41,32430.87,140,30633.33,48,0.5436,7,5,793,0.11,4,proprietaire,0
66,36365.02,44,13865.19,43,0.341662,13.42,5,411,0.38,2,locataire,1
29,64451.63,214,39029.39,12,0.370675,0,4,802,0.18,5,proprietaire,0
65,25812.39,85,21704.81,18,0,6,5,470,0.77,0,famille,0
36,23566.58,46,12135.0,64,0.366034,2,7,600,0.48,6,proprietaire,0
45,36248.18,82,37420.84,33,0.553202,1,0,591,0.07,3,locataire,0
36,58584.38,154,44586.23,,0.23949,1,7,657,0.8,6,proprietaire,0
51,91109.31,109,6293.51,42,0.1258,7,12,657,0.98,6,locataire,0
65,41739.32,0,16354.81,78,0.486967,4,1,418,0.43,6,proprietaire,1
45,41045.83,52,30493.58,38,0.303898,6,2,790,0.37,4,famille,0
61,48756.2,183,43555.03,38,0.377469,6,3,408,0.41,6,famille,1
24,82597.54,81,20165.69,15,0.041844,3,8,751,0.37,0,famille,0
39,65531.71,155,26108.15,16,0.059316,3,0,589,0.51,4,proprietaire,0
36,23590.07,67,3558.24,55,0.478393,1,3,516,0.17,0,proprietaire,0
59,31448.49,178,40816.6,53,0.669122,6,3,450,0.94,5,famille,1
54,30065.32,63,27085.0,57,0.197546,1,0,436,,5,proprietaire,1
63,31338.78,39,37532.73,66,0.182072,2,3,649,0.57,0,famille,0
33,64421.53,83,22528.11,80,0.758965,2,8,782,0.04,4,proprietaire,1
48,91303.26,234,29229.67,59,0.379764,3,7,524,0.21,1,proprietaire,1
68,65733.92,207,43798.92,70,0.49222,6,11,800,0.62,2,locataire,0
41,38472.07,125,7945.68,64,0.16677,4,11,401,0.53,3,famille,1
30,67578.18,220,7373.13,16,0.325108,3,0,520,0.57,5,famille,1
38,91683.94,210,39010.76,33,0.333903,1,8,736,0.74,4,famille,0
58,55075.25,1,18571.88,65,0.201974,2,2,696,0.5,6,famille,0
NA,17647.07,239,26671.18,45,0,5,5,644,0.62,5,locataire,0
48,64525.71,112,31336.02,42,0.430798,4,7,773,0.31,4,locataire,0
32,57770.12,42,24745.78,24,0.544819,3,10,617,0.92,5,proprietaire,1
41,75980.99,93,34565.48,46,0.346338,3,4,626,0.35,1,famille,0
33,23368.13,151,16386.09,50,0.604988,5,3,784,0.72,6,famille,1
63,89640.59,211,41644.26,32,0.403014,0,2,707,0.36,2,locataire,1
31,33844.13,38,42785.42,58,0.567305,2,5,,0.09,0,locataire,0
64,37675.05,202,38888.23,30,0.452863,3,1,648,0.1,0,proprietaire,0
25,37705.67,47,32390.89,77,0.490104,0,4,437,0.74,6,locataire,0
56,81836.16,90,21726.6,78,0.390716,7,7,792,0.99,4,proprietaire,0
24,65743.97,143,40487.28,51,0.294052,7,1,430,0.06,1,proprietaire,0
38,93369.34,209,7566.77,80,0.508706,3,10,618,0.74,2,proprietaire,0
65,54015.43,54,8578.46,76,0.147679,4,5,675,0.44,3,proprietaire,0
44,24418.61,169,12564.95,83,0.30467,0,4,449,0.31,5,locataire,0
65,49737.08,107,17715.48,7,0.631428,6,1,767,0.68,4,proprietaire,1
41,42885.93,190,43801.02,73,0.138971,0,6,479,0.81,6,famille,1
22,38511.31,213,34685.4,59,0.555805,6,8,641,0.07,4,proprietaire,1
43,,222,4563.66,17,0.582087,5,1,662,0.36,5,famille,0
38,75751.58,130,22634.41,72,0.363389,5,9,771,0.73,1,locataire,0
29,17493.64,16,41957.33,55,0.457426,2,1,771,0.78,1,locataire,0
38,34863.04,101,23083.5,53,0.336471,0,5,713,0.55,2,proprietaire,1
54,30045.79,183,36577.19,39,0.038757,6,10,540,0.09,1,famille,0
42,26002.97,119,42542.38,80,0.086127,6,12,700,0.1,4,locataire,0
67,62836.79,188,41525.0,81,0.092945,3,5,437,0.78,1,famille,0
32,48709.78,55,34198.57,,0.343968,5,12,559,0.88,5,proprietaire,0
51,82523.66,,27455.34,58,0.418473,0,4,774,0.14,4,locataire,1
60,21821.71,55,19016.88,42,0.319613,4,4,481,0.35,1,famille,0
53,82461.47,145,25781.23,52,0.421748,1,0,707,0.05,1,proprietaire,0
39,67447.52,75,5560.39,9,0.357751,6,8,452,0.2,3,proprietaire,0
29,73738.71,116,17413.01,81,0.330115,5,4,601,0.31,0,famille,0
67,30042.3,39,24897.98,10,0.18052,7,9,628,0.65,6,locataire,0
33,21355.34,141,15472.5,28,0.670307,1,0,668,0.51,1,famille,0
64,57603.22,216,28229.89,54,0.176686,2,7,407,0.26,3,proprietaire,0
33,24634.43,214,15201.99,59,0.300076,5,10,768,0.12,0,proprietaire,0
47,62310.49,33,22592.24,66,0.656771,1,2,414,0.21,6,famille,0
46,71012.72,234,22961.9,56,0.551089,3,4,791,0.68,4,famille,1
44,75057.72,123,20439.1,75,0.036665,0,12,620,0.99,4,famille,0
35,45610.6,53,36049.31,53,0.749819,6,0,574,0.5,3,proprietaire,0
61,37566.96,228,43939.98,66,0.255542,0,1,737,0.63,2,famille,0
28,86617.6,98,28409.69,45,0.086545,2,6,448,0.97,6,proprietaire,1
45,61193.49,209,15950.61,28,0.670905,7,0,604,0.48,0,proprietaire,0
32,59567.02,70,29696.04,8,0.304196,1,9,522,0.73,2,locataire,1
38,55365.78,34,41355.83,41,0.72508,4,0,496,0.23,5,locataire,1
46,36681.54,12,33045.87,31,0.278655,7,2,743,0.4,5,famille,0
27,67482.48,213,3892.82,72,0.405741,7,0,635,0.77,3,famille,0
49,74873.78,188,37957.13,53,0.105239,3,2,715,0.41,0,proprietaire,0
53,74703.77,68,27092.14,40,0.421865,7,0,464,0.23,1,famille,0
65,67284.69,107,12778.51,26,0.674197,0,10,779,0.34,0,locataire,0
67,49576.64,47,42728.4,9,0.269942,7,6,479,0.68,3,locataire,0
33,52926.75,16,14759.48,78,0.381228,0,10,546,0.55,2,locataire,0
25,19912.52,110,35444.46,63,0.664568,7,5,622,0.97,1,famille,0
48,35834.73,91,21785.07,52,0.30824,3,9,799,0.64,4,proprietaire,0
31,66205.18,11,13879.62,14,0.62326,6,1,738,0.87,5,proprietaire,0
60,23237.7,19,15197.17,66,0.259014,3,3,484,0.48,2,proprietaire,0
63,45072.79,132,4199.6,78,0.372043,"5,00",0,483,0.71,4,locataire,0
66,50931.11,132,31627.38,80,0.59144,7,2,563,0.24,5,locataire,1
38,71117.88,33,18991.04,14,0.483425,0,6,782,0.02,3,proprietaire,0
39,18211.3,32,25123.32,55,0.663559,6,12,754,0.4,6,famille,0
51,28737.67,42,38516.39,26,0.000054,4,0,741,0.44,6,famille,0
61,94275.01,94,19161.57,22,0.320006,4,10,816,0.56,5,locataire,0
67,83035.53,202,5140.09,24,0.54189,2,7,525,0.31,6,locataire,0
61,82438.92,195,36221.56,32,0.009685,6,9,678,0.94,2,proprietaire,0
43,93389.68,93,19808.28,19,0.394513,7,7,408,0.35,3,locataire,0
31,80075.69,161,20729.93,64,0.015019,4,5,616,0.78,1,famille,0
41,90050.74,52,24378.56,24,0.152963,7,0,670,0.17,5,famille,0
61,39248.4,157,1406.16,32,0.548354,0,1,724,0.19,0,proprietaire,0
32,50211.21,29,25254.14,72,0.80445,2,7,728,0.26,6,proprietaire,0
62,55473.4,91,30141.71,7,0.553133,2,2,438,0.85,6,famille,1
23,34165.03,230,35945.34,13,0.627513,5,1,740,0.06,2,famille,1
66,63895.04,9,21596.75,49,0.67915,6,3,717,1.0,3,proprietaire,0
41,79035.55,201,12430.36,22,0.388495,0,6,549,0.85,2,proprietaire,1
