temperature_c,vibration,humidite_pct,pression_bar,heures_utilisation_jour,nb_alertes_7j,derniere_maintenance_jours,nb_interventions_12m,consommation_kwh_j,indice_usure,site,equipement_type,panne_30j
91.37,2.12,91.13,1.88,20.5,15,466,0,725.65,70.75,B,compresseur,1
83.02,4.73,76.99,3.33,16.27,17,263,1,680.59,92.32,B,convoyeur,1
68.68,12.93,27.8,8.67,21.4,8,117,15,353.08,85.71,C,convoyeur,1
63.47,14.76,56.33,3.63,9.57,24,603,2,462.77,36.58,C,pompe,1
58.23,7.91,59.46,4.99,19.32,2,527,2,481.71,30.55,B,convoyeur,0
88.75,1.16,25.79,3.69,5.4,9,312,11,715.43,21.43,B,compresseur,1
89.31,1.6,23.68,2.29,16.48,19,280,11,396.97,78.88,B,compresseur,1
76.34,11.98,72.81,1.47,4.58,25,130,17,,38.86,C,compresseur,1
83.32,12.03,43.21,2.97,2.67,23,396,0,49.39,21.79,B,convoyeur,1
68.01,2.69,85.68,3.9,1.87,24,506,5,263.16,55.81,A,pompe,1
44.9,6.41,26.09,2.07,3.85,25,343,1,482.59,8.55,C,pompe,0
84.39,2.63,54.62,2.74,21.12,9,159,17,357.78,65.81,A,compresseur,1
83.19,16.61,25.35,1.92,7.11,20,83,0,359.43,19.23,C,convoyeur,1
51.67,18.43,40.34,2.37,12.96,22,317,3,293.83,70.48,A,compresseur,0
77.86,4.4,52.63,0.89,7.69,21,367,18,577.02,0.96,C,compresseur,1
37.4,11.04,47.01,1.11,21.8,22,582,15,497.39,4.1,B,convoyeur,0
43.46,15.0,18.95,4.75,7.32,8,289,6,676.52,57.04,A,compresseur,0
77.75,14.68,16.44,1.26,8.21,7,607,2,761.14,4.59,B,convoyeur,1
38.57,14.49,85.93,1.17,19.0,1,655,3,609.19,29.16,B,pompe,0
84.03,7.1,43.22,NA,19.91,19,245,18,690.21,16.09,B,pompe,1
40.13,8.94,70.23,4.49,19.24,14,334,7,306.26,26.35,A,convoyeur,0
42.46,10.96,71.95,5.54,9.8,3,451,10,582.44,54.38,C,pompe,0
65.44,3.35,56.67,7.3,20.11,13,114,2,52.7,65.5,A,compresseur,0
70.33,7.5,71.9,1.33,17.29,0,82,2,376.47,14.31,C,compresseur,1
42.62,2.09,51.08,1.79,17.69,8,190,9,227.64,16.18,A,pompe,0
51.15,6.8,41.48,5.42,7.49,6,64,17,444.04,64.33,C,convoyeur,0
90.16,3.72,41.42,8.29,5.58,9,725,3,313.31,91.22,C,compresseur,1
89.48,13.39,30.68,6.15,0.73,16,149,15,57.94,21.97,A,pompe,1
88.69,17.89,68.23,7.99,3.32,16,239,8,516.62,66.8,C,convoyeur,1
74.43,10.84,69.67,7.66,0.54,19,213,17,437.37,79.9,A,pompe,1
76.46,6.85,58.21,7.99,6.93,13,543,3,352.07,18.79,A,compresseur,1
45.38,11.87,24.0,5.1,7.09,7,126,14,192.75,36.37,B,compresseur,0
90.29,5.41,66.01,2.78,11.09,10,401,12,126.38,69.33,B,compresseur,1
38.95,1.26,12.21,6.87,17.66,22,275,4,626.3,58.96,,pompe,0
41.17,14.74,74.0,1.83,20.05,18,506,14,79.23,96.63,B,convoyeur,0
52.04,5.73,87.51,3.54,0.95,3,10,5,126.22,68.2,B,pompe,0
51.67,17.49,65.84,4.48,2.63,24,1,3,752.04,58.52,A,compresseur,1
91.57,3.31,38.69,7.37,11.89,18,658,6,174.62,80.51,B,convoyeur,1
87.93,8.1,11.44,NA,21.79,7,548,16,376.84,50.93,B,convoyeur,1
88.96,5.49,44.77,4.49,8.14,9,604,2,685.66,41.3,B,convoyeur,1
66.84,5.26,63.27,6.49,6.74,4,176,5,730.13,42.13,C,convoyeur,0
71.02,8.29,44.28,4.33,14.61,11,279,15,358.59,19.47,B,pompe,1
69.97,0.41,19.65,1.66,18.03,2,471,12,649.22,40.39,A,convoyeur,0
49.58,0.45,41.33,1.75,21.6,4,263,9,753.97,50.35,B,convoyeur,0
70.49,13.52,20.01,7.75,15.3,23,267,11,220.78,32.57,A,convoyeur,1
80.35,14.14,68.8,7.6,8.71,16,560,0,85.69,3.0,B,compresseur,1
57.22,17.28,32.01,6.97,10.86,14,92,12,740.59,57.33,C,convoyeur,0
61.46,1.61,59.8,5.94,8.93,11,209,3,777.61,85.49,B,convoyeur,0
72.83,15.21,27.26,9.06,19.65,22,688,10,389.25,51.27,C,pompe,1
63.59,13.13,85.25,7.96,19.48,1,423,5,146.51,32.31,A,pompe,1
41.54,13.14,38.03,5.89,10.67,11,330,4,801.66,29.05,A,pompe,0
87.1,7.65,16.38,4.59,7.88,17,461,11,366.28,82.82,C,compresseur,1
44.39,10.95,77.99,4.67,18.04,22,119,1,585.15,75.01,B,pompe,0
49.37,0.21,20.01,20.73,0.82,8,163,17,632.05,29.09,A,compresseur,0
39.08,1.75,20.29,5.79,18.55,0,215,6,832.15,90.47,A,pompe,0
47.14,3.41,21.44,0.94,12.72,4,613,14,836.84,66.77,A,convoyeur,0
74.6,5.2,55.59,2.45,6.1,12,98,9,456.73,57.72,C,pompe,1
72.96,8.91,15.52,9.28,2.79,11,479,15,32.66,85.5,A,compresseur,0
57.38,1.07,18.23,3.23,9.13,9,241,7,621.08,26.74,A,pompe,0
67.59,8.9,25.52,4.87,11.66,3,111,2,13.05,68.88,B,compresseur,0
44.71,10.39,10.25,2.55,16.67,11,569,13,76.39,32.7,A,convoyeur,0
,1.02,23.72,2.19,19.56,19,497,18,388.19,94.57,A,pompe,0
43.08,15.66,12.66,7.26,7.07,18,350,0,155.67,14.2,A,compresseur,0
38.5,3.36,70.83,1.51,21.83,0,43,5,672.86,66.69,C,convoyeur,0
91.46,8.75,58.21,2.56,5.9,18,45,4,85.24,69.98,A,compresseur,1
69.92,14.39,69.13,3.92,16.48,21,479,3,402.14,90.54,B,convoyeur,1
53.42,8.67,29.08,2.31,3.09,14,186,0,782.41,28.66,C,pompe,0
62.03,7.75,66.95,6.63,20.93,9,627,16,814.42,74.34,B,convoyeur,0
67.07,10.4,52.52,5.89,20.55,2,146,9,341.78,43.1,A,convoyeur,1
70.23,3.68,54.62,8.53,11.4,17,431,17,439.73,76.59,C,pompe,0
39.73,14.89,60.88,7.18,9.61,11,52,1,448.1,37.64,A,pompe,0
92.24,5.01,63.91,2.57,1.11,13,389,11,104.28,85.49,A,convoyeur,1
79.18,8.71,50.49,1.71,8.66,25,722,11,153.04,31.7,C,convoyeur,1
78.4,16.32,63.89,8.16,6.37,8,40,16,411.63,38.97,A,convoyeur,1
91.75,14.93,58.3,1.35,5.7,13,545,0,294.76,78.68,C,pompe,1
77.01,4.01,58.68,7.83,11.57,5,497,15,262.08,1.07,A,pompe,1
53.65,13.67,31.51,1.7,6.49,22,482,2,688.65,88.45,A,pompe,0
87.52,16.39,30.45,2.39,1.88,1,564,4,550.99,94.82,B,pompe,1
63.57,0.7,68.27,7.01,8.98,15,692,6,401.84,56.58,B,convoyeur,0
48.07,11.19,68.28,9.07,9.86,9,638,15,558.14,55.76,C,pompe,0
77.98,0.48,75.41,8.53,1.54,21,387,1,119.68,58.0,C,compresseur,1
88.59,12.04,45.2,5.34,7.76,2,601,0,844.12,84.26,C,compresseur,1
69.09,10.43,11.34,8.17,10.25,19,303,7,769.62,39.61,A,compresseur,0
67.49,16.68,30.66,8.58,10.25,8,284,11,661.74,75.81,B,compresseur,1
82.73,6.46,21.3,4.9,11.31,13,404,3,206.5,56.79,A,convoyeur,1
86.26,10.78,49.01,7.63,1.59,10,199,13,372.05,61.32,B,convoyeur,1
86.09,0.11,15.24,8.14,15.96,3,,4,334.86,15.0,A,pompe,0
51.72,4.39,73.05,2.91,3.98,,65,14,371.67,35.5,C,pompe,0
46.99,9.22,11.84,1.18,10.09,9,237,15,681.21,17.15,B,convoyeur,0
90.6,5.58,22.84,0.99,14.91,23,565,7,293.02,86.13,A,pompe,1
90.94,15.51,63.28,3.53,2.3,3,351,4,90.2,48.11,B,pompe,1
78.79,8.93,11.66,7.21,2.74,7,300,3,727.18,7.59,B,compresseur,1
46.84,2.8,55.87,6.34,14.87,12,492,18,665.15,14.44,A,pompe,0
42.5,12.23,11.71,34.93,10.87,3,577,15,614.79,85.43,C,pompe,0
40.85,1.48,10.95,1.12,19.2,20,118,0,499.31,6.76,C,convoyeur,0
55.15,10.86,74.94,8.66,8.84,1,566,12,292.32,72.55,B,convoyeur,0
84.64,18.04,56.78,3.87,14.25,24,22,5,795.99,93.87,C,pompe,1
41.33,8.94,35.86,0.9,2.74,0,582,14,291.42,94.94,B,convoyeur,0
81.96,9.43,66.14,8.47,4.6,24,88,17,497.87,76.86,A,convoyeur,1
56.64,14.42,29.1,5.73,21.35,12,714,1,137.12,85.29,C,pompe,0
90.09,9.17,36.46,6.45,4.35,14,4,0,653.12,66.64,A,pompe,1
61.52,6.95,88.32,5.41,11.06,2,726,14,689.45,82.25,B,pompe,1
42.44,0.2,11.74,3.72,9.82,10,236,8,596.91,83.95,C,compresseur,0
39.28,0.45,31.13,1.39,10.86,2,570,1,432.03,38.85,A,convoyeur,0
83.91,4.89,37.0,7.1,18.8,7,223,10,223.37,72.71,B,compresseur,1
62.33,11.15,38.1,2.05,4.11,12,700,3,149.05,15.59,B,convoyeur,0
42.25,1.23,60.93,8.52,14.49,11,350,4,656.88,76.3,B,convoyeur,0
43.64,3.01,33.39,8.01,16.94,15,114,15,382.33,92.95,B,convoyeur,0
40.42,17.35,50.53,4.25,2.23,20,548,6,336.36,37.18,A,convoyeur,0
53.22,13.65,66.84,4.79,5.05,7,66,8,427.8,85.6,A,pompe,0
73.43,,20.19,1.05,11.06,22,30,8,400.22,15.6,A,compresseur,1
82.33,16.61,56.43,8.18,3.68,14,322,4,115.27,51.16,C,compresseur,1
40.53,7.31,67.31,3.3,3.18,8,156,9,228.27,67.91,B,convoyeur,0
68.89,7.4,23.4,2.21,21.63,7,559,17,223.77,85.78,C,pompe,0
79.9,6.34,15.25,9.02,7.74,9,587,6,120.9,59.13,B,pompe,1
36.29,12.35,81.01,8.9,16.54,10,233,2,446.39,81.4,C,compresseur,0
55.41,13.41,90.01,1.95,12.03,15,309,16,144.11,44.16,A,pompe,1
89.43,8.7,12.48,7.23,14.48,9,160,10,301.72,32.19,A,convoyeur,1
63.36,4.52,39.23,9.23,13.88,17,697,4,58.3,57.23,A,compresseur,0
39.81,6.8,79.98,1.92,16.48,17,707,13,821.76,73.38,A,compresseur,0
87.16,2.2,11.59,2.74,5.44,8,608,4,689.75,25.44,C,compresseur,1
56.85,8.1,39.52,7.68,16.64,0,187,12,570.15,35.4,B,pompe,0
38.68,2.76,64.39,9.3,20.08,2,14,17,462.45,69.52,B,pompe,0
36.44,11.61,80.71,3.79,21.48,18,426,8,622.97,47.03,A,pompe,0
75.11,3.12,61.22,7.79,3.99,10,299,16,218.08,83.37,,pompe,1
45.62,9.27,45.17,5.29,9.12,19,132,5,356.02,73.11,B,pompe,0
37.78,12.89,47.92,1.98,8.62,20,632,17,226.65,47.47,B,pompe,0
88.61,8.14,89.91,4.6,8.07,0,322,11,370.45,29.49,C,pompe,1
81.58,15.04,91.37,5.75,10.68,25,555,13,369.42,73.62,C,compresseur,1
51.76,4.35,41.44,8.59,5.94,16,682,1,688.69,87.74,A,convoyeur,0
52.74,14.86,68.49,7.17,5.42,19,161,12,402.68,29.33,A,pompe,0
91.66,10.16,15.39,4.36,16.11,17,708,18,152.18,24.77,C,convoyeur,1
75.14,2.18,,7.53,7.0,14,512,12,53.33,79.04,C,compresseur,0
80.22,10.91,90.53,5.09,15.82,18,466,13,57.52,92.03,B,pompe,1
41.34,16.97,61.64,1.37,9.72,6,164,2,746.11,86.96,B,compresseur,0
49.06,11.7,85.63,3.69,3.55,19,315,16,620.96,28.87,C,convoyeur,0
,2.1,47.87,5.34,18.17,15,305,2,848.2,5.55,C,compresseur,0
73.0,10.78,14.48,4.27,2.4,8,675,18,682.92,73.73,C,convoyeur,1
87.01,16.82,15.52,2.48,0.58,5,58,10,695.11,36.34,C,convoyeur,1
51.07,17.36,27.05,7.59,4.18,10,187,10,114.35,44.6,A,convoyeur,0
71.66,13.59,75.4,3.03,2.39,14,461,16,396.46,82.02,C,,1
59.83,10.0,54.7,"4,24",3.72,12,93,3,526.05,46.34,C,convoyeur,0
37.39,7.04,86.53,5.26,1.54,21,624,13,34.16,20.88,A,convoyeur,0
75.1,2.38,62.64,4.44,14.57,14,472,,697.1,23.76,A,pompe,1
55.04,13.83,63.24,7.12,8.38,0,46,9,476.77,83.43,C,pompe,0
74.21,16.38,51.93,2.6,3.17,6,628,3,153.71,75.61,C,compresseur,1
70.84,16.61,38.79,1.23,18.71,1,10,12,631.28,6.86,C,convoyeur,1
88.89,2.73,55.71,6.62,11.61,13,508,12,558.12,94.67,B,compresseur,1
75.99,18.16,64.56,4.18,2.04,9,559,10,483.42,88.49,B,compresseur,1
85.4,2.9,75.54,4.93,18.23,3,300,12,678.88,20.01,B,compresseur,1
61.81,11.5,15.23,3.97,9.0,0,134,2,700.29,32.47,C,convoyeur,0
86.8,11.53,12.56,8.32,3.21,24,113,7,457.67,1.92,C,compresseur,1
92.15,4.02,91.47,6.55,20.18,9,34,17,381.46,89.87,A,convoyeur,1
71.66,13.29,49.79,9.49,13.09,11,628,14,707.3,34.66,A,pompe,1
43.86,3.59,71.26,1.21,1.15,15,602,18,690.18,76.63,C,compresseur,0
75.13,15.19,43.59,5.87,5.35,3,81,18,113.79,77.38,B,compresseur,1
60.89,18.22,60.9,2.31,8.11,14,438,10,662.81,41.37,C,pompe,1
85.57,13.41,66.66,6.62,21.88,24,45,5,792.05,95.1,C,pompe,1
38.16,0.78,32.95,4.71,3.78,14,108,16,390.26,63.42,B,compresseur,0
45.46,13.99,57.14,7.55,NA,0,77,11,599.77,95.05,B,compresseur,0
57.36,8.53,91.25,3.05,1.78,3,537,3,705.48,72.93,B,convoyeur,1
80.72,10.69,89.44,4.99,8.24,10,729,7,206.09,89.97,B,compresseur,1
49.37,15.79,59.27,7.9,20.98,25,650,1,711.68,34.86,C,,0
71.77,9.2,31.27,1.5,1.25,7,575,9,204.33,23.25,A,compresseur,1
80.25,0.31,36.77,9.38,11.89,5,124,3,774.75,85.63,C,pompe,0
46.06,2.11,74.55,1.43,1.73,20,68,10,144.39,46.6,B,pompe,0
87.81,13.11,76.26,7.2,2.73,21,640,5,757.85,97.1,A,convoyeur,1
48.63,18.0,54.26,5.23,10.04,18,129,10,241.15,71.39,C,pompe,0
84.86,0.44,10.36,6.37,18.08,23,583,6,439.62,68.13,B,compresseur,0
75.47,5.98,46.62,1.21,11.63,23,550,15,23.27,70.45,C,compresseur,1
40.97,14.33,71.23,7.02,17.98,8,529,17,574.22,42.62,C,pompe,0
66.07,12.71,16.02,1.88,0.77,13,635,0,213.7,80.82,C,compresseur,0
71.98,12.5,24.21,8.26,7.66,9,45,0,96.06,47.2,C,convoyeur,1
42.07,4.17,90.91,1.16,18.31,14,710,12,592.21,75.67,B,compresseur,0
82.53,16.98,14.02,7.64,6.93,16,274,13,655.92,10.76,A,convoyeur,1
90.58,15.03,41.98,6.3,10.89,1,26,2,648.73,37.28,C,compresseur,1
38.87,16.45,69.97,5.47,4.16,23,108,15,279.45,0.72,C,compresseur,0
85.75,0.83,10.09,3.15,8.77,18,65,0,83.51,97.08,A,compresseur,0
43.43,7.62,36.41,6.08,14.9,5,84,10,207.43,49.04,B,convoyeur,0
68.49,9.03,28.61,4.34,20.55,22,327,4,671.66,71.1,A,convoyeur,0
74.55,4.1,66.04,2.18,5.9,15,122,18,477.32,69.49,B,compresseur,1
93.35,1.31,18.11,8.51,8.82,20,4,18,392.55,38.17,B,compresseur,1
85.73,0.78,41.68,4.62,9.28,6,270,8,783.51,79.65,B,compresseur,1
60.21,12.72,85.08,2.23,0.79,25,60,10,813.46,55.83,C,compresseur,1
50.17,4.6,41.83,5.47,,5,362,12,263.09,49.37,B,pompe,0
65.41,9.47,20.6,4.11,15.36,1,220,12,125.93,69.88,A,compresseur,0
79.83,1.03,61.99,6.14,20.8,2,696,12,359.47,9.73,A,convoyeur,1
58.05,8.57,75.34,5.09,2.44,20,459,10,623.44,10.52,B,compresseur,0
37.67,15.41,75.66,9.31,6.07,10,362,4,794.62,26.43,A,compresseur,0
75.81,0.98,56.85,4.51,18.19,17,712,2,104.57,52.76,A,convoyeur,0
89.58,4.48,80.05,8.7,21.26,3,630,15,815.42,34.92,A,pompe,1
36.2,11.03,27.18,0.9,17.82,16,473,11,382.46,87.54,A,convoyeur,0
93.37,9.3,76.05,9.44,1.41,4,631,17,821.28,81.62,B,pompe,1
45.79,3.45,45.15,5.13,17.59,3,180,18,213.12,89.88,B,convoyeur,0
37.43,9.62,48.2,5.59,4.33,8,92,8,360.99,9.59,C,convoyeur,0
65.11,14.1,66.07,2.34,21.74,22,39,8,747.91,23.97,B,pompe,1
57.93,17.02,39.42,6.31,5.67,5,477,13,784.19,91.11,A,compresseur,1
39.73,11.74,48.08,3.05,14.18,1,78,1,460.02,24.13,A,pompe,0
74.27,15.21,41.96,5.85,4.32,19,699,0,113.26,64.16,C,NA,1
36.61,13.34,68.15,3.23,20.56,5,321,9,533.36,24.61,A,convoyeur,0
63.82,6.22,51.79,5.1,19.82,20,679,17,208.72,25.42,B,pompe,0
39.31,16.58,76.68,4.4,5.04,9,178,0,246.17,39.05,B,pompe,0
35.93,7.89,71.19,1.06,18.33,2,606,9,674.97,26.3,B,compresseur,0
72.7,8.08,61.07,5.0,13.61,1,525,6,484.74,59.62,B,convoyeur,1
51.66,12.68,13.51,6.28,13.27,5,204,8,557.46,34.63,C,convoyeur,0
55.57,10.94,21.59,6.07,1.2,13,342,17,801.28,16.7,A,pompe,0
77.62,18.0,23.91,7.35,13.37,23,461,2,718.79,8.52,B,compresseur,1
