distance_km,poids_kg,volume_m3,cout_transport,delai_preparation_h,nb_points_passage,score_qualite_route,meteo_risque,promesse_delai_h,jour_semaine,transporteur,priorite,retard
2557.97,60.29,1.08,258.588995,0.87,15,1.2,56.2,232.22,5,T2,standard,0
2283.75,36.21,1.26,43.311927,26.84,8,82.87,90.06,220.56,7,T2,standard,1
2563.29,10.13,1.4,389.71465,8.73,8,82.44,59.1,81.35,1,T1,express,0
3000.61,62.97,2.03,351.002692,11.12,1,59.55,83.04,59.15,1,T3,standard,0
1600.89,64.52,0.39,152.401477,4.62,18,82.25,4.43,62.97,7,T2,standard,0
2662.19,10.04,2.04,65.898808,64.83,5,91.76,83.62,157.39,6,T1,express,1
606.58,100.74,0.21,459.780325,26.92,3,59.79,80.02,19.48,2,T2,express,0
2856.52,59.52,2.55,415.762178,17.1,4,9.05,77.84,144.67,6,T1,standard,1
430.78,46.52,2.62,64.381375,43.68,17,60.31,83.11,207.92,1,T2,standard,0
2627.74,86.5,0.71,118.37108,37.38,5,83.28,56.84,161.56,5,T1,standard,0
233.76,85.56,2.43,360.105273,35.21,5,95.79,7.48,72.86,5,T3,standard,1
1524.32,16.66,2.68,65.407733,23.94,1,21.59,17.51,120.51,7,T2,standard,1
1804.25,1.11,3.48,213.566857,69.87,3,65.43,48.49,138.32,6,T3,standard,0
445.71,34.09,3.28,236.253947,15.25,10,63.6,42.8,91.38,4,T3,express,0
1807.5,97.05,2.73,441.81429,1.61,1,42.88,35.77,128.19,5,T1,express,1
514.29,39.42,0.23,145.984404,18.71,6,77.38,93.72,237.79,5,T2,standard,1
2552.17,12.95,"0,49",297.234924,11.25,12,93.91,71.55,22.26,4,T2,standard,0
796.77,75.38,1.83,453.418337,68.84,16,61.81,11.96,85.45,6,T2,express,0
722.63,36.84,2.49,277.016157,17.6,12,68.54,44.41,217.68,3,T1,express,0
126.56,63.23,16.6,142.390967,10.02,5,48.37,67.39,216.61,1,T1,standard,0
1771.53,42.68,0.32,63.95029,52.1,2,"36,13",51.58,116.3,2,T2,standard,0
375.05,58.11,2.99,296.841859,71.73,3,82.23,84.3,138.54,6,T3,standard,1
1456.02,23.29,1.8,463.651837,53.91,15,35.72,52.51,97.49,7,T1,express,0
1888.74,64.78,2.24,65.470867,59.11,1,68.2,51.68,130.05,1,T3,standard,1
1572.34,42.51,1.4,207.536968,66.23,12,62.6,11.07,136.96,7,T3,standard,0
1487.64,34.24,2.15,217.748985,35.16,3,70.74,67.09,219.73,4,T1,standard,0
2002.34,91.58,0.62,328.312214,33.04,18,71.9,76.55,131.95,2,T3,standard,0
751.13,119.58,3.0,346.731273,18.3,13,86.71,92.03,20.63,3,T1,express,0
2975.09,72.0,2.09,342.857481,48.87,13,97.1,70.32,147.02,5,T2,standard,0
2751.76,116.94,1.66,121.099973,24.25,9,18.94,29.96,35.71,6,T3,express,0
1110.96,95.67,3.15,153.939618,41.92,3,9.68,89.16,78.03,1,T2,standard,0
360.23,113.95,2.32,21.491073,43.3,6,20.52,55.69,61.81,4,T1,standard,0
2573.62,102.96,1.71,200.200491,27.61,9,7.09,86.42,86.25,7,T3,standard,0
966.0,51.77,1.58,209.869133,66.11,14,57.04,25.52,40.4,6,T2,standard,1
1425.24,55.85,2.56,51.962663,67.89,7,95.29,20.4,145.78,7,T3,express,0
160.42,85.09,0.84,258.922598,24.78,9,66.14,84.86,66.84,3,T2,standard,0
2547.46,53.25,1.0,325.306103,21.66,6,37.82,82.62,226.7,2,T1,express,0
2260.26,86.87,2.67,123.519114,3.58,11,24.24,19.35,150.26,4,T1,express,0
1241.05,74.57,1.43,72.003867,28.96,8,93.32,20.05,186.01,3,T1,standard,0
1649.66,28.14,2.47,303.347851,0.97,7,4.12,74.72,220.9,5,T2,standard,1
611.08,45.92,3.26,215.015039,36.22,16,34.96,36.3,NA,1,T2,express,0
1139.8,89.47,3.4,176.818318,2.17,7,29.9,89.78,163.07,15.94,T3,express,0
17277.12,76.19,2.74,47.51565,64.82,13,56.31,93.12,207.36,3,T1,express,0
911.74,17.27,0.53,251.545338,49.12,15,36.2,38.94,180.98,6,T3,standard,0
794.5,65.5,0.51,58.376729,41.15,18,27.59,33.3,9.36,7,T3,express,1
2592.72,13.14,2.92,343.318087,14.29,9,73.98,57.74,134.01,3,T2,express,0
1523.92,103.97,2.28,287.173485,17.41,4,43.75,17.66,66.93,2,T3,standard,0
1235.3,86.17,2.78,184.605057,49.58,10,69.48,66.35,177.62,3,T1,express,1
"1694,31",19.0,1.36,197.939805,63.76,12,77.35,71.06,28.42,7,T3,express,0
598.66,100.38,3.15,0,59.74,9,96.83,45.73,42.97,1,T3,standard,0
1235.95,8.65,2.46,91.933151,19.18,7,96.52,93.3,158.38,5,T2,express,0
3001.72,100.89,0.86,304.930576,54.02,7,87.21,35.12,59.91,1,T1,standard,1
823.1,112.2,1.33,313.135927,52.33,8,30.15,5.59,60.25,3,T2,express,0
1628.83,83.34,1.87,122.643721,4.05,3,78.43,93.07,148.46,4,T1,standard,0
652.81,20.27,2.04,470.219843,17.63,14,30.65,33.39,236.98,3,T1,standard,0
957.86,103.18,2.13,15.524157,44.02,2,75.38,,106.03,6,T2,standard,0
1307.94,1.89,2.11,103.154335,56.84,12,2.58,51.12,19.04,7,T2,express,0
550.06,1.08,1.77,290.398377,9.26,12,52.46,66.54,157.52,4,T1,express,0
933.41,104.19,1.23,348.773394,64.47,17,14.29,77.71,224.82,1,T2,express,0
2074.86,10.17,2.75,11.016646,2.96,9,38.42,75.67,148.7,4,T1,express,0
878.88,15.86,2.66,289.011683,34.11,12,75.72,37.27,58.3,5,T1,standard,0
1784.1,92.35,0.32,0,66.14,16,9.79,72.37,122.2,6,T2,standard,1
1243.7,4.64,0.06,23.303507,65.25,7,86.55,60.27,54.75,1,T3,standard,0
1634.25,42.2,2.21,108.888865,34.63,5,82.39,27.69,41.8,7,T1,standard,0
1557.62,57.7,3.47,340.749764,16.0,11,24.17,98.28,129.3,5,T2,express,0
1039.84,114.16,2.63,353.1839,13.51,14,9.93,5.84,117.18,6,T2,standard,0
2369.89,93.45,2.48,89.844117,30.31,3,12.83,81.8,22.95,2,T2,express,0
2082.64,45.7,2.78,331.63343,16.06,1,27.48,66.13,164.78,2,T3,standard,1
698.22,104.05,1.61,44.485358,2.96,14,64.15,22.05,40.29,1,T2,standard,0
2696.46,56.32,2.52,399.879265,44.21,18,5.46,80.38,183.79,3,T3,express,0
1761.59,92.86,2.85,427.304638,58.11,11,19.74,4.21,110.37,3,T2,standard,0
795.32,112.64,1.63,279.695191,11.95,10,9.64,97.31,28.32,2,T2,standard,0
1364.24,43.52,2.15,190.070392,12.07,10,32.42,23.36,92.0,1,T2,express,0
2172.39,81.43,0.45,146.307162,22.12,4,22.52,20.69,38.74,3,T2,express,1
2094.84,107.4,3.17,482.038592,54.0,17,65.48,14.24,47.99,2,T2,standard,1
283.16,56.97,2.17,70.807343,34.9,8,57.87,11.68,191.41,6,T3,express,0
985.8,76.21,2.28,127.089169,33.4,1,31.08,90.95,112.72,1,T3,standard,1
862.27,114.84,0.26,183.2272,31.36,7,93.8,81.02,221.89,5,T1,express,1
896.93,97.33,2.7,217.069072,59.52,8,21.02,70.61,83.24,3,T2,standard,1
3002.46,103.04,1.78,151.975216,64.15,4,16.15,44.5,160.99,3,T2,express,1
1712.69,63.2,1.23,306.539958,63.23,16,83.61,37.11,38.68,2,T2,express,1
3058.37,117.99,3.27,286.033743,27.4,3,37.96,65.99,117.94,6,T1,express,0
424.08,53.45,2.6,392.134807,30.12,3,83.56,64.41,29.14,7,T2,standard,1
2209.89,33.53,1.69,330.508976,58.0,13,18.72,28.05,127.14,7,T3,standard,1
840.41,73.86,1.59,329.001248,103.3,13,16.36,35.25,149.3,5,T3,standard,0
3136.04,107.02,0.62,9.639553,29.79,16,63.29,50.3,216.68,2,T3,standard,0
1743.96,82.22,1.48,34.404051,16.09,8,20.62,4.24,16.52,,T3,express,0
3081.57,24.34,2.91,205.231786,39.97,14,90.38,38.77,53.46,1,T2,standard,1
2772.71,57.54,2.05,123.86393,57.51,9,35.36,15.02,68.49,5,T2,express,0
1634.89,,0.55,57.005931,33.65,5,42.23,69.6,230.14,6,T2,standard,1
2980.68,41.65,2.41,152.805709,11.18,16,43.27,55.66,22.72,2,T1,standard,1
366.29,37.13,0.02,516.85975,13.57,11,44.02,58.72,114.56,NA,T3,express,0
757.57,103.01,3.3,406.21076,36.66,10,60.53,23.88,65.57,5,T2,standard,0
1490.91,34.45,0.76,201.335878,29.45,4,22.14,64.34,112.33,7,T2,express,0
442.31,102.07,0.3,232.327172,53.98,10,46.34,36.46,121.86,4,T2,express,0
1410.25,95.11,2.22,223.443152,56.4,18,93.49,38.14,93.39,1,T1,express,1
1642.27,12.32,2.94,196.197761,14.86,3,12.68,68.9,76.64,2,T2,express,0
866.21,87.83,0.21,403.223584,29.03,1,92.33,69.38,70.16,6,T2,standard,0
1461.89,15.57,3.15,70.387078,31.45,10,80.48,54.52,85.37,4,T2,express,1
1296.0,2.02,0.66,146.430171,56.94,8,5.38,39.94,90.1,3,T2,standard,1
2387.29,69.85,2.71,332.13296,55.82,8,94.25,68.97,68.83,6,T2,express,0
2748.56,37.32,0.28,14.782768,66.82,5,13.73,47.9,226.75,5,T2,standard,0
2413.5,22.9,3.12,80.351156,13.64,11,60.91,50.15,165.93,7,T3,standard,0
400.54,109.39,0.79,122.476001,8.26,6,15.12,44.14,92.22,3,T3,express,0
1674.51,97.91,2.69,378.744268,55.2,17,37.53,55.36,8.53,5,T3,express,0
1980.26,72.76,0.98,432.497955,24.44,15,53.54,7.36,92.35,4,T2,standard,0
423.19,38.97,0.79,210.686787,50.2,16,96.07,20.14,17.41,3,T2,express,0
997.34,70.12,2.84,6.845031,61.01,3,43.44,83.4,128.63,7,T1,express,1
2929.77,110.7,1.66,53.010219,4.23,17,18.16,87.34,113.61,2,T1,express,1
1347.9,88.49,2.59,252.216661,27.78,7,88.23,86.22,126.41,2,T3,standard,0
1791.11,37.46,2.85,481.195238,70.84,11,24.56,65.71,118.69,2,T3,standard,1
1107.77,39.23,1.21,80.819152,20.68,17,20.97,84.84,69.7,7,T3,standard,1
2150.38,35.01,0.01,384.067855,68.07,8,76.8,51.41,160.38,,T3,express,0
2839.77,95.34,0.06,174.486322,32.77,5,12.7,25.7,58.71,5,T3,express,1
1730.26,"29,66",0.83,250.37454,71.56,6,97.71,40.37,200.74,3,T2,express,1
423.28,77.23,1.54,131.965696,31.79,12,9.06,61.84,45.43,3,T2,standard,0
745.91,55.0,0.44,48.730052,23.54,2,99.17,20.38,76.53,5,T2,standard,0
2465.9,9.32,1.96,188.467686,54.69,11,13.96,65.35,238.88,5,T3,standard,1
1178.67,34.14,1.65,41.705546,71.01,7,95.54,79.97,78.06,2,T2,express,0
1656.47,13.24,0.11,136.949017,"46,15",10,86.63,53.19,41.7,5,T2,standard,0
2162.15,31.03,0.33,85.95153,29.63,15,61.59,,29.72,3,T2,standard,0
2745.91,73.62,1.21,191.916256,18.82,11,74.03,87.3,195.46,6,T1,express,0
1439.29,103.86,2.25,144.69489,19.96,8,24.74,77.47,22.44,2,T3,standard,1
2005.88,90.88,0.89,24.873068,65.48,12,34.39,3.14,62.85,1,T1,express,0
2843.93,93.75,1.26,484.842591,16.51,9,96.01,93.42,103.11,3,T1,standard,0
2403.0,28.5,2.97,330.16234,17.9,9,13.28,17.99,30.19,2,T3,standard,0
1604.19,98.86,1.09,261.29291,52.26,7,69.92,7.24,80.35,6,T3,standard,0
1915.15,111.2,1.07,46.110089,21.22,4,0.54,63.54,50.25,5,T1,express,0
2415.74,39.69,1.42,137.683716,64.58,5,66.05,35.16,218.13,4,T2,express,0
2820.75,63.13,2.7,164.011294,4.31,9,89.31,64.58,79.4,2,T3,standard,1
3126.42,23.19,1.04,453.675496,34.14,5,41.54,80.04,117.09,2,T2,express,0
1626.45,95.87,2.08,262.228212,59.62,7,35.28,86.47,174.86,7,T3,express,1
1087.75,16.7,1.67,249.810022,5.42,3,78.18,39.98,171.04,5,T2,express,0
3100.22,54.54,2.19,159.952491,20.46,5,72.51,74.3,96.37,7,T3,standard,0
2381.69,79.0,3.19,386.025141,53.99,7,18.72,2.28,108.94,5,T3,standard,0
1363.81,110.54,0.52,206.210894,65.15,17,47.56,82.2,42.86,6,T3,express,0
943.77,10.96,3.47,337.618126,34.78,14,92.9,99.83,68.2,6,T2,standard,1
824.4,22.08,2.22,123.745911,35.08,10,1.91,64.44,57.37,6,T1,express,1
2476.03,116.78,0.64,84.862861,41.64,7,17.94,78.07,68.28,4,T3,,0
890.59,41.39,2.49,57.670557,68.03,4,35.17,5.76,115.23,2,T3,standard,0
383.87,4.39,0.04,328.028346,50.64,8,96.05,14.41,36.34,5,T2,express,0
998.28,33.59,0.32,443.535377,63.7,10,86.44,35.41,,5,T3,standard,0
424.14,104.14,2.39,175.827164,57.72,11,74.3,44.58,139.37,5,T3,standard,1
2883.02,92.12,0.89,487.82288,31.31,16,48.21,89.47,87.55,4,T1,express,0
1562.95,29.15,0.22,360.366699,22.68,14,83.07,19.17,11.42,7,T2,express,0
2402.37,114.28,2.39,209.127617,2.45,18,98.59,63.29,194.0,4,T2,standard,0
2316.75,57.58,2.62,98.906514,51.18,3,57.35,70.4,36.59,3,T2,express,0
855.75,"70,97",2.44,64.943136,45.07,15,37.0,91.41,59.89,4,T3,,0
1042.82,68.37,3.29,210.762272,44.64,16,92.01,63.4,67.71,7,T3,express,0
420.07,107.71,0.44,227.909898,41.56,18,45.38,10.07,143.95,3,T1,standard,0
1641.0,109.33,2.47,124.800724,34.68,17,84.79,8.08,23.99,1,T3,express,0
2659.01,111.76,2.19,254.306616,64.91,4,27.23,42.76,112.14,3,T1,standard,1
2891.44,39.08,1.37,396.675827,32.94,8,74.49,72.62,47.28,4,T2,express,1
1036.16,65.01,2.18,113.518486,51.51,16,80.43,51.48,10.82,6,T3,standard,0
2985.13,119.94,0.48,58.131669,26.1,11,15.08,76.78,97.01,7,T3,standard,0
1387.21,113.15,3.16,103.497064,18.02,18,23.16,18.39,39.21,7,T2,express,0
2374.32,114.02,3.33,126.378101,45.66,15,33.63,46.08,11.48,4,T2,standard,1
845.59,68.28,2.94,201.557287,39.64,13,74.32,80.63,72.2,2,T2,standard,1
680.9,93.92,2.45,320.505703,9.49,15,34.66,31.22,119.62,6,T2,express,0
1241.25,80.97,0.17,274.521616,45.53,6,71.26,52.22,31.52,2,T2,express,0
277.04,9.32,2.46,228.461992,15.21,15,33.47,37.87,46.25,4,T2,express,0
1565.82,49.49,3.43,446.058896,23.65,5,92.09,34.55,78.81,7,T2,standard,0
962.48,89.32,1.26,408.576443,39.92,6,81.83,87.38,217.49,5,T3,standard,1
3031.65,70.52,3.04,406.081822,1.44,3,97.32,12.59,85.12,3,T2,standard,0
2011.21,30.54,3.21,282.692972,61.05,5,52.09,72.16,54.02,4,T2,express,0
2473.63,42.58,0.58,240.194428,52.71,11,48.47,85.66,128.23,1,T3,express,0
2462.45,93.07,2.37,218.216241,60.82,10,41.37,58.72,118.7,4,T1,standard,1
1389.11,73.38,2.25,176.786014,22.85,15,35.31,34.28,201.83,2,T3,standard,1
95.2,19.53,2.47,389.656269,46.9,9,59.85,54.78,124.06,1,T2,standard,0
692.95,14.24,1.47,300.97234,46.71,18,76.95,1.74,101.43,2,T2,express,0
1704.05,67.07,1.8,81.492377,18.71,4,35.68,94.81,39.23,5,T2,standard,0
2084.99,52.91,0.46,368.504105,3.48,3,10.29,58.64,27.9,4,T2,standard,0
3159.24,109.6,3.33,334.975884,67.12,15,85.61,42.57,186.45,2,T1,standard,1
2071.02,96.19,0.45,485.360676,64.04,6,15.15,17.83,220.03,2,T3,express,1
2575.45,22.53,2.03,103.770007,18.13,5,98.86,29.74,49.03,2,T1,standard,0
2580.91,112.73,1.26,83.36128,66.78,15,13.74,34.76,186.46,1,T2,express,0
1962.57,66.95,2.52,369.851206,49.61,4,42.97,85.15,50.43,3,T1,express,1
70.4,80.25,2.09,227.336008,14.13,11,59.84,54.1,231.26,3,T2,express,0
565.44,97.14,2.24,274.187206,15.44,11,4.48,90.33,228.42,3,T3,standard,0
236.31,2.1,3.37,251.45294,8.78,4,11.75,92.71,202.68,4,T2,express,0
1499.56,29.84,1.55,525.863653,33.11,7,90.95,71.94,91.12,1,T3,express,0
838.92,97.86,1.11,269.581361,48.5,13,1.15,1.14,175.92,2,T2,express,0
1515.91,100.65,3.08,220.89602,49.78,13,0.36,35.7,141.89,7,T3,express,0
782.92,88.3,1.27,238.912347,7.09,18,3.77,77.35,65.74,7,T1,express,0
1251.19,105.19,1.36,64.328833,50.05,10,54.87,91.94,52.12,7,T3,express,1
705.81,113.86,3.01,0,3.8,10,40.27,64.44,8.06,5,T1,standard,1
375.64,43.48,1.08,182.120815,37.53,5,81.08,55.02,216.78,5,T1,standard,0
1459.77,105.1,0.51,0,33.43,11,54.21,85.0,105.76,7,T2,standard,0
952.93,78.57,0.02,449.973922,65.3,3,20.47,2.21,132.7,1,T3,standard,0
812.8,75.38,1.6,142.044578,23.47,7,49.1,0.13,90.07,4,T1,standard,0
2318.33,70.58,,364.614505,32.47,11,47.26,38.96,193.33,2,T2,express,0
2732.85,6.5,2.35,463.261543,45.4,12,95.07,91.67,16.66,7,T2,standard,1
2280.49,94.05,1.7,423.296694,52.25,12,90.28,38.52,233.17,2,T2,express,1
225.65,33.87,3.16,86.400724,52.56,14,15.26,59.59,157.66,7,T1,express,0
1808.3,7.11,0.85,3.077961,53.34,16,75.62,63.47,155.7,"5,00",T3,express,1
1849.37,52.32,2.15,515.040664,69.88,8,44.16,96.33,46.26,3,T2,standard,0
2549.13,76.96,3.37,251.791922,6.92,2,91.06,27.09,29.44,1,T1,standard,0
1277.92,64.06,2.98,128.575178,6.64,5,13.46,16.15,140.49,6,T2,standard,0
867.52,11.63,0.12,254.88551,54.31,17,22.36,NA,195.09,4,T3,standard,0
5.09,89.32,0.2,0,19.52,5,17.43,99.25,191.18,3,T2,express,0
1105.76,26.08,0.38,120.303333,21.35,17,86.51,37.83,166.16,4,T2,standard,0
2780.5,48.85,3.18,124.607096,51.28,9,89.22,67.87,223.71,3,T3,express,0
